,name,age,height,position,foot,date,mv
11606,claudio-winck,24.0,184,Defender - Right-Back,right,2018-03-22,£675Th.
11607,claudio-winck,23.0,184,Defender - Right-Back,right,2016-12-31,£675Th.
11608,claudio-winck,22.0,184,Defender - Right-Back,right,2016-04-05,£630Th.
11609,claudio-winck,22.0,184,Defender - Right-Back,right,2016-03-17,£630Th.
11610,claudio-winck,21.0,184,Defender - Right-Back,right,2015-07-20,£675Th.
11611,claudio-winck,18.0,184,Defender - Right-Back,right,2012-08-01,-
11612,fellipe-bastos,30.0,178,Midfielder - Central Midfield,right,2020-02-10,£540Th.
11613,fellipe-bastos,30.0,178,Midfielder - Central Midfield,right,2019-12-31,£540Th.
11614,fellipe-bastos,29.0,178,Midfielder - Central Midfield,right,2019-01-01,£810Th.
11615,fellipe-bastos,29.0,178,Midfielder - Central Midfield,right,2018-12-31,£810Th.
11616,fellipe-bastos,28.0,178,Midfielder - Central Midfield,right,2018-02-05,£810Th.
11617,fellipe-bastos,27.0,178,Midfielder - Central Midfield,right,2017-01-14,£1.58m
11618,fellipe-bastos,26.0,178,Midfielder - Central Midfield,right,2016-07-20,£1.58m
11619,fellipe-bastos,25.0,178,Midfielder - Central Midfield,right,2015-07-08,£1.58m
11620,fellipe-bastos,25.0,178,Midfielder - Central Midfield,right,2015-07-07,£1.58m
11621,fellipe-bastos,24.0,178,Midfielder - Central Midfield,right,2014-06-20,£675Th.
11622,fellipe-bastos,24.0,178,Midfielder - Central Midfield,right,2013-12-01,£675Th.
11623,fellipe-bastos,23.0,178,Midfielder - Central Midfield,right,2013-09-01,£675Th.
11624,fellipe-bastos,22.0,178,Midfielder - Central Midfield,right,2012-07-01,£675Th.
11625,fellipe-bastos,22.0,178,Midfielder - Central Midfield,right,2012-06-30,£675Th.
11626,fellipe-bastos,20.0,178,Midfielder - Central Midfield,right,2010-07-01,£450Th.
11627,fellipe-bastos,20.0,178,Midfielder - Central Midfield,right,2010-06-30,£450Th.
11628,fellipe-bastos,20.0,178,Midfielder - Central Midfield,right,2010-02-01,£630Th.
11629,fellipe-bastos,19.0,178,Midfielder - Central Midfield,right,2009-11-01,£630Th.
11630,fellipe-bastos,19.0,178,Midfielder - Central Midfield,right,2009-07-01,£630Th.
11631,fellipe-bastos,18.0,178,Midfielder - Central Midfield,right,2008-07-01,£293Th.
11632,fellipe-bastos,18.0,178,Midfielder - Central Midfield,right,2008-01-01,£293Th.
11633,fernando-miguel,33.0,191,Goalkeeper,left,2018-05-08,£1.13m
11634,fernando-miguel,29.0,191,Goalkeeper,left,2014-04-04,£90Th.
11635,fernando-miguel,29.0,191,Goalkeeper,left,2013-12-01,£90Th.
11636,fernando-miguel,28.0,191,Goalkeeper,left,2013-10-01,-
11637,fernando-miguel,28.0,191,Goalkeeper,left,2013-01-01,-
11638,fredy-guarin,34.0,183,Midfielder - Central Midfield,right,2020-09-18,£1.44m
11639,fredy-guarin,33.0,183,Midfielder - Central Midfield,right,2019-09-27,£4.05m
11640,fredy-guarin,30.0,183,Midfielder - Central Midfield,right,2016-01-27,£9.45m
11641,fredy-guarin,26.0,183,Midfielder - Central Midfield,right,2012-07-01,£10.80m
11642,fredy-guarin,26.0,183,Midfielder - Central Midfield,right,2012-06-30,£10.80m
11643,fredy-guarin,26.0,183,Midfielder - Central Midfield,right,2012-01-31,£9.00m
11644,fredy-guarin,22.0,183,Midfielder - Central Midfield,right,2008-07-01,£1.35m
11645,fredy-guarin,21.0,183,Midfielder - Central Midfield,right,2007-07-01,£1.62m
11646,fredy-guarin,21.0,183,Midfielder - Central Midfield,right,2007-06-30,£1.62m
11647,fredy-guarin,20.0,183,Midfielder - Central Midfield,right,2006-07-01,£540Th.
11648,fredy-guarin,18.0,183,Midfielder - Central Midfield,right,2004-07-01,-
11649,fredy-guarin,17.0,183,Midfielder - Central Midfield,right,2003-07-01,-
11650,gabriel-felix,25.0,190,Goalkeeper,right,2020-10-30,£90Th.
11651,gabriel-felix,25.0,190,Goalkeeper,right,2020-03-27,£90Th.
11652,gabriel-felix,25.0,190,Goalkeeper,right,2019-11-30,£90Th.
11653,gabriel-felix,24.0,190,Goalkeeper,right,2019-07-11,£90Th.
11654,gabriel-felix,24.0,190,Goalkeeper,right,2018-12-05,£90Th.
11655,gabriel-felix,23.0,190,Goalkeeper,right,2018-09-06,£90Th.
11656,gabriel-felix,20.0,190,Goalkeeper,right,2015-10-19,-
11657,gabriel-pec,18.0,190,Forward - Right Winger,left,2019-09-05,-
11658,german-cano,32.0,177,Forward - Centre-Forward,right,2020-01-01,£2.97m
11659,german-cano,30.0,177,Forward - Centre-Forward,right,2018-01-10,£1.35m
11660,german-cano,29.0,177,Forward - Centre-Forward,right,2017-06-30,£1.35m
11661,german-cano,28.0,177,Forward - Centre-Forward,right,2016-01-01,£720Th.
11662,german-cano,27.0,177,Forward - Centre-Forward,right,2015-01-22,£720Th.
11663,german-cano,24.0,177,Forward - Centre-Forward,right,2012-07-01,£540Th.
11664,german-cano,24.0,177,Forward - Centre-Forward,right,2012-01-01,£270Th.
11665,german-cano,23.0,177,Forward - Centre-Forward,right,2011-07-01,£270Th.
11666,german-cano,23.0,177,Forward - Centre-Forward,right,2011-06-30,£270Th.
11667,german-cano,23.0,177,Forward - Centre-Forward,right,2011-01-01,£270Th.
11668,german-cano,22.0,177,Forward - Centre-Forward,right,2010-06-30,£360Th.
11669,german-cano,21.0,177,Forward - Centre-Forward,right,2009-08-01,£540Th.
11670,german-cano,19.0,177,Forward - Centre-Forward,right,2007-07-01,-
11671,felipe-anderson,28.0,175,Forward - Left Winger,right,2021-06-30,£22.50m
11672,felipe-anderson,27.0,175,Forward - Left Winger,right,2020-10-06,£22.50m
11673,felipe-anderson,25.0,175,Forward - Left Winger,right,2018-07-15,£27.00m
11674,felipe-anderson,20.0,175,Forward - Left Winger,right,2013-07-09,£5.40m
11675,felipe-anderson,17.0,175,Forward - Left Winger,right,2010-10-01,-
11676,casemiro,23.0,185,Midfielder - Defensive Midfield,right,2015-06-30,£6.30m
11677,casemiro,22.0,185,Midfielder - Defensive Midfield,right,2014-07-19,£5.40m
11678,casemiro,21.0,185,Midfielder - Defensive Midfield,right,2013-07-01,£5.40m
11679,casemiro,21.0,185,Midfielder - Defensive Midfield,right,2013-06-30,£5.40m
11680,casemiro,21.0,185,Midfielder - Defensive Midfield,right,2013-01-31,£4.05m
11681,casemiro,18.0,185,Midfielder - Defensive Midfield,right,2010-07-01,-
11682,joao-cancelo,25.0,182,Defender - Right-Back,right,2019-08-07,£49.50m
11683,joao-cancelo,24.0,182,Defender - Right-Back,right,2018-07-01,£31.50m
11684,joao-cancelo,24.0,182,Defender - Right-Back,right,2018-06-30,£31.50m
11685,joao-cancelo,23.0,182,Defender - Right-Back,right,2017-08-22,£18.00m
11686,joao-cancelo,21.0,182,Defender - Right-Back,right,2015-07-01,£4.50m
11687,joao-cancelo,21.0,182,Defender - Right-Back,right,2015-06-30,£1.80m
11688,joao-cancelo,20.0,182,Defender - Right-Back,right,2014-08-20,£1.80m
11689,joao-cancelo,20.0,182,Defender - Right-Back,right,2014-07-01,£1.80m
11690,joao-cancelo,19.0,182,Defender - Right-Back,right,2013-01-01,£900Th.
11691,joao-cancelo,17.0,182,Defender - Right-Back,right,2011-07-01,-
11692,joao-cancelo,15.0,182,Defender - Right-Back,right,2009-07-01,-
11693,jordi-alba,23.0,170,Defender - Left-Back,left,2012-07-01,£9.00m
11694,jordi-alba,20.0,170,Defender - Left-Back,left,2009-06-30,£540Th.
11695,jordi-alba,19.0,170,Defender - Left-Back,left,2008-07-22,-
11696,jordi-alba,19.0,170,Defender - Left-Back,left,2008-07-01,-
11697,jordi-alba,18.0,170,Defender - Left-Back,left,2007-07-01,-
11698,jordi-alba,16.0,170,Defender - Left-Back,left,2005-07-01,-
11699,jordi-alba,15.0,170,Defender - Left-Back,left,2004-07-01,-
11700,jordi-alba,14.0,170,Defender - Left-Back,left,2003-07-01,-
11701,juninho-bacuna,21.0,178,Midfielder - Central Midfield,right,2018-07-01,£1.35m
11702,juninho-bacuna,18.0,178,Midfielder - Central Midfield,right,2015-07-01,£630Th.
11703,juninho-bacuna,18.0,178,Midfielder - Central Midfield,right,2015-01-01,-
11704,juninho-bacuna,17.0,178,Midfielder - Central Midfield,right,2014-07-01,-
11705,juninho-bacuna,16.0,178,Midfielder - Central Midfield,right,2013-07-01,-
11706,juninho-bacuna,11.0,178,Midfielder - Central Midfield,right,2008-07-01,-
11707,kaio-magno,20.0,178,Forward - Centre-Forward,right,2019-07-01,-
11708,thiago-laranjeira,31.0,168,Midfielder - Attacking Midfield,right,2019-07-01,£135Th.
11709,thiago-laranjeira,30.0,168,Midfielder - Attacking Midfield,right,2018-08-31,£135Th.
11710,thiago-laranjeira,29.0,168,Midfielder - Attacking Midfield,right,2017-09-28,£135Th.
11711,thiago-laranjeira,28.0,168,Midfielder - Attacking Midfield,right,2016-08-27,-
11712,thiago-laranjeira,28.0,168,Midfielder - Attacking Midfield,right,2016-01-06,-
11713,thiago-laranjeira,26.0,168,Midfielder - Attacking Midfield,right,2014-11-01,-
11714,thiago-laranjeira,26.0,168,Midfielder - Attacking Midfield,right,2014-01-01,-
11715,thiago-laranjeira,25.0,168,Midfielder - Attacking Midfield,right,2013-07-01,-
11716,thiago-laranjeira,25.0,168,Midfielder - Attacking Midfield,right,2013-01-01,-
11717,thiago-laranjeira,24.0,168,Midfielder - Attacking Midfield,right,2012-09-01,-
11718,thiago-laranjeira,24.0,168,Midfielder - Attacking Midfield,right,2012-05-01,-
11719,thiago-laranjeira,24.0,168,Midfielder - Attacking Midfield,right,2012-01-01,-
11720,thiago-laranjeira,23.0,168,Midfielder - Attacking Midfield,right,2011-11-01,-
11721,thiago-laranjeira,23.0,168,Midfielder - Attacking Midfield,right,2011-05-01,-
11722,thiago-laranjeira,23.0,168,Midfielder - Attacking Midfield,right,2011-04-01,-
11723,thiago-laranjeira,23.0,168,Midfielder - Attacking Midfield,right,2011-01-01,-
11724,thiago-laranjeira,21.0,168,Midfielder - Attacking Midfield,right,2009-08-01,-
11725,thiago-laranjeira,21.0,168,Midfielder - Attacking Midfield,right,2009-05-01,-
11726,thiago-laranjeira,20.0,168,Midfielder - Attacking Midfield,right,2008-05-01,-
11727,thiago-laranjeira,20.0,168,Midfielder - Attacking Midfield,right,2008-01-01,-
11728,thiago-laranjeira,17.0,168,Midfielder - Attacking Midfield,right,2005-01-01,-
11729,leandro-castan,31.0,186,Defender - Centre-Back,left,2018-08-03,£1.80m
11730,leandro-castan,31.0,186,Defender - Centre-Back,left,2018-06-30,£1.80m
11731,leandro-castan,31.0,186,Defender - Centre-Back,left,2018-01-11,£2.70m
11732,leandro-castan,30.0,186,Defender - Centre-Back,left,2017-06-30,£4.95m
11733,leandro-castan,30.0,186,Defender - Centre-Back,left,2017-06-29,£4.95m
11734,leandro-castan,29.0,186,Defender - Centre-Back,left,2016-08-18,£4.50m
11735,leandro-castan,29.0,186,Defender - Centre-Back,left,2016-07-10,£6.30m
11736,leandro-castan,25.0,186,Defender - Centre-Back,left,2012-07-18,£2.25m
11737,leandro-castan,23.0,186,Defender - Centre-Back,left,2010-01-01,£810Th.
11738,leandro-castan,22.0,186,Defender - Centre-Back,left,2009-01-01,£45Th.
11739,leandro-castan,22.0,186,Defender - Centre-Back,left,2008-12-01,£45Th.
11740,leandro-castan,21.0,186,Defender - Centre-Back,left,2008-03-01,£180Th.
11741,leandro-castan,20.0,186,Defender - Centre-Back,left,2007-08-01,-
11742,leandro-castan,18.0,186,Defender - Centre-Back,left,2005-01-01,-
11743,linnick,21.0,173,Midfielder - Central Midfield,right,2020-09-14,£45Th.
11744,luan,27.0,180,Forward - Second Striker,right,2020-01-01,£7.20m
11745,luan,21.0,180,Forward - Second Striker,right,2014-01-01,-
11746,luan,20.0,180,Forward - Second Striker,right,2013-06-26,-
11747,luan,20.0,180,Forward - Second Striker,right,2013-02-08,-
11748,luan,20.0,180,Forward - Second Striker,right,2013-01-30,-
11749,luan,20.0,180,Forward - Second Striker,right,2013-01-01,-
11750,lucao,23.0,185,Defender - Centre-Back,right,2019-09-25,£810Th.
11751,lucao,23.0,185,Defender - Centre-Back,right,2019-06-03,£810Th.
11752,lucao,22.0,185,Defender - Centre-Back,right,2018-06-30,£900Th.
11753,lucao,21.0,185,Defender - Centre-Back,right,2017-08-30,£1.80m
11754,lucao,18.0,185,Defender - Centre-Back,right,2014-01-01,£90Th.
11755,paulinho,22.0,173,Midfielder - Left Midfield,right,2019-07-01,£585Th.
11756,paulinho,22.0,173,Midfielder - Left Midfield,right,2019-06-30,£585Th.
11757,paulinho,21.0,173,Midfielder - Left Midfield,right,2018-07-21,£585Th.
11758,paulinho,21.0,173,Midfielder - Left Midfield,right,2018-06-30,£585Th.
11759,paulinho,20.0,173,Midfielder - Left Midfield,right,2017-08-16,-
11760,paulinho,20.0,173,Midfielder - Left Midfield,right,2017-01-01,-
11761,marcos-junior,26.0,167,Midfielder - Attacking Midfield,right,2019-01-04,£1.80m
11762,marcos-junior,22.0,167,Midfielder - Attacking Midfield,right,2014-12-31,£900Th.
11763,marcos-junior,21.0,167,Midfielder - Attacking Midfield,right,2014-06-01,£900Th.
11764,marcos-junior,19.0,167,Midfielder - Attacking Midfield,right,2012-03-01,-
11765,marrony,21.0,186,Forward - Right Winger,right,2020-06-16,£3.24m
11766,marrony,19.0,186,Forward - Right Winger,right,2018-01-24,-
11767,martin-benitez,27.0,173,Forward - Right Winger,right,2020-12-31,£4.05m
11768,martin-benitez,26.0,173,Forward - Right Winger,right,2020-02-27,£4.05m
11769,martin-benitez,17.0,173,Forward - Right Winger,right,2011-07-01,-
11770,matheus-nunes,22.0,183,Midfielder - Central Midfield,right,2020-05-01,-
11771,matheus-nunes,21.0,183,Midfielder - Central Midfield,right,2019-01-31,-
11772,matheus-nunes,20.0,183,Midfielder - Central Midfield,right,2018-07-01,-
11773,maycki,20.0,193,Goalkeeper,right,2010-02-01,£45Th.
11774,maycki,19.0,193,Goalkeeper,right,2009-01-01,-
11775,juan-miranda,21.0,185,Defender - Left-Back,left,2021-06-30,£3.60m
11776,juan-miranda,20.0,185,Defender - Left-Back,left,2020-10-05,£3.60m
11777,juan-miranda,20.0,185,Defender - Left-Back,left,2020-06-30,£3.60m
11778,juan-miranda,19.0,185,Defender - Left-Back,left,2019-08-30,£4.50m
11779,juan-miranda,19.0,185,Defender - Left-Back,left,2019-08-29,£4.50m
11780,juan-miranda,18.0,185,Defender - Left-Back,left,2018-07-01,£900Th.
11781,juan-miranda,17.0,185,Defender - Left-Back,left,2017-07-01,-
11782,juan-miranda,16.0,185,Defender - Left-Back,left,2016-07-01,-
11783,juan-miranda,14.0,185,Defender - Left-Back,left,2014-07-01,-
11784,nathan-ake,25.0,180,Defender - Centre-Back,left,2020-08-05,£25.20m
11785,nathan-ake,22.0,180,Defender - Centre-Back,left,2017-07-01,£7.20m
11786,nathan-ake,22.0,180,Defender - Centre-Back,left,2017-01-08,£4.50m
11787,nathan-ake,21.0,180,Defender - Centre-Back,left,2016-07-01,£4.05m
11788,nathan-ake,21.0,180,Defender - Centre-Back,left,2016-05-31,£4.05m
11789,nathan-ake,20.0,180,Defender - Centre-Back,left,2015-08-14,£1.80m
11790,nathan-ake,20.0,180,Defender - Centre-Back,left,2015-04-22,£1.35m
11791,nathan-ake,20.0,180,Defender - Centre-Back,left,2015-03-25,£1.35m
11792,nathan-ake,18.0,180,Defender - Centre-Back,left,2013-01-01,-
11793,nathan-ake,16.0,180,Defender - Centre-Back,left,2011-07-01,-
11794,nathan-ake,15.0,180,Defender - Centre-Back,left,2010-07-01,-
11795,nathan-ake,12.0,180,Defender - Centre-Back,left,2007-07-01,-
11796,rafael-galhardo,29.0,176,Defender - Right-Back,right,2020-09-16,£540Th.
11797,rafael-galhardo,29.0,176,Defender - Right-Back,right,2019-12-31,£810Th.
11798,rafael-galhardo,28.0,176,Defender - Right-Back,right,2019-03-08,£810Th.
11799,rafael-galhardo,27.0,176,Defender - Right-Back,right,2018-01-12,£630Th.
11800,rafael-galhardo,26.0,176,Defender - Right-Back,right,2017-07-22,£630Th.
11801,rafael-galhardo,26.0,176,Defender - Right-Back,right,2017-06-30,£630Th.
11802,rafael-galhardo,25.0,176,Defender - Right-Back,right,2016-07-18,£900Th.
11803,rafael-galhardo,25.0,176,Defender - Right-Back,right,2016-01-08,£1.58m
11804,rafael-galhardo,25.0,176,Defender - Right-Back,right,2015-12-31,£1.58m
11805,rafael-galhardo,24.0,176,Defender - Right-Back,right,2015-01-10,£450Th.
11806,rafael-galhardo,24.0,176,Defender - Right-Back,right,2014-12-31,£450Th.
11807,rafael-galhardo,23.0,176,Defender - Right-Back,right,2014-01-01,£450Th.
11808,rafael-galhardo,21.0,176,Defender - Right-Back,right,2012-05-16,£360Th.
11809,rafael-galhardo,18.0,176,Defender - Right-Back,right,2009-08-01,-
11810,mathi-shy-as-olivera,22.0,185,Defender - Left-Back,left,2019-01-25,£720Th.
11811,mathi-shy-as-olivera,21.0,185,Defender - Left-Back,left,2018-07-04,£720Th.
11812,mathi-shy-as-olivera,20.0,185,Defender - Left-Back,left,2017-08-14,£270Th.
11813,mathi-shy-as-olivera,20.0,185,Defender - Left-Back,left,2017-08-13,£270Th.
11814,mathi-shy-as-olivera,20.0,185,Defender - Left-Back,left,2017-01-16,£180Th.
11815,mathi-shy-as-olivera,19.0,185,Defender - Left-Back,left,2016-01-01,-
11816,raul-jimenez,28.0,188,Forward - Centre-Forward,right,2019-07-01,£31.50m
11817,raul-jimenez,28.0,188,Forward - Centre-Forward,right,2019-06-30,£31.50m
11818,raul-jimenez,27.0,188,Forward - Centre-Forward,right,2018-07-01,£13.50m
11819,raul-jimenez,24.0,188,Forward - Centre-Forward,right,2015-08-13,£4.50m
11820,raul-jimenez,23.0,188,Forward - Centre-Forward,right,2014-08-13,£9.00m
11821,raul-jimenez,21.0,188,Forward - Centre-Forward,right,2012-01-01,-
11822,raul-jimenez,19.0,188,Forward - Centre-Forward,right,2010-07-01,-
11823,ribamar,24.0,184,Forward - Centre-Forward,left,2020-12-31,£720Th.
11824,ribamar,22.0,184,Forward - Centre-Forward,left,2019-01-01,£810Th.
11825,ribamar,22.0,184,Forward - Centre-Forward,left,2018-12-31,£810Th.
11826,ribamar,21.0,184,Forward - Centre-Forward,left,2018-08-18,£810Th.
11827,ribamar,21.0,184,Forward - Centre-Forward,left,2018-07-01,£810Th.
11828,ribamar,20.0,184,Forward - Centre-Forward,left,2017-07-13,£450Th.
11829,ribamar,19.0,184,Forward - Centre-Forward,left,2016-07-29,£1.35m
11830,ribamar,19.0,184,Forward - Centre-Forward,left,2016-01-01,-
11831,ricardo-graca,20.0,183,Defender - Centre-Back,left,2017-01-01,-
11832,rodrigo-riquelme,21.0,174,Forward - Right Winger,right,2021-06-30,£2.07m
11833,rodrigo-riquelme,20.0,174,Forward - Right Winger,right,2020-10-01,£2.07m
11834,rodrigo-riquelme,20.0,174,Forward - Right Winger,right,2020-09-18,£2.07m
11835,rodrigo-riquelme,19.0,174,Forward - Right Winger,right,2019-07-01,-
11836,rodrigo-riquelme,17.0,174,Forward - Right Winger,right,2017-07-01,-
11837,rodrigo-coutinho,21.0,174,Defender - Left-Back,left,2020-01-01,-
11838,roger-ibanez,22.0,186,Defender - Centre-Back,right,2021-06-30,£13.50m
11839,roger-ibanez,21.0,186,Defender - Centre-Back,right,2020-01-27,£1.80m
11840,roger-ibanez,20.0,186,Defender - Centre-Back,right,2019-01-29,£630Th.
11841,roger-ibanez,19.0,186,Defender - Centre-Back,right,2018-02-28,£45Th.
11842,roger-ibanez,19.0,186,Defender - Centre-Back,right,2018-02-27,£45Th.
11843,roger-ibanez,18.0,186,Defender - Centre-Back,right,2017-06-20,-
11844,roger-ibanez,18.0,186,Defender - Centre-Back,right,2017-04-30,-
11845,roger-ibanez,18.0,186,Defender - Centre-Back,right,2017-01-18,-
11846,talles-magno,17.0,186,Forward - Left Winger,left,2019-07-01,-
11847,talles-magno,17.0,186,Forward - Left Winger,left,2019-01-01,-
11848,tiago-reis,20.0,183,Forward - Centre-Forward,right,2019-03-20,-
11849,tiago-reis,19.0,183,Forward - Centre-Forward,right,2018-08-01,-
11850,tiago-reis,18.0,183,Forward - Centre-Forward,right,2017-09-20,-
11851,ulisses-garcia,22.0,183,Defender - Left-Back,left,2018-07-01,£360Th.
11852,ulisses-garcia,22.0,183,Defender - Left-Back,left,2018-06-30,£360Th.
11853,ulisses-garcia,22.0,183,Defender - Left-Back,left,2018-01-05,£450Th.
11854,ulisses-garcia,19.0,183,Defender - Left-Back,left,2015-07-01,£135Th.
11855,ulisses-garcia,18.0,183,Defender - Left-Back,left,2014-07-01,£45Th.
11856,ulisses-garcia,17.0,183,Defender - Left-Back,left,2013-01-01,-
11857,ulisses-garcia,16.0,183,Defender - Left-Back,left,2012-01-01,-
11858,ulisses-garcia,15.0,183,Defender - Left-Back,left,2011-09-30,-
11859,vinicius-junior,18.0,176,Forward - Left Winger,right,2018-07-12,£31.50m
11860,vinicius-junior,17.0,176,Forward - Left Winger,right,2017-05-08,-
11861,werley,30.0,184,Defender - Centre-Back,right,2018-01-25,£1.13m
11862,werley,29.0,184,Defender - Centre-Back,right,2017-01-01,£900Th.
11863,werley,29.0,184,Defender - Centre-Back,right,2016-12-03,£900Th.
11864,werley,28.0,184,Defender - Centre-Back,right,2016-05-30,£1.35m
11865,werley,28.0,184,Defender - Centre-Back,right,2015-12-31,£1.58m
11866,werley,27.0,184,Defender - Centre-Back,right,2015-01-22,£2.25m
11867,werley,24.0,184,Defender - Centre-Back,right,2012-07-01,£900Th.
11868,werley,24.0,184,Defender - Centre-Back,right,2012-06-30,£900Th.
11869,werley,24.0,184,Defender - Centre-Back,right,2012-02-01,£900Th.
11870,werley,20.0,184,Defender - Centre-Back,right,2008-04-30,-
11871,werley,20.0,184,Defender - Centre-Back,right,2008-02-28,-
11872,werley,20.0,184,Defender - Centre-Back,right,2008-01-01,-
11873,weverton,30.0,189,Goalkeeper,right,2018-01-01,£3.60m
11874,weverton,24.0,189,Goalkeeper,right,2012-05-01,£360Th.
11875,weverton,22.0,189,Goalkeeper,right,2010-05-01,£270Th.
11876,weverton,22.0,189,Goalkeeper,right,2010-01-01,£270Th.
11877,weverton,22.0,189,Goalkeeper,right,2009-11-30,£270Th.
11878,weverton,21.0,189,Goalkeeper,right,2009-05-01,£45Th.
11879,weverton,21.0,189,Goalkeeper,right,2009-04-30,£45Th.
11880,weverton,21.0,189,Goalkeeper,right,2009-01-01,£45Th.
11881,weverton,20.0,189,Goalkeeper,right,2007-11-30,-
11882,weverton,19.0,189,Goalkeeper,right,2007-02-01,-
11883,weverton,18.0,189,Goalkeeper,right,2006-01-01,-
11884,willian-maranhao,24.0,179,Midfielder - Defensive Midfield,left,2020-08-10,£720Th.
11885,willian-maranhao,24.0,179,Midfielder - Defensive Midfield,left,2019-12-31,£900Th.
11886,willian-maranhao,23.0,179,Midfielder - Defensive Midfield,left,2019-05-27,£900Th.
11887,willian-maranhao,23.0,179,Midfielder - Defensive Midfield,left,2019-01-01,-
11888,willian-maranhao,23.0,179,Midfielder - Defensive Midfield,left,2018-12-31,-
11889,willian-maranhao,22.0,179,Midfielder - Defensive Midfield,left,2018-09-04,-
11890,willian-maranhao,22.0,179,Midfielder - Defensive Midfield,left,2018-09-03,-
11891,willian-maranhao,22.0,179,Midfielder - Defensive Midfield,left,2018-05-31,-
11892,yago-pikachu,24.0,168,Defender - Right-Back,right,2016-01-01,£810Th.
11893,yago-pikachu,20.0,168,Defender - Right-Back,right,2012-01-01,-
11894,agustin-nadruz,23.0,182,Midfielder - Central Midfield,right,2019-06-30,£135Th.
11895,agustin-nadruz,22.0,182,Midfielder - Central Midfield,right,2018-08-14,£113Th.
11896,agustin-nadruz,21.0,182,Midfielder - Central Midfield,right,2017-08-01,£68Th.
11897,agustin-nadruz,21.0,182,Midfielder - Central Midfield,right,2017-07-31,£68Th.
11898,agustin-nadruz,20.0,182,Midfielder - Central Midfield,right,2016-07-06,-
11899,alejandro-mitrano,23.0,181,Defender - Left-Back,left,2020-12-31,£68Th.
11900,alejandro-mitrano,22.0,181,Defender - Left-Back,left,2020-02-19,£68Th.
11901,alejandro-mitrano,22.0,181,Defender - Left-Back,left,2020-02-18,£68Th.
11902,alejandro-mitrano,21.0,181,Defender - Left-Back,left,2019-07-01,£68Th.
11903,alejandro-mitrano,21.0,181,Defender - Left-Back,left,2019-04-02,-
11904,alejandro-mitrano,19.0,181,Defender - Left-Back,left,2017-07-01,-
11905,alejandro-mitrano,18.0,181,Defender - Left-Back,left,2016-07-01,-
11906,alejandro-mitrano,17.0,181,Defender - Left-Back,left,2015-07-01,-
11907,carlos-valdez,34.0,183,Defender - Centre-Back,right,2017-01-30,£90Th.
11908,carlos-valdez,28.0,183,Defender - Centre-Back,right,2011-02-01,£630Th.
11909,carlos-valdez,28.0,183,Defender - Centre-Back,right,2010-12-31,£630Th.
11910,carlos-valdez,27.0,183,Defender - Centre-Back,right,2010-09-01,£630Th.
11911,carlos-valdez,24.0,183,Defender - Centre-Back,right,2007-08-06,£450Th.
11912,carlos-valdez,22.0,183,Defender - Centre-Back,right,2005-08-25,-
11913,carlos-valdez,18.0,183,Defender - Centre-Back,right,2001-07-01,-
11914,diego-gurri,26.0,178,Midfielder - Left Midfield,left,2018-12-31,£450Th.
11915,diego-gurri,25.0,178,Midfielder - Left Midfield,left,2018-01-06,£360Th.
11916,diego-gurri,24.0,178,Midfielder - Left Midfield,left,2017-06-30,£360Th.
11917,diego-gurri,24.0,178,Midfielder - Left Midfield,left,2017-02-21,£180Th.
11918,diego-gurri,17.0,178,Midfielder - Left Midfield,left,2010-08-01,-
11919,diego-romero,29.0,170,Forward - Centre-Forward,right,2017-03-01,£180Th.
11920,diego-romero,28.0,170,Forward - Centre-Forward,right,2016-07-26,£180Th.
11921,diego-romero,28.0,170,Forward - Centre-Forward,right,2016-04-29,£180Th.
11922,diego-romero,28.0,170,Forward - Centre-Forward,right,2016-03-01,£180Th.
11923,diego-romero,27.0,170,Forward - Centre-Forward,right,2015-01-24,£180Th.
11924,diego-romero,27.0,170,Forward - Centre-Forward,right,2014-12-31,£180Th.
11925,diego-romero,26.0,170,Forward - Centre-Forward,right,2014-08-28,£180Th.
11926,diego-romero,26.0,170,Forward - Centre-Forward,right,2014-06-30,£180Th.
11927,diego-romero,26.0,170,Forward - Centre-Forward,right,2014-01-02,£180Th.
11928,diego-romero,26.0,170,Forward - Centre-Forward,right,2013-12-31,£180Th.
11929,diego-romero,25.0,170,Forward - Centre-Forward,right,2013-08-01,£180Th.
11930,diego-romero,24.0,170,Forward - Centre-Forward,right,2012-07-15,£180Th.
11931,diego-romero,24.0,170,Forward - Centre-Forward,right,2012-06-30,£180Th.
11932,diego-romero,23.0,170,Forward - Centre-Forward,right,2011-07-01,£180Th.
11933,diego-romero,19.0,170,Forward - Centre-Forward,right,2007-01-01,-
11934,emiliano-alvarez,25.0,191,Defender - Centre-Back,right,2020-12-31,£180Th.
11935,emiliano-alvarez,23.0,191,Defender - Centre-Back,right,2019-01-09,£135Th.
11936,emiliano-alvarez,20.0,191,Defender - Centre-Back,right,2016-07-01,-
11937,gonzalo-falcon,21.0,190,Goalkeeper,right,2018-01-19,£135Th.
11938,gonzalo-falcon,18.0,190,Goalkeeper,right,2015-07-01,-
11939,guillermo-fratta,25.0,188,Defender - Centre-Back,right,2020-10-16,£270Th.
11940,guillermo-fratta,23.0,188,Defender - Centre-Back,right,2018-01-01,£450Th.
11941,guillermo-fratta,23.0,188,Defender - Centre-Back,right,2017-12-31,£450Th.
