,name,age,height,position,foot,date,mv
0,alfred-finnbogason,27.0,184,Forward - Centre-Forward,right,2016-07-01,£4.50m
1,alfred-finnbogason,27.0,184,Forward - Centre-Forward,right,2016-06-30,£4.50m
2,alfred-finnbogason,27.0,184,Forward - Centre-Forward,right,2016-02-01,£3.60m
3,alfred-finnbogason,27.0,184,Forward - Centre-Forward,right,2016-01-31,£3.60m
4,alfred-finnbogason,26.0,184,Forward - Centre-Forward,right,2015-07-24,£3.60m
5,alfred-finnbogason,25.0,184,Forward - Centre-Forward,right,2014-07-02,£8.10m
6,alfred-finnbogason,23.0,184,Forward - Centre-Forward,right,2012-08-16,£540Th.
7,alfred-finnbogason,23.0,184,Forward - Centre-Forward,right,2012-08-01,£540Th.
8,alfred-finnbogason,23.0,184,Forward - Centre-Forward,right,2012-03-06,£540Th.
9,alfred-finnbogason,22.0,184,Forward - Centre-Forward,right,2011-01-07,£270Th.
10,alfred-finnbogason,18.0,184,Forward - Centre-Forward,right,2007-10-16,-
11,alfred-finnbogason,18.0,184,Forward - Centre-Forward,right,2007-07-26,-
12,alfred-finnbogason,17.0,184,Forward - Centre-Forward,right,2006-03-15,-
13,alfred-finnbogason,16.0,184,Forward - Centre-Forward,right,2005-05-27,-
14,andre-hahn,28.0,185,Forward - Right Winger,right,2018-07-01,£1.35m
15,andre-hahn,27.0,185,Forward - Right Winger,right,2017-07-01,£4.05m
16,andre-hahn,24.0,185,Forward - Right Winger,right,2014-07-01,£4.50m
17,andre-hahn,23.0,185,Forward - Right Winger,right,2013-01-18,£270Th.
18,andre-hahn,21.0,185,Forward - Right Winger,right,2011-07-01,£180Th.
19,andre-hahn,21.0,185,Forward - Right Winger,right,2011-01-01,£135Th.
20,andre-hahn,20.0,185,Forward - Right Winger,right,2010-07-01,£68Th.
21,andre-hahn,19.0,185,Forward - Right Winger,right,2009-07-01,-
22,andre-hahn,18.0,185,Forward - Right Winger,right,2008-07-01,-
23,andre-hahn,18.0,185,Forward - Right Winger,right,2008-01-01,-
24,andreas-luthe,33.0,195,Goalkeeper,right,2020-08-03,£360Th.
25,andreas-luthe,29.0,195,Goalkeeper,right,2016-07-01,£450Th.
26,andreas-luthe,22.0,195,Goalkeeper,right,2009-07-01,£68Th.
27,andreas-luthe,19.0,195,Goalkeeper,right,2006-07-01,-
28,andreas-luthe,17.0,195,Goalkeeper,right,2004-07-01,-
29,andreas-luthe,15.0,195,Goalkeeper,right,2002-07-01,-
30,andreas-luthe,14.0,195,Goalkeeper,right,2001-07-01,-
31,andreas-luthe,10.0,195,Goalkeeper,right,1997-07-01,-
32,carlos-gruezo,24.0,171,Midfielder - Defensive Midfield,right,2019-07-02,£1.80m
33,carlos-gruezo,21.0,171,Midfielder - Defensive Midfield,right,2016-01-23,£1.80m
34,carlos-gruezo,19.0,171,Midfielder - Defensive Midfield,right,2014-01-30,£900Th.
35,carlos-gruezo,17.0,171,Midfielder - Defensive Midfield,right,2012-01-31,-
36,carlos-gruezo,16.0,171,Midfielder - Defensive Midfield,right,2011-07-01,-
37,carlos-gruezo,16.0,171,Midfielder - Defensive Midfield,right,2011-01-01,-
38,carlos-gruezo,15.0,171,Midfielder - Defensive Midfield,right,2010-03-09,-
39,daniel-baier,36.0,176,Midfielder - Defensive Midfield,right,2020-09-09,-
40,daniel-baier,26.0,176,Midfielder - Defensive Midfield,right,2010-01-31,£675Th.
41,daniel-baier,25.0,176,Midfielder - Defensive Midfield,right,2009-06-30,£900Th.
42,daniel-baier,24.0,176,Midfielder - Defensive Midfield,right,2008-09-01,£1.17m
43,daniel-baier,23.0,176,Midfielder - Defensive Midfield,right,2007-07-19,£675Th.
44,daniel-baier,19.0,176,Midfielder - Defensive Midfield,right,2003-07-01,-
45,daniel-baier,17.0,176,Midfielder - Defensive Midfield,right,2001-07-01,-
46,daniel-baier,16.0,176,Midfielder - Defensive Midfield,right,2000-07-01,-
47,daniel-baier,14.0,176,Midfielder - Defensive Midfield,right,1998-07-01,-
48,daniel-baier,8.0,176,Midfielder - Defensive Midfield,right,1992-07-01,-
49,eduard-lowen,23.0,188,Midfielder - Central Midfield,right,2020-10-05,£4.95m
50,eduard-lowen,23.0,188,Midfielder - Central Midfield,right,2020-01-05,£6.30m
51,eduard-lowen,22.0,188,Midfielder - Central Midfield,right,2019-07-01,£6.30m
52,eduard-lowen,20.0,188,Midfielder - Central Midfield,right,2017-07-01,£315Th.
53,eduard-lowen,19.0,188,Midfielder - Central Midfield,right,2016-07-01,-
54,eduard-lowen,18.0,188,Midfielder - Central Midfield,right,2015-07-01,-
55,eduard-lowen,17.0,188,Midfielder - Central Midfield,right,2014-07-01,-
56,eduard-lowen,15.0,188,Midfielder - Central Midfield,right,2012-07-01,-
57,eduard-lowen,11.0,188,Midfielder - Central Midfield,right,2008-07-01,-
58,fabian-giefer,30.0,196,Goalkeeper,right,2020-08-03,£270Th.
59,fabian-giefer,27.0,196,Goalkeeper,right,2017-07-01,£450Th.
60,fabian-giefer,27.0,196,Goalkeeper,right,2017-06-30,£450Th.
61,fabian-giefer,27.0,196,Goalkeeper,right,2017-01-19,£450Th.
62,fabian-giefer,24.0,196,Goalkeeper,right,2014-07-01,£2.25m
63,fabian-giefer,22.0,196,Goalkeeper,right,2012-07-01,£450Th.
64,fabian-giefer,19.0,196,Goalkeeper,right,2009-07-01,-
65,fabian-giefer,18.0,196,Goalkeeper,right,2008-07-01,-
66,fabian-giefer,17.0,196,Goalkeeper,right,2007-07-01,-
67,fabian-giefer,15.0,196,Goalkeeper,right,2005-07-01,-
68,fabian-giefer,13.0,196,Goalkeeper,right,2003-07-01,-
69,fabian-giefer,9.0,196,Goalkeeper,right,1999-07-01,-
70,felix-gotze,20.0,185,Midfielder - Defensive Midfield,right,2018-07-01,£180Th.
71,felix-gotze,19.0,185,Midfielder - Defensive Midfield,right,2017-07-01,£180Th.
72,felix-gotze,17.0,185,Midfielder - Defensive Midfield,right,2015-07-01,-
73,felix-gotze,16.0,185,Midfielder - Defensive Midfield,right,2014-07-16,-
74,felix-gotze,15.0,185,Midfielder - Defensive Midfield,right,2013-07-01,-
75,felix-uduokhai,23.0,192,Defender - Centre-Back,left,2020-07-01,£6.12m
76,felix-uduokhai,23.0,192,Defender - Centre-Back,left,2020-06-30,£6.12m
77,felix-uduokhai,22.0,192,Defender - Centre-Back,left,2019-08-28,£3.15m
78,felix-uduokhai,20.0,192,Defender - Centre-Back,left,2017-07-01,£720Th.
79,felix-uduokhai,19.0,192,Defender - Centre-Back,left,2016-01-13,-
80,felix-uduokhai,17.0,192,Defender - Centre-Back,left,2014-07-01,-
81,felix-uduokhai,16.0,192,Defender - Centre-Back,left,2013-07-01,-
82,felix-uduokhai,11.0,192,Defender - Centre-Back,left,2008-07-01,-
83,florian-niederlechner,29.0,187,Forward - Centre-Forward,left,2019-07-01,£3.15m
84,florian-niederlechner,27.0,187,Forward - Centre-Forward,left,2017-07-01,£4.95m
85,florian-niederlechner,27.0,187,Forward - Centre-Forward,left,2017-06-30,£4.95m
86,florian-niederlechner,26.0,187,Forward - Centre-Forward,left,2016-01-31,£1.80m
87,florian-niederlechner,25.0,187,Forward - Centre-Forward,left,2015-07-01,£1.80m
88,florian-niederlechner,23.0,187,Forward - Centre-Forward,left,2013-01-03,£360Th.
89,florian-niederlechner,21.0,187,Forward - Centre-Forward,left,2011-07-05,£45Th.
90,florian-niederlechner,20.0,187,Forward - Centre-Forward,left,2010-07-01,-
91,florian-niederlechner,18.0,187,Forward - Centre-Forward,left,2008-07-01,-
92,florian-niederlechner,17.0,187,Forward - Centre-Forward,left,2007-07-01,-
93,florian-niederlechner,16.0,187,Forward - Centre-Forward,left,2006-07-01,-
94,florian-niederlechner,15.0,187,Forward - Centre-Forward,left,2005-07-01,-
95,florian-niederlechner,12.0,187,Forward - Centre-Forward,left,2002-07-01,-
96,fredrik-jensen,21.0,183,Midfielder - Attacking Midfield,right,2018-07-01,£1.80m
97,fredrik-jensen,19.0,183,Midfielder - Attacking Midfield,right,2016-07-01,£90Th.
98,fredrik-jensen,17.0,183,Midfielder - Attacking Midfield,right,2014-01-01,-
99,georg-teigl,29.0,183,Midfielder - Right Midfield,right,2020-09-07,£495Th.
100,georg-teigl,27.0,183,Midfielder - Right Midfield,right,2018-06-30,£540Th.
101,georg-teigl,27.0,183,Midfielder - Right Midfield,right,2018-01-03,£540Th.
102,georg-teigl,25.0,183,Midfielder - Right Midfield,right,2016-07-01,£675Th.
103,georg-teigl,23.0,183,Midfielder - Right Midfield,right,2014-01-14,£720Th.
104,georg-teigl,20.0,183,Midfielder - Right Midfield,right,2011-07-01,£270Th.
105,georg-teigl,18.0,183,Midfielder - Right Midfield,right,2009-07-10,£68Th.
106,georg-teigl,17.0,183,Midfielder - Right Midfield,right,2008-07-01,-
107,georg-teigl,15.0,183,Midfielder - Right Midfield,right,2006-07-01,-
108,georg-teigl,14.0,183,Midfielder - Right Midfield,right,2005-07-01,-
109,georg-teigl,10.0,183,Midfielder - Right Midfield,right,2001-03-19,-
110,federico-valverde,20.0,182,Midfielder - Central Midfield,right,2018-07-01,£5.40m
111,federico-valverde,20.0,182,Midfielder - Central Midfield,right,2018-06-30,£5.40m
112,federico-valverde,19.0,182,Midfielder - Central Midfield,right,2017-07-01,£2.70m
113,federico-valverde,18.0,182,Midfielder - Central Midfield,right,2016-07-22,£405Th.
114,federico-valverde,17.0,182,Midfielder - Central Midfield,right,2015-05-19,-
115,jan-moravek,23.0,180,Midfielder - Central Midfield,right,2012-07-01,£1.58m
116,jan-moravek,23.0,180,Midfielder - Central Midfield,right,2012-06-30,£1.58m
117,jan-moravek,23.0,180,Midfielder - Central Midfield,right,2012-01-01,£3.15m
118,jan-moravek,22.0,180,Midfielder - Central Midfield,right,2011-06-30,£3.15m
119,jan-moravek,21.0,180,Midfielder - Central Midfield,right,2010-07-01,£1.80m
120,jan-moravek,20.0,180,Midfielder - Central Midfield,right,2009-07-01,£450Th.
121,jan-moravek,17.0,180,Midfielder - Central Midfield,right,2006-07-01,-
122,jan-moravek,15.0,180,Midfielder - Central Midfield,right,2004-07-01,-
123,jeffrey-gouweleeuw,25.0,187,Defender - Centre-Back,right,2016-01-09,£2.70m
124,jeffrey-gouweleeuw,22.0,187,Defender - Centre-Back,right,2013-07-01,£2.25m
125,jeffrey-gouweleeuw,20.0,187,Defender - Centre-Back,right,2011-07-01,£270Th.
126,jeffrey-gouweleeuw,19.0,187,Defender - Centre-Back,right,2010-07-01,-
127,jeffrey-gouweleeuw,17.0,187,Defender - Centre-Back,right,2008-07-01,-
128,jeffrey-gouweleeuw,15.0,187,Defender - Centre-Back,right,2006-07-01,-
129,julian-schieber,29.0,186,Forward - Centre-Forward,left,2018-07-01,£900Th.
130,julian-schieber,25.0,186,Forward - Centre-Forward,left,2014-07-03,£2.25m
131,julian-schieber,23.0,186,Forward - Centre-Forward,left,2012-07-01,£7.20m
132,julian-schieber,22.0,186,Forward - Centre-Forward,left,2011-06-30,£5.85m
133,julian-schieber,21.0,186,Forward - Centre-Forward,left,2010-07-01,£1.80m
134,julian-schieber,20.0,186,Forward - Centre-Forward,left,2009-01-01,£90Th.
135,julian-schieber,19.0,186,Forward - Centre-Forward,left,2008-07-01,£45Th.
136,julian-schieber,17.0,186,Forward - Centre-Forward,left,2006-07-01,-
137,julian-schieber,16.0,186,Forward - Centre-Forward,left,2005-07-01,-
138,julian-schieber,15.0,186,Forward - Centre-Forward,left,2004-07-01,-
139,kilian-jakob,21.0,183,Defender - Left-Back,left,2019-07-01,£180Th.
140,kilian-jakob,19.0,183,Defender - Left-Back,left,2017-08-30,£113Th.
141,kilian-jakob,19.0,183,Defender - Left-Back,left,2017-07-01,£113Th.
142,kilian-jakob,18.0,183,Defender - Left-Back,left,2016-07-01,-
143,kilian-jakob,17.0,183,Defender - Left-Back,left,2015-07-01,-
144,kilian-jakob,16.0,183,Defender - Left-Back,left,2014-07-01,-
145,kilian-jakob,12.0,183,Defender - Left-Back,left,2010-07-01,-
146,marco-richter,19.0,176,Forward - Right Winger,right,2017-07-01,£68Th.
147,marco-richter,18.0,176,Forward - Right Winger,right,2016-07-01,-
148,marco-richter,16.0,176,Forward - Right Winger,right,2014-07-01,-
149,marco-richter,15.0,176,Forward - Right Winger,right,2013-07-01,-
150,marco-richter,14.0,176,Forward - Right Winger,right,2012-07-01,-
151,marco-richter,6.0,176,Forward - Right Winger,right,2004-07-01,-
152,marek-suchy,31.0,183,Defender - Centre-Back,right,2019-07-08,£2.03m
153,marek-suchy,26.0,183,Defender - Centre-Back,right,2014-07-01,£2.88m
154,marek-suchy,26.0,183,Defender - Centre-Back,right,2014-06-30,£2.88m
155,marek-suchy,26.0,183,Defender - Centre-Back,right,2014-01-28,£4.05m
156,marek-suchy,22.0,183,Defender - Centre-Back,right,2010-07-01,£2.25m
157,marek-suchy,22.0,183,Defender - Centre-Back,right,2010-06-30,£2.25m
158,marek-suchy,22.0,183,Defender - Centre-Back,right,2010-01-01,£2.25m
159,marek-suchy,17.0,183,Defender - Centre-Back,right,2005-07-01,-
160,marek-suchy,16.0,183,Defender - Centre-Back,right,2004-07-01,-
161,noah-sarenren-bazee,23.0,183,Forward - Right Winger,right,2019-07-01,£1.13m
162,noah-sarenren-bazee,20.0,183,Forward - Right Winger,right,2016-04-07,£68Th.
163,noah-sarenren-bazee,19.0,183,Forward - Right Winger,right,2015-07-01,-
164,noah-sarenren-bazee,17.0,183,Forward - Right Winger,right,2013-07-01,-
165,noah-sarenren-bazee,15.0,183,Forward - Right Winger,right,2011-07-01,-
166,philipp-max,27.0,177,Defender - Left-Back,left,2020-09-02,£13.50m
167,philipp-max,22.0,177,Defender - Left-Back,left,2015-08-04,£810Th.
168,philipp-max,21.0,177,Defender - Left-Back,left,2014-07-01,£135Th.
169,philipp-max,19.0,177,Defender - Left-Back,left,2012-07-01,-
170,philipp-max,17.0,177,Defender - Left-Back,left,2010-07-01,-
171,philipp-max,15.0,177,Defender - Left-Back,left,2008-07-01,-
172,philipp-max,14.0,177,Defender - Left-Back,left,2007-07-01,-
173,philipp-max,10.0,177,Defender - Left-Back,left,2003-07-01,-
174,rani-khedira,23.0,188,Midfielder - Defensive Midfield,right,2017-07-01,£675Th.
175,rani-khedira,20.0,188,Midfielder - Defensive Midfield,right,2014-07-01,£675Th.
176,rani-khedira,18.0,188,Midfielder - Defensive Midfield,right,2012-10-23,£270Th.
177,rani-khedira,18.0,188,Midfielder - Defensive Midfield,right,2012-07-01,£270Th.
178,rani-khedira,17.0,188,Midfielder - Defensive Midfield,right,2011-07-01,-
179,rani-khedira,15.0,188,Midfielder - Defensive Midfield,right,2009-07-01,-
180,rani-khedira,11.0,188,Midfielder - Defensive Midfield,right,2005-07-01,-
181,raphael-framberger,20.0,179,Defender - Right-Back,right,2015-01-01,£90Th.
182,raphael-framberger,17.0,179,Defender - Right-Back,right,2012-07-01,-
183,raphael-framberger,15.0,179,Defender - Right-Back,right,2010-07-01,-
184,raphael-framberger,9.0,179,Defender - Right-Back,right,2004-07-01,-
185,reece-oxford,20.0,190,Midfielder - Defensive Midfield,right,2019-08-02,£3.60m
186,reece-oxford,20.0,190,Midfielder - Defensive Midfield,right,2019-06-30,£3.60m
187,reece-oxford,20.0,190,Midfielder - Defensive Midfield,right,2019-01-31,£6.30m
188,reece-oxford,19.0,190,Midfielder - Defensive Midfield,right,2018-06-30,£4.50m
189,reece-oxford,19.0,190,Midfielder - Defensive Midfield,right,2018-01-31,£4.50m
190,reece-oxford,19.0,190,Midfielder - Defensive Midfield,right,2017-12-31,£4.50m
191,reece-oxford,18.0,190,Midfielder - Defensive Midfield,right,2017-07-01,£4.50m
192,reece-oxford,18.0,190,Midfielder - Defensive Midfield,right,2017-05-31,£3.60m
193,reece-oxford,18.0,190,Midfielder - Defensive Midfield,right,2017-01-31,£3.60m
194,reece-oxford,16.0,190,Midfielder - Defensive Midfield,right,2015-07-01,-
195,reece-oxford,15.0,190,Midfielder - Defensive Midfield,right,2014-07-01,-
196,reece-oxford,12.0,190,Midfielder - Defensive Midfield,right,2011-07-01,-
197,ruben-vargas,21.0,174,Forward - Left Winger,right,2019-07-01,£3.60m
198,ruben-vargas,19.0,174,Forward - Left Winger,right,2017-07-01,-
199,ruben-vargas,18.0,174,Forward - Left Winger,right,2016-07-01,-
200,ruben-vargas,17.0,174,Forward - Left Winger,right,2015-07-01,-
201,sergio-cordova,24.0,188,Forward - Centre-Forward,right,2021-06-30,£1.44m
202,sergio-cordova,23.0,188,Forward - Centre-Forward,right,2020-08-17,£1.44m
203,sergio-cordova,20.0,188,Forward - Centre-Forward,right,2017-07-04,£450Th.
204,sergio-cordova,20.0,188,Forward - Centre-Forward,right,2017-01-01,£113Th.
205,sergio-cordova,18.0,188,Forward - Centre-Forward,right,2015-07-01,-
206,sergio-cordova,17.0,188,Forward - Centre-Forward,right,2014-07-01,-
207,simon-asta,19.0,178,Defender - Right-Back,right,2020-10-05,£225Th.
208,simon-asta,17.0,178,Defender - Right-Back,right,2018-07-01,-
209,simon-asta,15.0,178,Defender - Right-Back,right,2016-07-01,-
210,stephan-lichtsteiner,36.0,182,Defender - Right-Back,right,2020-08-12,-
211,stephan-lichtsteiner,35.0,182,Defender - Right-Back,right,2019-08-19,£1.35m
212,stephan-lichtsteiner,34.0,182,Defender - Right-Back,right,2018-07-01,£1.35m
213,stephan-lichtsteiner,27.0,182,Defender - Right-Back,right,2011-07-01,£8.10m
214,stephan-lichtsteiner,24.0,182,Defender - Right-Back,right,2008-07-28,£4.50m
215,stephan-lichtsteiner,21.0,182,Defender - Right-Back,right,2005-07-01,£1.26m
216,stephan-lichtsteiner,17.0,182,Defender - Right-Back,right,2001-07-01,-
217,stephan-lichtsteiner,16.0,182,Defender - Right-Back,right,2000-07-01,-
218,tin-jedvaj,24.0,188,Defender - Centre-Back,right,2020-06-30,£6.30m
219,tin-jedvaj,23.0,188,Defender - Centre-Back,right,2019-08-20,£6.75m
220,tin-jedvaj,19.0,188,Defender - Centre-Back,right,2015-01-20,£5.85m
221,tin-jedvaj,19.0,188,Defender - Centre-Back,right,2015-01-19,£5.85m
222,tin-jedvaj,18.0,188,Defender - Centre-Back,right,2014-07-01,£3.60m
223,tin-jedvaj,17.0,188,Defender - Centre-Back,right,2013-07-12,£675Th.
224,tin-jedvaj,17.0,188,Defender - Centre-Back,right,2013-01-08,-
225,tin-jedvaj,16.0,188,Defender - Centre-Back,right,2012-07-01,-
226,tin-jedvaj,14.0,188,Defender - Centre-Back,right,2010-07-01,-
227,tomas-koubek,27.0,197,Goalkeeper,right,2019-08-06,£5.40m
228,tomas-koubek,25.0,197,Goalkeeper,right,2017-08-28,£1.35m
229,tomas-koubek,24.0,197,Goalkeeper,right,2016-06-30,£900Th.
230,tomas-koubek,23.0,197,Goalkeeper,right,2015-07-10,£360Th.
231,tomas-koubek,23.0,197,Goalkeeper,right,2015-07-09,£360Th.
232,tomas-koubek,18.0,197,Goalkeeper,right,2010-07-01,-
233,abdul-fesenmeyer,18.0,187,Forward - Centre-Forward,both,2020-07-15,-
234,abdul-fesenmeyer,16.0,187,Forward - Centre-Forward,both,2018-07-01,-
235,abdul-fesenmeyer,14.0,187,Forward - Centre-Forward,both,2016-07-01,-
236,abdul-fesenmeyer,14.0,187,Forward - Centre-Forward,both,2016-01-01,-
237,achunike-ekene,17.0,187,Defender - Right-Back,right,2019-07-01,-
238,achunike-ekene,15.0,187,Defender - Right-Back,right,2017-07-01,-
239,adrian-stanilewicz,20.0,181,Midfielder - Defensive Midfield,left,2020-08-22,£180Th.
240,adrian-stanilewicz,19.0,181,Midfielder - Defensive Midfield,left,2019-07-01,£45Th.
241,adrian-stanilewicz,17.0,181,Midfielder - Defensive Midfield,left,2017-07-01,-
242,adrian-stanilewicz,15.0,181,Midfielder - Defensive Midfield,left,2015-07-01,-
243,aleksandar-dragovic,27.0,186,Defender - Centre-Back,right,2018-06-30,£9.00m
244,aleksandar-dragovic,26.0,186,Defender - Centre-Back,right,2017-08-31,£10.80m
245,aleksandar-dragovic,25.0,186,Defender - Centre-Back,right,2016-08-23,£13.50m
246,aleksandar-dragovic,22.0,186,Defender - Centre-Back,right,2013-07-26,£6.30m
247,aleksandar-dragovic,20.0,186,Defender - Centre-Back,right,2011-01-31,£2.70m
248,aleksandar-dragovic,17.0,186,Defender - Centre-Back,right,2008-07-01,£45Th.
249,aleksandar-dragovic,17.0,186,Defender - Centre-Back,right,2008-01-01,-
250,aleksandar-dragovic,15.0,186,Defender - Centre-Back,right,2006-07-01,-
251,aleksandar-dragovic,14.0,186,Defender - Centre-Back,right,2005-07-01,-
252,ayman-azhil,20.0,170,Midfielder - Defensive Midfield,right,2021-06-30,£45Th.
253,ayman-azhil,19.0,170,Midfielder - Defensive Midfield,right,2020-08-31,-
254,ayman-azhil,19.0,170,Midfielder - Defensive Midfield,right,2020-07-01,-
255,ayman-azhil,17.0,170,Midfielder - Defensive Midfield,right,2018-07-01,-
256,ayman-azhil,15.0,170,Midfielder - Defensive Midfield,right,2016-07-01,-
257,ayoub-asrihi,19.0,176,Forward - Left Winger,left,2020-07-01,-
258,ayoub-asrihi,18.0,176,Forward - Left Winger,left,2019-07-01,-
259,ayoub-asrihi,17.0,176,Forward - Left Winger,left,2018-07-01,-
260,ayoub-asrihi,16.0,176,Forward - Left Winger,left,2017-07-01,-
261,ayoub-asrihi,15.0,176,Forward - Left Winger,left,2016-07-01,-
262,ayoub-asrihi,8.0,176,Forward - Left Winger,left,2009-07-01,-
263,cem-turkmen,26.0,176,Midfielder,both,2002-07-01,-
264,charles-aranguiz,26.0,171,Midfielder - Central Midfield,right,2015-08-13,£8.55m
265,charles-aranguiz,25.0,171,Midfielder - Central Midfield,right,2014-08-16,£2.70m
266,charles-aranguiz,25.0,171,Midfielder - Central Midfield,right,2014-08-15,£2.70m
267,charles-aranguiz,25.0,171,Midfielder - Central Midfield,right,2014-01-11,£1.98m
268,charles-aranguiz,25.0,171,Midfielder - Central Midfield,right,2014-01-01,£1.98m
269,charles-aranguiz,22.0,171,Midfielder - Central Midfield,right,2011-01-20,£630Th.
270,charles-aranguiz,21.0,171,Midfielder - Central Midfield,right,2010-07-04,£810Th.
271,charles-aranguiz,20.0,171,Midfielder - Central Midfield,right,2009-07-01,-
272,charles-aranguiz,19.0,171,Midfielder - Central Midfield,right,2007-12-31,-
273,charles-aranguiz,18.0,171,Midfielder - Central Midfield,right,2007-07-01,-
274,charles-aranguiz,17.0,171,Midfielder - Central Midfield,right,2006-01-01,-
275,christopher-scott,22.0,185,Defender - Centre-Back,right,2016-01-17,-
276,christopher-scott,19.0,185,Defender - Centre-Back,right,2013-08-28,-
277,christopher-scott,18.0,185,Defender - Centre-Back,right,2012-07-01,-
278,christopher-scott,17.0,185,Defender - Centre-Back,right,2011-07-01,-
279,daley-sinkgraven,24.0,179,Defender - Left-Back,left,2019-07-01,£2.70m
280,daley-sinkgraven,20.0,179,Defender - Left-Back,left,2015-01-31,£1.35m
281,daley-sinkgraven,18.0,179,Defender - Left-Back,left,2013-07-01,-
282,daley-sinkgraven,17.0,179,Defender - Left-Back,left,2012-07-01,-
283,daley-sinkgraven,15.0,179,Defender - Left-Back,left,2010-07-01,-
284,daley-sinkgraven,11.0,179,Defender - Left-Back,left,2006-07-01,-
285,edmond-tapsoba,21.0,192,Defender - Centre-Back,right,2020-01-31,£4.05m
286,edmond-tapsoba,20.0,192,Defender - Centre-Back,right,2019-07-01,£315Th.
287,edmond-tapsoba,19.0,192,Defender - Centre-Back,right,2018-01-31,-
288,edmond-tapsoba,18.0,192,Defender - Centre-Back,right,2017-07-01,-
289,exequiel-palacios,22.0,177,Midfielder - Central Midfield,right,2020-01-01,£22.50m
290,exequiel-palacios,19.0,177,Midfielder - Central Midfield,right,2017-01-01,£270Th.
291,exequiel-palacios,17.0,177,Midfielder - Central Midfield,right,2015-07-01,-
292,fabian-ruth,19.0,187,Defender - Centre-Back,left,2020-07-01,-
293,fabian-ruth,17.0,187,Defender - Centre-Back,left,2018-07-01,-
294,fabian-ruth,16.0,187,Defender - Centre-Back,left,2017-07-01,-
295,fabian-ruth,14.0,187,Defender - Centre-Back,left,2015-07-01,-
296,florian-wirtz,17.0,175,Midfielder - Attacking Midfield,right,2020-07-01,-
297,florian-wirtz,17.0,175,Midfielder - Attacking Midfield,right,2020-01-31,-
298,florian-wirtz,15.0,175,Midfielder - Attacking Midfield,right,2018-07-01,-
299,florian-wirtz,7.0,175,Midfielder - Attacking Midfield,right,2010-07-01,-
300,jonathan-tah,19.0,195,Defender - Centre-Back,right,2015-07-16,£5.40m
301,jonathan-tah,19.0,195,Defender - Centre-Back,right,2015-06-30,£3.60m
302,jonathan-tah,18.0,195,Defender - Centre-Back,right,2014-09-01,£5.85m
303,jonathan-tah,17.0,195,Defender - Centre-Back,right,2013-07-01,-
304,jonathan-tah,16.0,195,Defender - Centre-Back,right,2012-07-01,-
305,jonathan-tah,15.0,195,Defender - Centre-Back,right,2011-07-01,-
306,jonathan-tah,13.0,195,Defender - Centre-Back,right,2009-08-04,-
307,jonathan-tah,13.0,195,Defender - Centre-Back,right,2009-07-01,-
308,julian-baumgartlinger,28.0,184,Midfielder - Defensive Midfield,right,2016-07-01,£5.40m
309,julian-baumgartlinger,23.0,184,Midfielder - Defensive Midfield,right,2011-07-01,£2.03m
310,julian-baumgartlinger,21.0,184,Midfielder - Defensive Midfield,right,2009-07-01,£315Th.
311,julian-baumgartlinger,19.0,184,Midfielder - Defensive Midfield,right,2007-07-01,-
312,julian-baumgartlinger,17.0,184,Midfielder - Defensive Midfield,right,2005-07-01,-
313,julian-baumgartlinger,15.0,184,Midfielder - Defensive Midfield,right,2003-07-01,-
314,julian-baumgartlinger,13.0,184,Midfielder - Defensive Midfield,right,2001-07-01,-
315,kai-havertz,21.0,189,Midfielder - Attacking Midfield,left,2020-09-04,£72.90m
316,kai-havertz,17.0,189,Midfielder - Attacking Midfield,left,2016-07-01,£90Th.
317,kai-havertz,15.0,189,Midfielder - Attacking Midfield,left,2014-07-01,-
318,kai-havertz,11.0,189,Midfielder - Attacking Midfield,left,2010-07-01,-
319,kai-havertz,10.0,189,Midfielder - Attacking Midfield,left,2009-07-01,-
320,karim-bellarabi,24.0,184,Forward - Right Winger,right,2014-06-30,£2.25m
321,karim-bellarabi,23.0,184,Forward - Right Winger,right,2013-08-21,£2.25m
322,karim-bellarabi,21.0,184,Forward - Right Winger,right,2011-07-01,£900Th.
323,karim-bellarabi,20.0,184,Forward - Right Winger,right,2010-07-01,£45Th.
324,karim-bellarabi,19.0,184,Forward - Right Winger,right,2009-07-01,-
325,karim-bellarabi,18.0,184,Forward - Right Winger,right,2008-07-01,-
326,karim-bellarabi,17.0,184,Forward - Right Winger,right,2007-07-01,-
327,karim-bellarabi,15.0,184,Forward - Right Winger,right,2005-07-01,-
328,karim-bellarabi,14.0,184,Forward - Right Winger,right,2004-07-01,-
329,karim-bellarabi,8.0,184,Forward - Right Winger,right,1998-07-01,-
330,kerem-demirbay,26.0,183,Midfielder - Central Midfield,left,2019-07-01,£28.80m
331,kerem-demirbay,23.0,183,Midfielder - Central Midfield,left,2016-07-13,£1.17m
332,kerem-demirbay,23.0,183,Midfielder - Central Midfield,left,2016-06-30,£1.17m
333,kerem-demirbay,22.0,183,Midfielder - Central Midfield,left,2015-08-25,£1.17m
334,kerem-demirbay,22.0,183,Midfielder - Central Midfield,left,2015-06-30,£900Th.
335,kerem-demirbay,21.0,183,Midfielder - Central Midfield,left,2014-09-01,£315Th.
336,kerem-demirbay,20.0,183,Midfielder - Central Midfield,left,2013-07-01,£315Th.
337,kerem-demirbay,19.0,183,Midfielder - Central Midfield,left,2012-07-01,-
