Albi Hanxhari,DM,15
Alessio Erroi,M C,16
Alessio Izzo,D L,17
Andrea Cambiaso,WB R* M RC,19
Andrea Favilli,ST,22
Andrea Masiello,D C,33
Andrea Nesci,D C,16
Andrea Pinamonti,ST,20
Antonio Barreca,D/WB/M L,24
Antonio Sanabria,ST,23
Bilel Sahli,M C,16
Bryan Boci,D C,15
Cristian Romero,D C,21
Cristián Zapata,D C,32
Daniel Fossati,ST,15
Daniele Bolcano,D C,16
Davide Biraschi,D RC,24
Davide Fabrizio Incerti,DM,17
Davide Fanchini,D RC,16
Davide Ghigliotti,D L,16
Denilho Cleonise,AM RLC,17
Dimitrije Antic,ST,16
Domenico Criscito,D LC,32
Edoardo Cesare Cristiani,D C,16
Edoardo Goldaniga,D C,25
Fabiano Ascioti,M L,17
Federico Marchetti,GK,36
Federico Paoloni,D C,16
Filip Jagiello,DM* AM C,21
Flavio Junior Bianchi,ST,19
Francesco Broso,M C,16
Francesco Cassata,DM* M LC,21
Francesco Davide Rancati,ST,17
Giacomo Cavalli,D/M R,16
Giacomo Drago,GK,18
Giacomo Gasco,D/WB R,18
Giacomo Piu,ST,16
Gianuca Parodi,D C,15
Giordano Conti,ST,16
Giuseppe Agostino,GK,17
Goran Pandev,AM RC* F C,35
Hossein Zamani,AM RLC,16
Iago Falqué,AM RLC* F C,29
Ivan Radovanovic,DM,30
Jacopo Colombo,ST,17
Jacopo Corci,GK,16
Jacopo Turchet,M C,16
Kacper Zielski,M C,16
Krisildi Mata,M C,15
Lasse Schöne,DM* AM RC,33
Laurens Serpe,D LC,18
Leonardo Raggio,D C,17
Leonardo Zanetti,D C,16
Lorenzo Gandolfo,D C,16
Lorenzo Rittore,D C,18
Luca Dellepiane,D R,16
Luca Moro,ST,18
Luis Mukaj,D C,16
Lukas König,AM RL,16
Lukas Lerager,DM* AM C,25
Marco Chiricallo,D C,17
Marko Pajac,D/WB/AM L,26
Martino Traverso,D L,15
Matteo Piccardo,D C,19
Matteo Piccardo,D C* DM,18
Mattia Destro,ST,28
Mattia Mora,M C,17
Mattia Perin,GK,26
Mattia Zennaro,M RLC,18
