Facundo Fernández,AM RLC,19
Federico Abadía,GK,21
Franco Soldano,ST,24
Frank Fabra,D/WB L,28
Gabriel Aranda,D C,17
Gastón Ávila,D C,17
Gastón Gerzel,AM L,19
Guido Vadalá,AM RLC* F C,22
Guillermo Fernández,DM* AM RLC,27
Israel Escalante,AM L* ST,20
Iván Alvariño,DM,18
Iván Baumwollspinner,DM,17
Iván Marcone,DM,29
Iván More,AM RLC,19
Jan Hurtado,ST,19
Javier Bustillos,GK,22
Jorman Campuzano,DM,23
Juan Baiardino,ST,19
Juan Pablo Cabaña,ST,17
Julián Carrasco,AM C,17
Julio Buffarini,D/WB/M R,30
Junior Alonso,D LC,26
Kevin Duarte,M C,17
Leonardo Jara,D/WB R* DM* M RC,28
Lionel Laborda,AM RC,20
Lisandro López,D C,29
Lisandro Mércuri,D R,17
Luca Langoni,AM RL,17
Lucas Arzamendia,D R,20
Lucas Brochero,AM RL,20
Lucas Serna Marín,DM,19
Luciano Giménez,ST,19
Luis Vázquez,ST,18
Manuel Roffo,GK,19
Marcelo Weigandt,D/WB R,19
Marco Cenci,D L,18
Marcos Díaz,GK,33
Mateo Gutiérrez,ST,18
Matías Olguín,D R,18
Matías Ramos Mingo,GK,18
Mauro Zárate,AM RLC* F C,32
Maximiliano Zalazar,AM R,17
Nahuel Esquivel,D L,17
Nahuel Molina Lucero,D/WB/M R,21
Nicolás Capaldo,DM* M RC,20
Nicolás Valentini,D LC,18
Noah Toribio,D L,20
Owen Blanco,AM L,16
Patricio Rigoni,GK,17
Pedro Velurtas,M C,17
Peter Grance,D/WB/M L,19
Ramiro García,GK,17
Ramón Ábila,ST,29
Renzo Giampaoli,D C,19
Ricardo Grance,D R,16
Rodrigo Sequeira,D C* DM,19
Santiago Monzón,D C,16
Santiago Núñez,DM* M RC,19
Sebastián Melgar,ST,17
Sebastián Pérez,DM,26
Sebastián Villa,AM RL,23
Thiago Toloza,D R,17
Tomás Díaz,AM LC,16
Tomás Lingua,GK,19
Vicente Taborda,AM RC* F C,17
Aaron Martínez,DM,17
Agustín Arcando,D C,17
Agustín Doffo,AM RLC,24
Agustín Ojeda,D/WB/M L,17
Alex Aranda,AM/F C,18
Alex Vigo,D/WB R,20
Andrés López Román,DM,20
Braian Galván,AM C,18
Brian Farioli,AM RC,21
Brian Fernández,ST,24
Bruno Bianchi,D C,30
Bruno Espíndola,D C,20
Christian Bernardi,AM RL,29
Conrado Buzzi,AM RL,19
Damián Schmidt,D C,26
Danilo Gómez,M C,17
Elías Fugas,D C,18
Eliseo Vázquez,AM/F C,17
Emanuel Olivera,D C,29
Eric Meza,D/WB L,20
Facundo Centurión,D C,19
Facundo Cima,DM,17
Facundo Farías,AM C,16
Facundo Garcés,D C,19
Facundo Masuero,GK,19
Facundo Taborda,AM C,19
Federico Lértora,DM,29
Fernando Zuqui,DM* M RC,27
Franco Flores,D C,17
Gabriel Esparza,AM RL,26
Gastón Díaz,D/WB/M R,31
Gonzalo Escobar,D/WB L,22
Guillermo Celis,DM,26
Guillermo Gonzálvez,ST,16
Ignacio Chicco,GK,23
Ignacio Rurak,AM C,20
Joaquín Aylagas,GK,23
Joaquín Enrico,GK,17
Joaquin Hass,GK,21
Juan Cruz Zurbriggen,ST,19
Juan Pablo Fleitas,M R,20
Lautaro Bolgiani,D C,15
Lautaro Laborie,AM RC,18
Lautaro Saravia,AM C,21
Lautaro Schischman,AM C,16
Leonardo Burián,GK,35
Leonel Cussit,AM RL,18
Lucas Ruffino,AM C,20
Lucas Viatri,ST,32
Luciano Cura,D/WB R,17
Luciano Pereyra,ST,16
Lucio Albetti,ST,20
Luis Antivero,D C,17
Luis Miguel Rodríguez,AM/F C,34
Marcelo Estigarribia,AM L,31
Marcelo Rosatti,AM R,16
Mateo Hernández,M RC,20
Matías Fritzler,DM,32
Matías Miguel,D C,21
Matías Moyano,ST,20
Mauro Da Luz,AM R* ST,24
Maximiliano Bruno,GK,16
Máximo Cook,GK,16
Natanael Troncoso,ST,18
Nicolás Johansen,ST,20
Pablo Fernández,GK,20
Rafael Delgado,D/WB L,29
Rafael García,D C* DM,30
Rodrigo Aliendro,M C,28
Román Barreto,D/WB L,19
Román Martini,ST,17
Santiago Pierotti,M RC,18
Sebastián Malimberni,AM/F C,20
Tomás Chancalay,AM LC,20
Tomás Moschion,DM,19
Tomás Ramírez,D C,16
Tomás Sandoval,ST,20
Uriel Báez,DM,20
Wilson Morelo,ST,32
Wilson Ruíz Díaz,AM LC,20
Abel Argañaraz,ST,20
Adrián Pavón,D C,21
Agustín Allione,AM RC,24
Axel Pinto,ST,18
Bladimir Jostic,D LC,20
Cristian Chávez,AM RL* ST,32
Cristian Díaz,D/WB/M R,30
Cristian Vega,DM,25
Dany Cure,AM R* ST,29
Diego Rodríguez,GK,30
Diego Vázquez,D C,23
Emanuel Cuevas,D/WB/M L,22
Emanuel Romero,DM,27
Enzo López,GK,22
Facundo Martínez,GK,18
Francisco Manenti,D C* DM,22
Franco Cristaldo,M RL,22
Gervasio Núñez,AM LC,31
Hugo Vera Oviedo,D RC,28
Ismael Quilez,D/WB R,30
Joao Rodríguez,AM RLC* F C,23
Jonatan Galván,D C* DM,29
Jonathan Bay,D/WB/M L,26
Jonathan Herrera,AM RL* ST,27
Juan Cruz Tapia,ST,18
Juan Galeano,DM* M RC,30
Juan Ignacio Barbieri,ST,22
Kevin Mergen,AM R,21
Leonel Caffaratti,GK,29
Leonel Ferroni,D/WB L,23
Lisandro Alzugaray,AM LC,29
Marcelo Meli,DM* M RC,27
Marcos Sánchez,D LC,29
Mateo Montenegro,M C,20
Matías Nani,D C,21
Matías Pato,AM/F C,26
Maximiliano Acuña,D RC,21
Maximiliano Cavallotti,GK,34
Nicolás Goitea,DM,22
Nicolás Miracco,AM/F C,28
Oscar Salomón,D C,20
Pablo Barraza,ST,18
Patricio Ellison,D L,19
Raúl Barros,AM R,22
Santiago Gallucci,DM,28
Santiago Riera,AM R,21
Adonis Frias,D C,21
Agustín Sienra,D LC,19
Aldo Maiz,DM,18
Braian Ojeda,M RC,19
Braulio Zanello,DM,18
Bruno Ocampo,D/WB/M L,17
Cristian Barrios,AM LC,21
David Escalante,M C,19
Elías Gutiérrez,ST,20
Enzo Ávalos,D RC,18
Enzo Candia,D R,18
Enzo Cides,AM C,20
Enzo Coacci,AM RL* ST,20
Eugenio Isnaldo,AM RLC,25
Ezequiel González,GK,20
Ezequiel Unsain,GK,24
Facundo Ramírez,D C,18
