name,age,season,mv,potential,transfer_no,apearance,goal,assist,yellow,yellow2,red
ibrahima-traore,19,7,79000.0,80.86,1,20,3,3,2,0,0
jonas-hofmann,24,16,3600000.0,80.86,8,29,2,4,0,0,0
jonas-hofmann,23,15,3600000.0,80.86,7,22,2,4,0,0,0
jonas-hofmann,22,14,3600000.0,80.86,6,13,3,0,1,0,0
jonas-hofmann,21,13,450000.0,80.86,5,40,3,10,2,0,0
jonas-hofmann,19,11,45000.0,80.86,4,35,10,11,4,0,0
jonas-hofmann,17,9,45000.0,80.86,3,25,8,0,4,0,0
keanan-bennetts,21,20,1170000.0,80.86,4,7,0,0,0,0,0
keanan-bennetts,19,18,1170000.0,80.86,3,22,1,2,1,0,0
keanan-bennetts,18,17,1170000.0,80.86,2,32,9,8,3,0,0
keanan-bennetts,16,15,1170000.0,80.86,1,3,1,1,0,0,0
lars-stindl,27,15,7650000.0,80.86,6,39,14,15,9,0,0
lars-stindl,22,10,1580000.0,80.86,5,34,2,5,7,0,0
lars-stindl,19,7,1580000.0,80.86,4,28,4,1,10,0,0
lars-stindl,17,5,1580000.0,80.86,3,24,5,0,6,0,0
laszlo-benes,22,19,1125000.0,80.86,4,28,0,4,5,0,0
laszlo-benes,19,16,450000.0,80.86,3,23,2,4,4,0,0
laszlo-benes,18,15,450000.0,80.86,2,34,2,5,6,0,0
mamadou-doucoure,17,15,450000.0,80.86,4,7,1,1,2,0,0
mamadou-doucoure,16,14,450000.0,80.86,3,2,0,0,0,0,0
marcus-thuram,22,19,8100000.0,80.86,5,39,14,9,4,0,0
marcus-thuram,20,17,540000.0,80.86,4,34,4,3,2,0,0
marcus-thuram,18,15,540000.0,80.86,3,19,0,1,3,0,0
matthias-ginter,23,17,13500000.0,80.86,6,37,5,2,2,0,0
matthias-ginter,20,14,10800000.0,80.86,5,22,0,1,1,0,0
matthias-ginter,18,12,180000.0,80.86,4,26,1,1,4,0,0
matthias-ginter,16,10,180000.0,80.86,3,33,16,0,1,0,0
matthias-ginter,15,9,180000.0,80.86,2,12,2,0,1,0,0
nico-elvedi,19,15,3600000.0,80.86,4,31,0,2,2,0,0
nico-elvedi,18,14,3600000.0,80.86,3,29,1,3,3,0,0
nico-elvedi,17,13,3600000.0,80.86,2,20,0,1,3,0,0
nico-elvedi,16,12,3600000.0,80.86,1,20,0,0,0,0,0
oscar-wendt,26,11,2700000.0,80.86,3,16,1,0,1,0,0
oscar-wendt,21,6,608000.0,80.86,2,26,0,0,3,0,0
oscar-wendt,20,5,2700000.0,80.86,1,4,1,0,0,0,0
patrick-herrmann,19,10,2700000.0,80.86,4,28,3,2,1,0,0
patrick-herrmann,17,8,2700000.0,80.86,3,26,12,0,2,0,0
raffael,28,13,7200000.0,80.86,7,35,14,8,1,0,0
raffael,27,12,8100000.0,80.86,6,29,3,8,0,0,0
raffael,23,8,3600000.0,80.86,5,43,8,7,3,0,0
raffael,21,6,1980000.0,80.86,4,38,16,4,6,0,1
raffael,20,5,1980000.0,80.86,3,40,22,12,3,0,0
raffael,18,3,1980000.0,80.86,2,30,15,0,6,1,0
ramy-bensebaini,24,19,7200000.0,80.86,6,26,5,5,8,1,0
ramy-bensebaini,21,16,1800000.0,80.86,5,27,0,0,5,0,2
ramy-bensebaini,20,15,900000.0,80.86,4,25,2,0,7,0,0
ramy-bensebaini,19,14,900000.0,80.86,3,29,2,0,6,1,1
stefan-lainer,27,19,11250000.0,80.86,9,39,1,4,10,0,0
stefan-lainer,23,15,585000.0,80.86,8,28,2,3,3,0,0
stefan-lainer,22,14,225000.0,80.86,7,36,1,3,11,0,0
stefan-lainer,20,12,135000.0,80.86,6,2,0,1,0,0,0
stefan-lainer,19,11,135000.0,80.86,5,26,3,0,3,0,1
stefan-lainer,18,10,135000.0,80.86,4,0,0,0,0,0,0
tobias-strobl,30,20,3150000.0,80.86,9,7,0,0,1,0,0
tobias-strobl,26,16,1800000.0,80.86,8,37,0,2,7,1,0
tobias-strobl,23,13,675000.0,80.86,7,33,1,1,4,0,0
tobias-strobl,22,12,225000.0,80.86,6,25,1,3,5,0,0
tobias-strobl,21,11,113000.0,80.86,5,28,5,2,6,0,0
tobias-strobl,19,9,113000.0,80.86,4,28,1,1,3,0,0
tobias-strobl,17,7,113000.0,80.86,3,17,0,0,4,0,0
tony-jantschke,19,9,450000.0,80.86,5,18,1,0,3,1,0
tony-jantschke,17,7,450000.0,80.86,4,18,1,0,5,0,0
tony-jantschke,16,6,450000.0,80.86,3,1,0,0,0,0,0
torben-musel,19,18,180000.0,80.86,5,30,8,2,1,0,0
torben-musel,18,17,180000.0,80.86,4,32,11,4,0,0,0
torben-musel,17,16,180000.0,80.86,3,25,7,19,0,0,0
torben-musel,16,15,180000.0,80.86,2,26,10,8,2,0,0
alphonso-davies,19,19,9000000.0,80.86,2,46,3,10,4,1,0
alphonso-davies,16,16,9000000.0,80.86,1,30,4,2,2,0,0
alvaro-odriozola,24,20,16200000.0,80.86,4,1,0,0,0,0,0
alvaro-odriozola,22,18,22500000.0,80.86,3,22,1,9,2,0,0
alvaro-odriozola,21,17,270000.0,80.86,2,41,1,4,2,1,0
alvaro-odriozola,18,14,22500000.0,80.86,1,27,1,0,4,0,0
benjamin-pavard,23,19,27000000.0,80.86,4,47,4,7,6,0,0
benjamin-pavard,20,16,720000.0,80.86,3,21,1,2,4,0,0
benjamin-pavard,19,15,720000.0,80.86,2,17,0,0,4,0,0
benjamin-pavard,18,14,720000.0,80.86,1,8,0,0,2,0,0
corentin-tolisso,23,17,19800000.0,80.86,3,40,10,7,5,0,0
corentin-tolisso,20,14,19800000.0,80.86,2,43,7,3,1,0,0
david-alaba,19,11,3150000.0,80.86,6,94,6,6,8,0,0
david-alaba,18,10,900000.0,80.86,5,62,4,6,6,0,0
david-alaba,17,9,180000.0,80.86,4,58,2,20,0,0,0
david-alaba,16,8,180000.0,80.86,3,50,14,0,2,0,2
david-alaba,15,7,180000.0,80.86,2,10,0,0,0,0,0
fiete-arp,20,20,1800000.0,80.86,5,9,2,1,2,0,0
fiete-arp,19,19,3600000.0,80.86,4,12,3,1,2,0,0
fiete-arp,17,17,270000.0,80.86,3,23,9,1,1,0,0
fiete-arp,15,15,270000.0,80.86,2,24,11,2,5,0,0
ivan-perisic,31,20,15750000.0,80.86,9,17,3,4,0,0,0
ivan-perisic,30,19,27000000.0,80.86,8,70,16,20,4,0,0
ivan-perisic,26,15,11700000.0,80.86,7,82,20,12,14,0,0
ivan-perisic,24,13,6300000.0,80.86,6,76,22,14,10,0,0
ivan-perisic,22,11,5400000.0,80.86,5,82,18,12,4,2,0
ivan-perisic,20,9,510000.0,80.86,4,86,26,26,18,0,0
ivan-perisic,19,8,293000.0,80.86,3,40,16,4,10,0,0
javi-martinez,24,12,27000000.0,80.86,3,43,3,4,8,0,0
javi-martinez,18,6,27000000.0,80.86,2,35,3,0,7,0,0
jerome-boateng,23,11,13500000.0,80.86,7,48,0,2,7,0,1
jerome-boateng,22,10,13500000.0,80.86,6,24,0,0,1,0,0
jerome-boateng,19,7,416500.0,80.86,5,37,0,2,6,0,0
jerome-boateng,18,6,158000.0,80.86,4,26,0,0,6,0,0
jerome-boateng,17,5,158000.0,80.86,3,24,4,0,5,0,1
joshua-kimmich,20,15,4500000.0,80.86,5,72,0,4,12,0,0
joshua-kimmich,18,13,4500000.0,80.86,4,56,4,4,16,0,0
joshua-kimmich,17,12,4500000.0,80.86,3,42,6,10,6,0,2
joshua-kimmich,15,10,4500000.0,80.86,2,18,0,2,0,0,0
joshua-zirkzee,19,20,5670000.0,80.86,6,7,0,2,0,0,0
joshua-zirkzee,18,19,5670000.0,80.86,5,34,12,6,3,1,0
joshua-zirkzee,17,18,5670000.0,80.86,4,34,22,9,2,0,1
joshua-zirkzee,16,17,5670000.0,80.86,3,21,16,9,1,0,1
joshua-zirkzee,15,16,5670000.0,80.86,2,6,1,1,0,0,0
kingsley-coman,21,17,18000000.0,80.86,5,33,7,8,1,0,0
kingsley-coman,19,15,3150000.0,80.86,4,37,6,12,1,0,0
kingsley-coman,18,14,675000.0,80.86,3,20,1,2,0,0,0
kingsley-coman,17,13,675000.0,80.86,2,9,1,0,0,0,0
leon-goretzka,23,18,36000000.0,80.86,6,42,9,7,4,0,0
leon-goretzka,18,13,4050000.0,80.86,5,32,5,1,1,0,0
leon-goretzka,17,12,4050000.0,80.86,4,36,4,8,1,0,0
leon-goretzka,16,11,4050000.0,80.86,3,22,17,2,1,0,0
leon-goretzka,15,10,4050000.0,80.86,2,23,11,3,0,0,0
lucas-hernandez,23,19,63000000.0,80.86,6,50,0,4,8,0,0
lucas-hernandez,19,15,63000000.0,80.86,5,42,2,2,4,0,0
lucas-hernandez,18,14,63000000.0,80.86,4,56,2,0,8,0,0
lars-lukas-mai,20,20,1620000.0,80.86,6,7,0,1,1,0,0
lars-lukas-mai,19,19,540000.0,80.86,5,26,1,1,4,0,0
lars-lukas-mai,18,18,540000.0,80.86,4,35,4,1,5,0,0
lars-lukas-mai,17,17,540000.0,80.86,3,34,1,2,3,0,0
lars-lukas-mai,15,15,540000.0,80.86,2,25,1,1,6,0,0
niklas-sule,22,17,22500000.0,80.86,7,42,2,2,1,0,0
niklas-sule,18,13,270000.0,80.86,6,30,5,0,3,0,0
niklas-sule,17,12,270000.0,80.86,5,30,4,0,5,0,0
niklas-sule,16,11,270000.0,80.86,4,22,0,1,4,0,0
kwasi-okyere-wriedt,23,17,405000.0,80.86,7,34,21,9,0,0,0
kwasi-okyere-wriedt,22,16,135000.0,80.86,6,40,14,8,5,0,0
kwasi-okyere-wriedt,21,15,68000.0,80.86,5,35,25,8,2,0,0
kwasi-okyere-wriedt,19,13,68000.0,80.86,4,31,9,4,1,0,0
kwasi-okyere-wriedt,17,11,68000.0,80.86,3,24,4,0,0,0,0
oliver-batista-meier,19,20,1350000.0,80.86,4,7,1,3,1,0,0
oliver-batista-meier,18,19,1350000.0,80.86,3,35,19,8,1,0,0
oliver-batista-meier,16,17,1350000.0,80.86,2,41,33,19,0,0,0
oliver-batista-meier,15,16,1350000.0,80.86,1,27,8,11,4,0,0
philippe-coutinho,28,20,50400000.0,80.86,7,12,4,4,0,0,0
philippe-coutinho,27,19,81000000.0,80.86,6,76,22,18,0,0,0
philippe-coutinho,26,18,81000000.0,80.86,5,108,22,10,4,0,0
philippe-coutinho,21,13,8100000.0,80.86,4,74,10,16,4,0,0
philippe-coutinho,20,12,6750000.0,80.86,3,64,12,16,4,0,0
philippe-coutinho,18,10,2250000.0,80.86,2,54,4,8,2,0,0
robert-lewandowski,26,14,45000000.0,80.86,5,49,25,13,1,0,0
robert-lewandowski,22,10,4050000.0,80.86,4,43,9,4,5,0,0
robert-lewandowski,20,8,450000.0,80.86,3,48,20,12,3,0,0
sarpreet-singh,21,20,1350000.0,80.86,4,6,0,0,0,0,0
sarpreet-singh,20,19,675000.0,80.86,3,24,7,7,5,0,1
sarpreet-singh,18,17,180000.0,80.86,2,19,8,2,5,0,0
sarpreet-singh,16,15,675000.0,80.86,1,12,1,6,4,0,0
serge-gnabry,23,18,18000000.0,80.86,9,42,13,9,1,0,0
serge-gnabry,22,17,13500000.0,80.86,8,27,10,8,1,0,0
serge-gnabry,21,16,2700000.0,80.86,7,27,11,2,1,0,0
serge-gnabry,20,15,3150000.0,80.86,6,12,2,1,0,0,0
serge-gnabry,18,13,3150000.0,80.86,5,19,7,4,0,0,0
serge-gnabry,16,11,3150000.0,80.86,4,6,2,2,0,0,0
serge-gnabry,15,10,3150000.0,80.86,3,12,3,1,0,0,0
thiago,29,20,43200000.0,80.86,17,19,6,0,4,0,0
thiago,23,20,675000.0,77.85,8,19,6,0,4,0,0
thiago,22,13,19800000.0,80.86,16,75,9,15,6,0,0
thiago,22,19,675000.0,77.85,15,192,19,11,45,0,0
thiago,22,15,675000.0,77.26,14,151,16,24,9,0,0
thiago,23,15,675000.0,77.26,6,151,16,24,9,0,0
thiago,22,14,675000.0,77.26,13,39,6,3,6,0,0
thiago,21,14,675000.0,77.26,4,39,6,3,6,0,0
thiago,20,11,4500000.0,80.86,12,135,12,24,12,3,0
thiago,18,11,675000.0,77.26,1,135,12,24,12,3,0
thiago,17,8,90000.0,80.86,11,78,0,0,9,0,0
thiago,23,16,675000.0,77.26,7,146,28,28,17,0,0
thiago,21,18,675000.0,77.85,5,137,12,25,20,0,0
thiago,25,18,630000.0,77.26,3,137,12,25,20,0,0
thiago,24,17,315000.0,77.26,2,135,38,20,27,0,0
thomas-muller,20,9,675000.0,80.86,5,52,19,16,3,1,0
thomas-muller,19,8,675000.0,80.86,4,37,16,1,1,0,0
thomas-muller,17,6,675000.0,80.86,3,27,8,0,1,0,0
adam-bodzek,26,11,720000.0,80.86,3,36,0,2,15,0,0
adam-bodzek,20,5,720000.0,80.86,2,29,4,1,4,0,1
alfredo-morales,28,18,900000.0,80.86,5,26,1,1,8,0,0
alfredo-morales,23,13,450000.0,80.86,4,34,1,2,5,0,1
alfredo-morales,21,11,135000.0,80.86,3,26,1,2,12,0,0
alfredo-morales,19,9,45000.0,80.86,2,26,4,3,5,0,0
alfredo-morales,17,7,135000.0,80.86,1,15,1,0,6,1,0
andre-hoffmann,24,17,600000.0,80.86,5,22,2,1,6,0,0
andre-hoffmann,20,13,720000.0,80.86,4,24,0,1,2,0,1
andre-hoffmann,17,10,720000.0,80.86,3,18,6,1,9,1,0
andre-hoffmann,16,9,720000.0,80.86,2,20,2,0,6,0,0
andre-hoffmann,15,8,720000.0,80.86,1,23,5,0,8,0,0
aymen-barkok,22,20,1170000.0,80.86,7,7,0,0,1,0,0
aymen-barkok,20,18,1800000.0,80.86,6,16,1,0,0,0,0
aymen-barkok,18,16,90000.0,80.86,5,27,4,4,3,1,0
aymen-barkok,17,15,90000.0,80.86,4,19,1,0,2,0,0
aymen-barkok,15,13,90000.0,80.86,3,9,1,0,0,0,0
bernard-tekpetey,23,20,1440000.0,80.86,6,11,0,1,3,0,0
bernard-tekpetey,22,19,2250000.0,80.86,5,10,0,1,5,0,0
bernard-tekpetey,21,18,360000.0,80.86,4,36,11,7,9,0,0
bernard-tekpetey,21,17,270000.0,80.86,3,12,3,0,1,0,1
bernard-tekpetey,20,17,270000.0,80.86,2,12,3,0,1,0,1
bernard-tekpetey,19,16,90000.0,80.86,1,3,0,1,1,1,0
dawid-kownacki,23,20,6750000.0,80.86,6,3,1,0,1,0,0
dawid-kownacki,23,19,6750000.0,80.86,5,21,0,0,4,0,0
dawid-kownacki,22,19,5850000.0,80.86,4,21,0,0,4,0,0
dawid-kownacki,20,17,3150000.0,80.86,3,24,8,3,0,0,0
dawid-kownacki,16,13,90000.0,80.86,2,13,2,4,2,0,0
diego-contento,30,20,428000.0,80.86,7,7,0,1,0,0,0
diego-contento,28,18,1350000.0,80.86,6,1,0,0,0,0,0
diego-contento,24,14,1800000.0,80.86,5,28,1,2,8,0,0
diego-contento,20,10,180000.0,80.86,4,27,0,5,4,0,0
diego-contento,19,9,180000.0,80.86,3,30,0,2,3,0,0
diego-contento,17,7,180000.0,80.86,2,16,2,0,0,0,0
erik-thommy,25,19,2700000.0,80.86,11,37,6,6,4,0,0
erik-thommy,24,18,675000.0,80.86,10,21,1,3,2,1,0
erik-thommy,23,17,585000.0,80.86,9,20,2,6,1,0,0
erik-thommy,22,16,247500.0,80.86,8,40,8,9,2,0,0
erik-thommy,21,15,270000.0,80.86,7,20,4,0,1,0,0
erik-thommy,20,14,68000.0,80.86,6,15,2,1,0,0,0
erik-thommy,19,13,23000.0,80.86,5,32,18,5,4,0,0
erik-thommy,16,10,23000.0,80.86,3,14,0,0,1,0,0
jean-zimmer,24,18,1130000.0,80.86,7,20,1,3,3,0,0
jean-zimmer,23,17,1130000.0,80.86,6,31,1,4,4,0,0
jean-zimmer,22,16,1800000.0,80.86,5,18,0,1,0,0,0
jean-zimmer,19,13,90000.0,80.86,4,30,1,2,4,0,0
jean-zimmer,18,12,90000.0,80.86,3,36,0,0,4,0,0
jean-zimmer,16,10,90000.0,80.86,2,26,0,0,2,0,0
jean-zimmer,15,9,90000.0,80.86,1,21,0,0,2,0,0
kaan-ayhan,25,20,6300000.0,80.86,5,6,0,0,0,0,0
kaan-ayhan,21,16,3150000.0,80.86,4,24,1,1,9,1,0
kaan-ayhan,18,13,4500000.0,80.86,3,18,1,2,4,0,0
kaan-ayhan,16,11,4500000.0,80.86,2,27,7,6,7,0,0
kaan-ayhan,14,9,4500000.0,80.86,1,24,7,3,3,0,0
kasim-adams,25,20,2880000.0,80.86,8,2,0,0,0,0,0
kasim-adams,24,19,6300000.0,80.86,7,15,2,0,0,0,0
kasim-adams,23,18,7650000.0,80.86,6,16,0,1,4,2,0
kasim-adams,22,17,720000.0,80.86,5,45,3,2,13,0,0
kasim-adams,21,16,360000.0,80.86,4,25,0,0,7,0,1
kasim-adams,20,15,540000.0,80.86,3,6,0,0,4,0,0
kasim-adams,19,14,540000.0,80.86,2,29,2,1,11,2,0
kelvin-ofori,18,19,540000.0,80.86,2,8,3,0,2,0,1
kenan-karaman,24,18,1350000.0,80.86,6,22,3,3,0,0,0
kenan-karaman,20,14,90000.0,80.86,5,17,2,0,1,0,0
kenan-karaman,19,13,23000.0,80.86,4,12,7,0,0,0,0
kenan-karaman,18,12,23000.0,80.86,3,34,14,6,2,0,0
kenan-karaman,17,11,23000.0,80.86,2,27,8,1,3,0,0
kenan-karaman,15,9,23000.0,80.86,1,7,0,0,1,0,0
kevin-stoger,27,20,4500000.0,80.86,10,1,0,0,0,0,0
kevin-stoger,25,18,1800000.0,80.86,9,28,2,9,8,0,0
kevin-stoger,23,16,810000.0,80.86,8,8,3,0,2,0,0
kevin-stoger,22,15,900000.0,80.86,7,26,1,3,5,0,0
kevin-stoger,20,13,360000.0,80.86,6,13,1,4,3,0,0
kevin-stoger,19,12,360000.0,80.86,5,23,2,1,6,1,0
kevin-stoger,18,11,90000.0,80.86,4,24,2,1,4,0,0
kevin-stoger,17,10,90000.0,80.86,3,27,4,17,3,0,0
kevin-stoger,16,9,90000.0,80.86,2,23,4,3,4,0,0
marcel-sobottka,21,15,225000.0,80.86,8,23,0,0,5,0,0
marcel-sobottka,20,14,90000.0,80.86,7,14,1,0,3,1,0
marcel-sobottka,19,13,90000.0,80.86,6,27,0,0,5,0,0
marcel-sobottka,18,12,90000.0,80.86,5,27,5,1,1,0,0
marcel-sobottka,17,11,90000.0,80.86,4,24,2,1,0,0,1
marcel-sobottka,16,10,90000.0,80.86,3,27,0,0,1,0,0
marcel-sobottka,15,9,90000.0,80.86,2,5,0,1,0,0,0
markus-suttner,33,20,720000.0,80.86,9,7,0,1,0,0,0
markus-suttner,32,19,1500000.0,80.86,8,22,0,1,3,0,0
markus-suttner,30,17,1800000.0,80.86,7,17,0,1,0,0,0
markus-suttner,28,15,900000.0,80.86,6,19,0,0,2,0,0
markus-suttner,20,7,135000.0,80.86,5,25,1,3,8,0,0
mathias-jorgensen,20,19,900000.0,80.86,4,27,11,0,1,0,0
mathias-jorgensen,19,19,90000.0,80.86,3,27,11,0,1,0,0
mathias-jorgensen,18,18,90000.0,80.86,2,23,10,2,1,0,0
mathias-jorgensen,17,17,90000.0,80.86,1,30,30,1,1,0,0
matthias-zimmermann,26,18,900000.0,80.86,10,36,1,3,5,0,0
matthias-zimmermann,24,16,248000.0,80.86,9,30,1,0,5,0,0
matthias-zimmermann,23,15,180000.0,80.86,8,36,1,1,4,0,0
matthias-zimmermann,22,14,540000.0,80.86,7,34,3,7,3,0,0
matthias-zimmermann,21,13,450000.0,80.86,6,21,0,1,1,0,0
matthias-zimmermann,19,11,1580000.0,80.86,5,14,1,1,1,0,0
matthias-zimmermann,18,10,113000.0,80.86,4,34,1,1,3,0,0
matthias-zimmermann,17,9,113000.0,80.86,3,30,1,2,3,0,0
matthias-zimmermann,16,8,113000.0,80.86,2,27,3,0,3,0,0
nana-ampomah,24,20,1170000.0,80.86,3,6,0,1,0,1,0
nana-ampomah,23,19,2250000.0,80.86,2,16,2,1,2,0,0
nana-ampomah,20,16,1170000.0,80.86,1,20,2,1,1,1,0
niko-giesselmann,29,20,2520000.0,80.86,8,3,0,1,0,0,0
niko-giesselmann,26,17,810000.0,80.86,7,35,3,5,7,0,0
niko-giesselmann,22,13,135000.0,80.86,6,34,2,5,5,0,0
niko-giesselmann,21,12,135000.0,80.86,5,32,10,2,5,0,0
niko-giesselmann,19,10,135000.0,80.86,4,15,0,0,3,0,0
niko-giesselmann,17,8,135000.0,80.86,3,25,2,0,3,0,1
niko-giesselmann,16,7,135000.0,80.86,2,27,7,0,1,0,0
oliver-fink,38,20,225000.0,80.86,10,8,1,1,3,0,0
oliver-fink,27,9,405000.0,80.86,9,34,3,1,6,0,0
oliver-fink,25,7,405000.0,80.86,8,34,4,4,4,0,0
oliver-fink,23,5,158000.0,80.86,7,31,1,0,7,1,0
oliver-fink,22,4,158000.0,80.86,6,35,2,0,4,0,0
oliver-fink,20,2,158000.0,80.86,5,34,4,0,4,1,0
robin-bormuth,25,20,1080000.0,80.86,5,7,0,0,2,0,0
robin-bormuth,21,16,90000.0,80.86,4,27,2,1,4,0,0
robin-bormuth,19,14,90000.0,80.86,3,15,0,0,2,0,0
robin-bormuth,18,13,90000.0,80.86,2,24,0,0,7,0,0
rouwen-hennings,30,17,1350000.0,80.86,12,35,15,8,7,0,0
rouwen-hennings,29,16,1800000.0,80.86,11,30,9,3,3,0,0
rouwen-hennings,28,15,1350000.0,80.86,10,31,2,0,0,0,0
rouwen-hennings,25,12,525000.0,80.86,9,38,9,14,7,0,0
rouwen-hennings,22,9,450000.0,80.86,8,31,9,5,1,0,0
rouwen-hennings,21,8,900000.0,80.86,7,22,2,1,0,0,0
rouwen-hennings,20,7,270000.0,80.86,6,30,2,7,2,0,0
rouwen-hennings,19,6,45000.0,80.86,5,29,8,0,5,1,0
rouwen-hennings,18,5,45000.0,80.86,4,30,13,1,4,0,0
rouwen-hennings,17,4,45000.0,80.86,3,22,9,0,4,0,0
steven-skrzybski,27,20,1935000.0,80.86,6,3,0,2,1,0,0
steven-skrzybski,25,18,3150000.0,80.86,5,16,3,1,1,0,0
steven-skrzybski,18,11,90000.0,80.86,4,25,8,6,2,0,0
steven-skrzybski,16,9,90000.0,80.86,3,18,2,1,0,0,0
thomas-pledl,25,19,900000.0,80.86,7,7,0,0,0,0,0
thomas-pledl,23,17,720000.0,80.86,6,32,3,7,3,0,0
thomas-pledl,22,16,720000.0,80.86,5,35,4,8,8,0,0
thomas-pledl,21,15,540000.0,80.86,4,21,1,1,6,0,0
thomas-pledl,18,12,180000.0,80.86,3,21,1,6,4,0,0
thomas-pledl,17,11,180000.0,80.86,2,24,6,10,5,0,0
thomas-pledl,15,9,180000.0,80.86,1,3,0,0,0,0,0
valon-berisha,27,20,3900000.0,80.86,4,10,1,1,1,0,0
valon-berisha,25,18,9000000.0,80.86,3,14,0,0,0,0,0
valon-berisha,19,12,900000.0,80.86,2,51,6,15,2,0,0
abdulkerim-cakar,19,20,45000.0,80.86,3,1,0,0,0,0,0
abdulkerim-cakar,17,18,45000.0,80.86,2,19,12,1,5,0,0
abdulkerim-cakar,16,17,45000.0,80.86,1,18,6,0,5,0,0
ali-loune,17,19,45000.0,80.86,3,19,2,0,6,0,0
ali-loune,15,17,45000.0,80.86,2,17,3,0,1,0,0
almamy-toure,23,19,7200000.0,80.86,4,29,1,4,3,0,0
almamy-toure,19,15,135000.0,80.86,3,13,3,2,3,0,0
almamy-toure,18,14,135000.0,80.86,2,10,3,1,0,0,0
andre-silva,24,20,21600000.0,80.86,8,21,15,6,0,0,0
andre-silva,23,19,19800000.0,80.86,7,114,48,15,12,0,0
andre-silva,22,18,19800000.0,80.86,6,120,33,9,12,0,0
andre-silva,21,17,19800000.0,80.86,5,120,30,6,3,0,0
andre-silva,20,16,1800000.0,80.86,4,132,63,24,15,0,0
andre-silva,17,13,1800000.0,80.86,3,78,21,0,6,0,0
bas-dost,30,19,15300000.0,80.86,6,32,10,2,2,0,0
bas-dost,27,16,6750000.0,80.86,5,43,37,7,4,0,0
bas-dost,23,12,7200000.0,80.86,4,33,12,3,1,0,0
bas-dost,21,10,1350000.0,80.86,3,34,14,1,0,0,0
bas-dost,19,8,1350000.0,80.86,2,28,3,3,2,0,0
bas-dost,18,7,1350000.0,80.86,1,23,6,0,0,0,0
daichi-kamada,23,19,4050000.0,80.86,4,48,10,9,7,0,0
daichi-kamada,22,18,900000.0,80.86,3,36,16,9,1,0,0
daichi-kamada,21,17,675000.0,80.86,2,22,5,2,1,0,0
daichi-kamada,19,15,900000.0,80.86,1,30,3,3,3,0,0
danny-da-costa,24,17,900000.0,80.86,8,21,1,5,1,0,0
danny-da-costa,23,16,900000.0,80.86,7,4,0,1,0,0,0
danny-da-costa,21,14,900000.0,80.86,6,13,0,1,0,0,0
danny-da-costa,19,12,900000.0,80.86,5,28,0,1,2,0,0
danny-da-costa,18,11,180000.0,80.86,4,13,0,1,0,0,0
danny-da-costa,17,10,180000.0,80.86,3,28,2,2,0,0,0
danny-da-costa,15,8,180000.0,80.86,2,26,0,1,1,0,0
david-abraham,29,15,1800000.0,80.86,5,33,0,0,9,0,0
david-abraham,27,13,2700000.0,80.86,4,21,3,0,3,0,0
david-abraham,26,12,3150000.0,80.86,3,27,1,0,2,0,0
david-abraham,22,8,540000.0,80.86,2,46,1,2,10,0,0
david-abraham,21,7,540000.0,80.86,1,36,3,0,9,0,1
david-siebert,19,20,540000.0,80.86,4,3,1,0,0,0,0
david-siebert,17,18,540000.0,80.86,3,4,0,0,0,0,0
david-siebert,15,16,540000.0,80.86,2,21,2,3,0,0,0
djibril-sow,22,19,8100000.0,80.86,6,40,1,5,5,0,0
djibril-sow,20,17,900000.0,80.86,5,38,1,5,4,0,0
djibril-sow,19,16,900000.0,80.86,4,20,3,4,1,0,0
djibril-sow,18,15,1130000.0,80.86,3,16,3,4,1,0,0
djibril-sow,17,14,1130000.0,80.86,2,23,1,1,4,0,0
djibril-sow,16,13,1130000.0,80.86,1,18,2,0,2,0,0
dominik-kohr,25,19,3600000.0,80.86,7,40,1,5,9,1,1
dominik-kohr,23,17,3150000.0,80.86,6,32,2,2,9,1,0
dominik-kohr,21,15,2025000.0,80.86,5,39,0,5,18,0,0
dominik-kohr,20,14,450000.0,80.86,4,27,1,1,10,0,0
dominik-kohr,18,12,180000.0,80.86,3,33,2,0,13,0,0
dominik-kohr,17,11,180000.0,80.86,2,23,6,2,7,0,0
dominik-kohr,15,9,180000.0,80.86,1,24,1,0,1,0,0
erik-durm,27,19,1800000.0,80.86,8,15,0,0,1,0,0
erik-durm,26,18,900000.0,80.86,7,30,0,1,0,0,0
erik-durm,21,13,180000.0,80.86,6,31,0,5,0,0,0
erik-durm,20,12,180000.0,80.86,5,28,2,1,3,0,0
erik-durm,19,11,180000.0,80.86,4,32,13,3,0,0,0
erik-durm,18,10,180000.0,80.86,3,26,16,0,0,0,0
erik-durm,17,9,180000.0,80.86,2,4,1,0,0,0,0
evan-ndicka,19,18,360000.0,80.86,3,36,1,2,4,0,1
evan-ndicka,18,17,360000.0,80.86,2,14,0,1,1,0,0
evan-ndicka,17,16,360000.0,80.86,1,2,0,0,0,0,0
filip-kostic,27,19,19800000.0,80.86,6,51,12,18,6,0,1
filip-kostic,26,18,5400000.0,80.86,5,46,10,13,8,0,0
filip-kostic,24,16,9000000.0,80.86,4,35,4,5,7,0,0
filip-kostic,22,14,2250000.0,80.86,3,32,3,6,5,0,0
filip-kostic,20,12,1130000.0,80.86,2,29,8,1,1,0,0
filip-kostic,18,10,2250000.0,80.86,1,30,2,0,6,0,1
fynn-otto,18,20,675000.0,80.86,3,2,0,0,0,0,0
