name,age,season,mv,potential,transfer_no
rodrigo-mieres,23,12,135000,73.1,3
rodrigo-mieres,22,11,158000,73.1,2
rodrigo-mieres,21,10,113000,73.1,1
rodrigo-viega,27,17,198000,73.1,5
rodrigo-viega,26,17,180000,73.1,4
rodrigo-viega,25,16,180000,73.1,3
rodrigo-viega,24,15,270000,73.1,2
rodrigo-viega,22,13,270000,73.1,1
santiago-gaspari,26,20,135000,73.1,4
santiago-gaspari,25,19,135000,73.1,3
santiago-gaspari,24,18,135000,73.1,2
santiago-gaspari,22,16,135000,73.1,1
mateo-acosta,27,19,146500,73.1,6
mateo-acosta,26,18,135000,73.1,5
mateo-acosta,25,17,360000,73.1,4
mateo-acosta,24,16,270000,73.1,3
mateo-acosta,23,15,270000,73.1,2
mateo-acosta,22,14,270000,73.1,1
alexis-rolin,30,19,585000,73.1,6
alexis-rolin,28,17,810000,73.1,5
alexis-rolin,27,16,1260000,73.1,4
alexis-rolin,26,15,1260000,73.1,3
alexis-rolin,23,12,1350000,73.1,2
alexis-rolin,22,11,810000,73.1,1
andres-rodales,31,18,135000,73.1,9
andres-rodales,30,17,315000,73.1,8
andres-rodales,29,15,382500,73.1,7
andres-rodales,28,15,540000,73.1,6
andres-rodales,27,14,585000,73.1,5
andres-rodales,26,13,428000,73.1,4
andres-rodales,25,11,428000,73.1,3
andres-rodales,24,11,450000,73.1,2
andres-rodales,19,6,450000,73.1,1
cristian-olivera,17,19,675000,73.1,2
cristian-olivera,16,18,675000,73.1,1
damian-malrechauffe,34,18,68000,73.1,10
damian-malrechauffe,32,16,90000,73.1,9
damian-malrechauffe,31,15,180000,73.1,8
damian-malrechauffe,30,14,585000,73.1,7
damian-malrechauffe,30,13,608000,73.1,6
damian-malrechauffe,29,13,608000,73.1,5
damian-malrechauffe,28,12,608000,73.1,4
damian-malrechauffe,26,10,608000,73.1,3
damian-malrechauffe,25,9,608000,73.1,2
damian-malrechauffe,20,4,608000,73.1,1
facundo-parada,20,19,45000,73.1,2
facundo-parada,19,19,45000,73.1,1
bryan-bautista,20,17,68000,73.1,2
bryan-bautista,18,15,45000,73.1,1
pablo-olivera,31,19,225000,73.1,12
pablo-olivera,30,18,270000,73.1,11
pablo-olivera,29,17,360000,73.1,10
pablo-olivera,28,16,450000,73.1,9
pablo-olivera,27,15,540000,73.1,8
pablo-olivera,27,14,540000,73.1,7
pablo-olivera,26,14,540000,73.1,6
pablo-olivera,25,13,484000,73.1,5
pablo-olivera,24,12,428000,73.1,4
pablo-olivera,22,10,428000,73.1,3
pablo-olivera,21,9,113000,73.1,2
pablo-olivera,20,8,113000,73.1,1
franco-perez,20,18,90000,73.1,1
gonzalo-vega,26,18,135000,73.1,6
gonzalo-vega,25,17,405000,73.1,5
gonzalo-vega,23,15,360000,73.1,4
gonzalo-vega,22,14,281500,73.1,3
gonzalo-vega,21,13,113000,73.1,2
gonzalo-vega,20,12,113000,73.1,1
matias-abisab,25,18,293000,73.1,4
matias-abisab,23,16,293000,73.1,3
matias-abisab,20,13,315000,73.1,2
matias-abisab,19,12,338000,73.1,1
mauro-valiente,20,20,135000,73.1,2
mauro-valiente,19,19,135000,73.1,1
maximiliano-amondarain,26,19,180000,73.1,8
maximiliano-amondarain,25,18,180000,73.1,7
maximiliano-amondarain,24,17,157500,73.1,6
maximiliano-amondarain,23,16,135000,73.1,5
maximiliano-amondarain,23,15,225000,73.1,4
maximiliano-amondarain,22,15,225000,73.1,3
maximiliano-amondarain,20,13,225000,73.1,2
maximiliano-amondarain,19,12,225500,73.1,1
maximiliano-falcon,22,19,810000,73.1,3
maximiliano-falcon,21,18,810000,73.1,2
maximiliano-falcon,20,17,810000,73.1,1
maximiliano-lemos,25,19,180000,73.1,5
maximiliano-lemos,24,18,180000,73.1,4
maximiliano-lemos,23,17,180000,73.1,3
maximiliano-lemos,20,14,180000,73.1,2
maximiliano-lemos,18,12,180000,73.1,1
anderson-bonette,22,20,180000,73.1,1
ramiro-cristobal,24,20,450000,73.1,2
ramiro-cristobal,21,17,203000,73.1,1
renato-cesar,24,17,270000,73.1,6
renato-cesar,23,16,270000,73.1,5
renato-cesar,23,15,337500,73.1,4
renato-cesar,22,15,360000,73.1,3
renato-cesar,21,14,382500,73.1,2
renato-cesar,18,11,405000,73.1,1
robert-ergas,22,20,540000,73.1,6
robert-ergas,22,19,450000,73.1,5
robert-ergas,21,19,270000,73.1,4
robert-ergas,21,18,225000,73.1,3
robert-ergas,20,18,90000,73.1,2
robert-ergas,17,15,90000,73.1,1
rodrigo-moreira,22,18,270000,73.1,3
rodrigo-moreira,21,17,360000,73.1,2
rodrigo-moreira,20,16,270000,73.1,1
yonatan-irrazabal,31,19,180000,73.1,3
yonatan-irrazabal,28,16,180000,73.1,2
yonatan-irrazabal,20,8,225000,73.1,1
adrian-leites,26,18,225000,73.1,5
adrian-leites,23,15,225000,73.1,4
adrian-leites,21,13,150000,73.1,3
adrian-leites,20,12,135000,73.1,2
adrian-leites,19,11,135000,73.1,1
claudio-herrera,23,11,360000,73.1,4
claudio-herrera,21,9,45000,73.1,3
claudio-herrera,20,8,45000,73.1,2
claudio-herrera,18,6,45000,73.1,1
cristian-martinez,30,18,540000,73.1,11
cristian-martinez,28,16,810000,73.1,10
cristian-martinez,28,15,900000,73.1,9
cristian-martinez,27,15,900000,73.1,8
cristian-martinez,25,13,1170000,73.1,7
cristian-martinez,24,12,1350000,73.1,6
cristian-martinez,23,11,1350000,73.1,5
cristian-martinez,23,10,270000,73.1,4
cristian-martinez,22,10,270000,73.1,3
cristian-martinez,21,9,270000,73.1,2
cristian-martinez,20,8,270000,73.1,1
facundo-bone,23,19,360000,73.1,5
facundo-bone,22,18,360000,73.1,4
facundo-bone,21,17,360000,73.1,3
facundo-bone,20,16,405000,73.1,2
facundo-bone,18,14,405000,73.1,1
facundo-ospitaleche,21,17,90000,73.1,3
facundo-ospitaleche,20,16,68000,73.1,2
facundo-ospitaleche,18,14,68000,73.1,1
francisco-tinaglini,21,20,135000,73.1,4
francisco-tinaglini,20,18,135000,73.1,3
francisco-tinaglini,19,18,90000,73.1,2
francisco-tinaglini,17,16,90000,73.1,1
gonzalo-viera,28,15,900000,73.1,5
gonzalo-viera,27,14,450000,73.1,4
gonzalo-viera,26,13,405000,73.1,3
gonzalo-viera,25,12,360000,73.1,2
gonzalo-viera,24,11,360000,73.1,1
horacio-salaberry,30,17,315000,73.1,10
horacio-salaberry,29,16,720000,73.1,9
horacio-salaberry,29,15,652500,73.1,8
horacio-salaberry,28,15,675000,73.1,7
horacio-salaberry,28,14,360000,73.1,6
horacio-salaberry,27,14,360000,73.1,5
horacio-salaberry,26,13,360000,73.1,4
horacio-salaberry,25,12,360000,73.1,3
horacio-salaberry,23,10,360000,73.1,2
horacio-salaberry,22,9,360000,73.1,1
suso,22,16,19500000,73.1,6
suso,21,15,2970000,73.1,5
suso,20,14,5400000,73.1,4
suso,19,13,4500000,73.1,3
suso,18,12,4500000,73.1,2
suso,16,10,4500000,73.1,1
juan-olivera,34,15,45000,73.1,15
juan-olivera,33,14,90000,73.1,14
juan-olivera,32,13,270000,73.1,13
juan-olivera,31,12,900000,73.1,12
juan-olivera,30,11,900000,73.1,11
juan-olivera,29,10,1260000,73.1,10
juan-olivera,28,9,1620000,73.1,9
juan-olivera,27,8,1620000,73.1,8
juan-olivera,26,7,1620000,73.1,7
juan-olivera,25,6,1620000,73.1,6
juan-olivera,25,5,1620000,73.1,5
juan-olivera,24,5,1620000,73.1,4
juan-olivera,24,4,1620000,73.1,3
juan-olivera,23,4,1620000,73.1,2
juan-olivera,20,1,1620000,73.1,1
ze-lucas,25,17,124000,73.1,1
marcos-montiel,21,16,90000,73.1,1
matias-alonso,31,16,360000,73.1,11
matias-alonso,30,15,360000,73.1,10
matias-alonso,29,14,450000,73.1,9
matias-alonso,28,13,450000,73.1,8
matias-alonso,27,12,270000,73.1,7
matias-alonso,26,11,270000,73.1,6
matias-alonso,25,10,202666.6667,73.1,5
matias-alonso,23,8,90000,73.1,4
matias-alonso,22,7,90000,73.1,3
matias-alonso,21,6,90000,73.1,2
matias-alonso,18,3,90000,73.1,1
maximiliano-calzada,27,17,180000,73.1,4
maximiliano-calzada,26,16,270000,73.1,3
maximiliano-calzada,25,15,585000,73.1,2
maximiliano-calzada,19,9,900000,73.1,1
nicolas-gonzalez,18,16,4500000,73.1,1
nicolas-rodriguez,25,16,270000,73.1,5
nicolas-rodriguez,23,14,338000,73.1,4
nicolas-rodriguez,22,13,90000,73.1,3
nicolas-rodriguez,21,12,124000,73.1,2
nicolas-rodriguez,18,9,68000,73.1,1
ribair-rodriguez,32,19,225000,73.1,10
ribair-rodriguez,30,17,585000,73.1,9
ribair-rodriguez,28,15,900000,73.1,8
ribair-rodriguez,27,14,960000,73.1,7
ribair-rodriguez,27,13,360000,73.1,6
ribair-rodriguez,26,13,360000,73.1,5
ribair-rodriguez,25,12,540000,73.1,4
ribair-rodriguez,24,11,630000,73.1,3
ribair-rodriguez,23,10,630000,73.1,2
ribair-rodriguez,17,4,450000,73.1,1
santiago-perez,20,18,630000,73.1,2
santiago-perez,19,18,630000,73.1,1
sebastian-gorga,25,19,270000,73.1,7
sebastian-gorga,24,18,315000,73.1,6
sebastian-gorga,24,17,326250,73.1,5
sebastian-gorga,23,17,360000,73.1,4
sebastian-gorga,22,16,630000,73.1,3
sebastian-gorga,21,15,787500,73.1,2
sebastian-gorga,19,13,675000,73.1,1
sebastian-piriz,28,18,315000,73.1,6
sebastian-piriz,27,17,405000,73.1,5
sebastian-piriz,26,16,630000,73.1,4
sebastian-piriz,23,12,825000,73.1,3
sebastian-piriz,22,12,270000,73.1,2
sebastian-piriz,20,10,270000,73.1,1
agustin-pena,25,14,270000,73.1,5
agustin-pena,24,13,225000,73.1,4
agustin-pena,23,12,180000,73.1,3
agustin-pena,21,10,315000,73.1,2
agustin-pena,19,8,158000,73.1,1
alejandro-della-nave,21,19,68000,73.1,3
alejandro-della-nave,20,18,68000,73.1,2
alejandro-della-nave,18,16,68000,73.1,1
alvaro-brun,29,16,225000,73.1,5
alvaro-brun,28,15,225000,73.1,4
alvaro-brun,26,13,191500,73.1,3
alvaro-brun,25,12,158000,73.1,2
alvaro-brun,21,8,135000,73.1,1
andrew-teuten,19,17,158000,73.1,1
cristopher-fiermarin,21,18,45000,73.1,2
cristopher-fiermarin,20,18,45000,73.1,1
dario-pereira,21,17,135000,73.1,3
dario-pereira,20,16,135000,73.1,2
dario-pereira,19,15,79000,73.1,1
diego-arismendi,31,19,270000,73.1,11
diego-arismendi,30,18,360000,73.1,10
diego-arismendi,28,16,450000,73.1,9
diego-arismendi,27,15,900000,73.1,8
diego-arismendi,25,13,900000,73.1,7
diego-arismendi,25,12,450000,73.1,6
diego-arismendi,24,12,450000,73.1,5
diego-arismendi,23,11,675000,73.1,4
diego-arismendi,22,10,900000,73.1,3
diego-arismendi,21,9,1350000,73.1,2
diego-arismendi,18,6,270000,73.1,1
franco-pizzichillo,22,17,68000,73.1,2
franco-pizzichillo,21,17,68000,73.1,1
gabriel-morales,23,17,135000,73.1,2
gabriel-morales,21,15,360000,73.1,1
ignacio-neira,20,17,90000,73.1,3
ignacio-neira,19,17,90000,73.1,2
ignacio-neira,18,16,90000,73.1,1
joaquin-pereyra,21,20,405000,73.1,3
joaquin-pereyra,19,18,405000,73.1,2
joaquin-pereyra,17,16,450000,73.1,1
jose-alvarez,23,17,135000,73.1,3
jose-alvarez,22,17,135000,73.1,2
jose-alvarez,18,13,90000,73.1,1
leandro-ezquerra,31,17,135000,73.1,11
leandro-ezquerra,30,16,214000,73.1,10
leandro-ezquerra,29,15,293000,73.1,9
leandro-ezquerra,28,14,225000,73.1,8
leandro-ezquerra,28,13,225000,73.1,7
leandro-ezquerra,27,13,225000,73.1,6
leandro-ezquerra,26,12,225000,73.1,5
leandro-ezquerra,25,11,225000,73.1,4
leandro-ezquerra,24,10,270000,73.1,3
leandro-ezquerra,23,9,360000,73.1,2
leandro-ezquerra,18,4,360000,73.1,1
leandro-santos,36,19,180000,73.1,10
leandro-santos,35,19,180000,73.1,9
leandro-santos,34,18,180000,73.1,8
leandro-santos,32,16,180000,73.1,7
leandro-santos,32,15,158000,73.1,6
leandro-santos,31,15,68000,73.1,5
leandro-santos,30,14,68000,73.1,4
leandro-santos,29,13,68000,73.1,3
leandro-santos,28,12,68000,73.1,2
leandro-santos,25,9,68000,73.1,1
leandro-otormin,22,18,315000,73.1,5
leandro-otormin,21,17,315000,73.1,4
leandro-otormin,21,16,405000,73.1,3
leandro-otormin,20,16,405000,73.1,2
leandro-otormin,19,15,390000,73.1,1
marcelo-allende,20,19,360000,73.1,4
marcelo-allende,19,17,720000,73.1,3
marcelo-allende,18,17,720000,73.1,2
marcelo-allende,17,16,720000,73.1,1
mathias-cubero,16,10,180000,73.1,1
matias-coccaro,20,18,270000,73.1,2
matias-coccaro,19,17,90000,73.1,1
matias-santos,25,19,180000,73.1,4
matias-santos,24,18,450000,73.1,3
matias-santos,23,17,720000,73.1,2
matias-santos,18,12,1080000,73.1,1
oscar-piris,29,18,180000,73.1,2
oscar-piris,27,16,180000,73.1,1
renzo-rolfo,23,19,180000,73.1,4
renzo-rolfo,23,18,180000,73.1,3
renzo-rolfo,22,18,180000,73.1,2
renzo-rolfo,21,17,112500,73.1,1
rodrigo-de-olivera,24,19,180000,73.1,8
rodrigo-de-olivera,23,18,180000,73.1,7
rodrigo-de-olivera,23,17,180000,73.1,6
rodrigo-de-olivera,22,17,203000,73.1,5
rodrigo-de-olivera,21,16,218000,73.1,4
rodrigo-de-olivera,20,15,248000,73.1,3
rodrigo-de-olivera,18,13,248000,73.1,2
rodrigo-de-olivera,17,12,248000,73.1,1
santiago-scotto,20,17,56500,73.1,1
sergio-blanco,34,15,45000,73.1,14
sergio-blanco,33,15,135000,73.1,13
sergio-blanco,33,14,180000,73.1,12
sergio-blanco,32,14,180000,73.1,11
sergio-blanco,31,13,180000,73.1,10
sergio-blanco,30,12,810000,73.1,9
sergio-blanco,29,11,840000,73.1,8
sergio-blanco,28,10,900000,73.1,7
sergio-blanco,26,8,270000,73.1,6
sergio-blanco,25,7,270000,73.1,5
sergio-blanco,24,6,270000,73.1,4
sergio-blanco,22,4,270000,73.1,3
sergio-blanco,21,3,270000,73.1,2
sergio-blanco,19,1,270000,73.1,1
yonatthan-rak,24,16,180000,73.1,4
yonatthan-rak,23,16,90000,73.1,3
yonatthan-rak,22,15,203000,73.1,2
yonatthan-rak,19,12,203000,73.1,1
adrian-colombino,18,11,810000,73.1,1
brandon-barrera,17,16,810000,73.1,1
damian-macaluso,36,16,45000,73.1,12
damian-macaluso,35,15,68000,73.1,11
damian-macaluso,32,12,90000,73.1,10
damian-macaluso,31,11,1080000,73.1,9
damian-macaluso,30,10,1080000,73.1,8
damian-macaluso,26,6,1080000,73.1,7
damian-macaluso,25,5,270000,73.1,6
damian-macaluso,24,4,270000,73.1,5
damian-macaluso,23,3,270000,73.1,4
damian-macaluso,21,1,270000,73.1,3
damian-macaluso,20,0,270000,73.1,2
damian-macaluso,19,99,270000,73.1,1
darwin-torres,28,19,293000,73.1,7
darwin-torres,26,17,293000,73.1,6
darwin-torres,25,16,540000,73.1,5
darwin-torres,23,14,540000,73.1,4
darwin-torres,23,13,383000,73.1,3
darwin-torres,22,13,360000,73.1,2
darwin-torres,20,11,360000,73.1,1
diego-riolfo,26,16,630000,73.1,3
diego-riolfo,23,13,405000,73.1,2
diego-riolfo,22,12,180000,73.1,1
renzo-lopez,26,20,293000,73.1,11
renzo-lopez,26,19,360000,73.1,10
renzo-lopez,25,19,360000,73.1,9
renzo-lopez,24,18,360000,73.1,8
renzo-lopez,24,17,180000,73.1,7
renzo-lopez,23,17,180000,73.1,6
renzo-lopez,22,16,191500,73.1,5
renzo-lopez,21,15,225000,73.1,4
renzo-lopez,20,14,158000,73.1,3
renzo-lopez,19,13,158000,73.1,2
renzo-lopez,18,12,158000,73.1,1
gaston-bueno,32,17,90000,73.1,7
gaston-bueno,28,13,135000,73.1,6
gaston-bueno,26,11,360000,73.1,5
gaston-bueno,25,10,248000,73.1,4
gaston-bueno,24,9,248000,73.1,3
gaston-bueno,22,7,248000,73.1,2
gaston-bueno,20,5,248000,73.1,1
geronimo-bortagaray,20,20,135000,73.1,2
geronimo-bortagaray,19,19,135000,73.1,1
gonzalo-reyes,25,20,180000,73.1,2
gonzalo-reyes,24,19,180000,73.1,1
hernan-petryk,26,20,315000,73.1,5
hernan-petryk,25,19,225000,73.1,4
hernan-petryk,24,18,315000,73.1,3
hernan-petryk,22,16,255000,73.1,2
hernan-petryk,18,12,405000,73.1,1
ignacio-de-arruabarrena,18,15,90000,73.1,1
ignacio-gonzalez,28,19,326500,73.1,8
ignacio-gonzalez,27,18,360000,73.1,7
ignacio-gonzalez,26,17,450000,73.1,6
ignacio-gonzalez,23,14,720000,73.1,5
ignacio-gonzalez,23,13,360000,73.1,4
ignacio-gonzalez,22,13,360000,73.1,3
ignacio-gonzalez,21,12,180000,73.1,2
ignacio-gonzalez,19,10,180000,73.1,1
ignacio-lores,27,18,375000,73.1,8
ignacio-lores,26,17,360000,73.1,7
ignacio-lores,24,15,360000,73.1,6
ignacio-lores,23,14,630000,73.1,5
ignacio-lores,22,13,1230000,73.1,4
ignacio-lores,21,12,1980000,73.1,3
ignacio-lores,20,11,1980000,73.1,2
ignacio-lores,19,10,360000,73.1,1
joaquin-noy,27,20,158000,73.1,10
joaquin-noy,27,19,495000,73.1,9
joaquin-noy,26,19,630000,73.1,8
joaquin-noy,25,18,315000,73.1,7
joaquin-noy,24,17,360000,73.1,6
joaquin-noy,23,16,360000,73.1,5
joaquin-noy,22,15,360000,73.1,4
joaquin-noy,21,14,360000,73.1,3
joaquin-noy,20,13,360000,73.1,2
joaquin-noy,19,12,360000,73.1,1
jonathan-barboza,28,18,630000,73.1,6
jonathan-barboza,27,17,675000,73.1,5
jonathan-barboza,25,15,540000,73.1,4
jonathan-barboza,24,14,270000,73.1,3
jonathan-barboza,21,11,405000,73.1,2
jonathan-barboza,20,10,405000,73.1,1
juan-izquierdo,22,19,180000,73.1,2
juan-izquierdo,20,17,68000,73.1,1
leonardo-pais,25,19,225000,73.1,3
leonardo-pais,22,16,225000,73.1,2
leonardo-pais,18,12,293000,73.1,1
lucas-lopes,21,19,225000,73.1,1
mathias-acuna,26,19,270000,73.1,4
mathias-acuna,24,17,270000,73.1,3
mathias-acuna,22,15,315000,73.1,2
mathias-acuna,20,13,281500,73.1,1
mauro-mendez,18,17,315000,73.1,1
maximiliano-perez,23,18,203000,73.1,3
maximiliano-perez,22,17,180000,73.1,2
maximiliano-perez,21,16,68000,73.1,1
rodrigo-pastorini,30,20,315000,73.1,11
rodrigo-pastorini,29,19,405000,73.1,10
rodrigo-pastorini,27,17,405000,73.1,9
rodrigo-pastorini,26,16,360000,73.1,8
rodrigo-pastorini,25,15,360000,73.1,7
rodrigo-pastorini,24,14,360000,73.1,6
rodrigo-pastorini,23,13,675000,73.1,5
rodrigo-pastorini,22,12,180000,73.1,4
rodrigo-pastorini,21,11,180000,73.1,3
rodrigo-pastorini,20,10,203000,73.1,2
rodrigo-pastorini,18,8,360000,73.1,1
aaron-meijers,33,20,495000,75.64,6
aaron-meijers,25,12,495000,75.64,5
aaron-meijers,23,10,540000,75.64,4
aaron-meijers,19,6,293000,75.64,3
aaron-meijers,17,4,293000,75.64,2
aaron-meijers,15,2,293000,75.64,1
aleksandar-bjelica,25,19,225000,75.64,13
aleksandar-bjelica,23,17,517500,75.64,12
aleksandar-bjelica,22,16,1080000,75.64,11
aleksandar-bjelica,21,15,135000,75.64,10
aleksandar-bjelica,21,14,124000,75.64,9
aleksandar-bjelica,20,14,113000,75.64,8
aleksandar-bjelica,19,13,101500,75.64,7
aleksandar-bjelica,18,12,90000,75.64,6
aleksandar-bjelica,17,11,90000,75.64,5
aleksandar-bjelica,16,10,90000,75.64,4
aleksandar-bjelica,15,9,90000,75.64,3
aleksandar-bjelica,14,8,90000,75.64,2
aleksandar-bjelica,10,4,90000,75.64,1
atilla-agirman,17,19,90000,75.64,4
atilla-agirman,16,18,90000,75.64,3
atilla-agirman,15,17,90000,75.64,2
atilla-agirman,13,15,90000,75.64,1
benjamin-reemst,17,17,90000,75.64,2
benjamin-reemst,16,16,90000,75.64,1
bienvenue-matabaro,16,19,90000,75.64,2
bienvenue-matabaro,15,18,90000,75.64,1
bram-wennekers,19,19,90000,75.64,2
bram-wennekers,18,18,90000,75.64,1
cain-seedorf,17,17,90000,75.64,3
cain-seedorf,15,15,90000,75.64,2
cain-seedorf,14,14,90000,75.64,1
carlo-de-gelder,17,18,90000,75.64,3
carlo-de-gelder,16,17,90000,75.64,2
carlo-de-gelder,10,11,90000,75.64,1
crysencio-summerville,18,19,1080000,75.64,3
crysencio-summerville,17,18,120333.3333,75.64,2
crysencio-summerville,16,17,23000,75.64,1
daan-hartemink,17,18,23000,75.64,3
daan-hartemink,16,17,23000,75.64,2
daan-hartemink,12,13,23000,75.64,1
danny-bakker,25,20,585000,75.64,5
danny-bakker,18,13,585000,75.64,4
danny-bakker,17,12,45000,75.64,3
danny-bakker,16,11,45000,75.64,2
danny-bakker,12,7,45000,75.64,1
dante-roethof,17,18,45000,75.64,3
dante-roethof,16,17,45000,75.64,2
dante-roethof,11,12,45000,75.64,1
dave-star,16,19,45000,75.64,3
dave-star,15,18,45000,75.64,2
dave-star,14,17,45000,75.64,1
david-van-de-riet,17,19,45000,75.64,2
david-van-de-riet,16,18,45000,75.64,1
dehninio-muringen,21,20,45000,75.64,6
dehninio-muringen,20,19,45000,75.64,5
dehninio-muringen,19,18,45000,75.64,4
dehninio-muringen,17,16,45000,75.64,3
dehninio-muringen,16,15,45000,75.64,2
dehninio-muringen,9,8,45000,75.64,1
dion-malone,29,18,495000,75.64,9
dion-malone,28,17,630000,75.64,8
dion-malone,23,12,630000,75.64,7
dion-malone,19,8,113000,75.64,6
dion-malone,18,7,113000,75.64,5
dion-malone,17,6,113000,75.64,4
dion-malone,16,5,113000,75.64,3
dion-malone,15,4,113000,75.64,2
dion-malone,14,3,113000,75.64,1
elson-hooi,26,17,428000,75.64,6
elson-hooi,25,16,157500,75.64,5
elson-hooi,24,15,255000,75.64,4
elson-hooi,21,12,450000,75.64,3
elson-hooi,19,10,450000,75.64,2
elson-hooi,17,8,450000,75.64,1
emre-ates,15,19,450000,75.64,1
erik-falkenburg,29,17,360000,75.64,10
erik-falkenburg,27,15,675000,75.64,9
erik-falkenburg,26,14,450000,75.64,8
erik-falkenburg,25,13,765000,75.64,7
erik-falkenburg,22,10,810000,75.64,6
erik-falkenburg,20,8,900000,75.64,5
erik-falkenburg,19,7,900000,75.64,4
erik-falkenburg,17,5,900000,75.64,3
erik-falkenburg,15,3,900000,75.64,2
erik-falkenburg,13,1,900000,75.64,1
evan-rottier,17,19,900000,75.64,3
evan-rottier,16,18,900000,75.64,2
evan-rottier,13,15,900000,75.64,1
faissal-zefri,17,19,900000,75.64,3
faissal-zefri,16,18,900000,75.64,2
faissal-zefri,14,16,900000,75.64,1
george-thomas,22,19,225000,75.64,5
george-thomas,21,18,450000,75.64,4
george-thomas,20,17,450000,75.64,3
george-thomas,19,15,225000,75.64,2
george-thomas,18,15,68000,75.64,1
hidde-van-den-ende,19,18,68000,75.64,4
hidde-van-den-ende,17,16,68000,75.64,3
hidde-van-den-ende,16,15,68000,75.64,2
hidde-van-den-ende,9,8,68000,75.64,1
hugo-botermans,20,20,180000,75.64,5
hugo-botermans,19,19,180000,75.64,4
hugo-botermans,17,17,180000,75.64,3
hugo-botermans,16,16,180000,75.64,2
hugo-botermans,15,15,180000,75.64,1
hugo-wentges,17,19,180000,75.64,2
hugo-wentges,16,18,180000,75.64,1
jamal-amofa,19,18,180000,75.64,7
jamal-amofa,18,17,180000,75.64,6
jamal-amofa,16,15,180000,75.64,5
jamal-amofa,15,14,180000,75.64,4
jamal-amofa,12,11,180000,75.64,3
jamal-amofa,11,10,180000,75.64,2
jamal-amofa,10,9,180000,75.64,1
jean-fritz-boom,19,19,180000,75.64,3
jean-fritz-boom,17,17,180000,75.64,2
jean-fritz-boom,16,16,180000,75.64,1
john-goossens,28,16,360000,75.64,9
john-goossens,27,15,405000,75.64,8
john-goossens,27,14,675000,75.64,7
john-goossens,26,14,900000,75.64,6
john-goossens,24,12,900000,75.64,5
john-goossens,21,9,900000,75.64,4
john-goossens,18,6,900000,75.64,3
john-goossens,17,5,900000,75.64,2
john-goossens,16,4,900000,75.64,1
jordan-spence,29,19,405000,75.64,11
jordan-spence,27,17,450000,75.64,10
jordan-spence,26,16,225000,75.64,9
jordan-spence,24,14,225000,75.64,8
jordan-spence,23,13,225000,75.64,7
jordan-spence,22,12,450000,75.64,6
jordan-spence,21,11,450000,75.64,5
jordan-spence,20,10,45000,75.64,4
jordan-spence,19,9,270000,75.64,3
jordan-spence,19,8,45000,75.64,2
jordan-spence,18,8,45000,75.64,1
julien-van-nes,16,17,45000,75.64,1
keyennu-lont,19,19,68000,75.64,4
keyennu-lont,17,17,68000,75.64,3
keyennu-lont,16,16,68000,75.64,2
keyennu-lont,12,12,68000,75.64,1
kilian-nikiema,16,19,68000,75.64,2
kilian-nikiema,13,16,68000,75.64,1
killian-van-mil,19,18,68000,75.64,3
killian-van-mil,18,17,68000,75.64,2
killian-van-mil,16,15,68000,75.64,1
lance-duijvestijn,20,19,23000,75.64,5
lance-duijvestijn,19,18,23000,75.64,4
lance-duijvestijn,17,16,23000,75.64,3
lance-duijvestijn,15,14,23000,75.64,2
lance-duijvestijn,10,9,23000,75.64,1
lars-wassenaar,16,19,23000,75.64,3
lars-wassenaar,14,17,23000,75.64,2
lars-wassenaar,9,12,23000,75.64,1
laurens-de-bock,27,20,630000,75.64,5
laurens-de-bock,26,19,697500,75.64,4
laurens-de-bock,25,18,900000,75.64,3
laurens-de-bock,20,13,1890000,75.64,2
laurens-de-bock,16,9,1350000,75.64,1
lex-immers,31,17,360000,75.64,5
lex-immers,30,16,1575000,75.64,4
lex-immers,26,12,1800000,75.64,3
lex-immers,21,7,1350000,75.64,2
lex-immers,19,5,1350000,75.64,1
lorenzo-van-kleef,19,20,158000,75.64,4
lorenzo-van-kleef,18,19,68000,75.64,3
lorenzo-van-kleef,17,18,68000,75.64,2
lorenzo-van-kleef,15,16,68000,75.64,1
luuk-brand,19,19,68000,75.64,3
luuk-brand,17,17,68000,75.64,2
luuk-brand,16,16,68000,75.64,1
luuk-koopmans,25,19,428000,75.64,7
luuk-koopmans,24,18,315000,75.64,6
luuk-koopmans,21,15,180000,75.64,5
luuk-koopmans,18,12,90000,75.64,4
luuk-koopmans,17,11,90000,75.64,3
luuk-koopmans,16,10,90000,75.64,2
luuk-koopmans,15,9,90000,75.64,1
maarten-rieder,19,18,68000,75.64,2
maarten-rieder,17,16,68000,75.64,1
mark-duffy,34,19,405000,75.64,10
mark-duffy,31,16,450000,75.64,9
mark-duffy,30,15,315000,75.64,8
mark-duffy,29,14,315000,75.64,7
mark-duffy,28,13,315000,75.64,6
mark-duffy,26,11,90000,75.64,5
mark-duffy,24,9,45000,75.64,4
mark-duffy,22,7,45000,75.64,3
mark-duffy,20,5,45000,75.64,2
mark-duffy,19,4,45000,75.64,1
mats-van-kins,19,18,90000,75.64,4
mats-van-kins,18,17,90000,75.64,3
mats-van-kins,17,16,90000,75.64,2
mats-van-kins,16,15,90000,75.64,1
michiel-kramer,29,18,1035000,75.64,8
michiel-kramer,26,15,1350000,75.64,7
michiel-kramer,24,13,2250000,75.64,6
michiel-kramer,20,9,360000,75.64,5
michiel-kramer,18,7,135000,75.64,4
michiel-kramer,17,6,135000,75.64,3
