name,age,season,mv,potential,transfer_no
sergio-escudero,24,13,2700000,82.51,3
sergio-escudero,21,10,900000,82.51,2
sergio-escudero,19,8,900000,82.51,1
sergio-reguilon,22,19,22500000,82.51,7
sergio-reguilon,21,18,13500000,82.51,6
sergio-reguilon,20,17,270000,82.51,5
sergio-reguilon,19,16,270000,82.51,4
sergio-reguilon,18,15,180000,82.51,3
sergio-reguilon,17,14,180000,82.51,2
sergio-reguilon,16,13,180000,82.51,1
tomas-vaclik,25,14,3600000,82.51,4
tomas-vaclik,23,12,1800000,82.51,3
tomas-vaclik,21,10,810000,82.51,2
tomas-vaclik,18,7,45000,82.51,1
bono,28,19,2700000,82.51,5
bono,25,16,4500000,82.51,4
bono,23,14,540000,82.51,3
bono,21,12,540000,82.51,2
bono,19,10,540000,82.51,1
alessandro-florenzi,29,20,10800000,82.51,3
alessandro-florenzi,21,12,13800000,82.51,2
alessandro-florenzi,20,11,1350000,82.51,1
carlos-soler,18,15,360000,82.51,2
carlos-soler,17,14,360000,82.51,1
cristiano-piccini,28,20,3600000,82.51,8
cristiano-piccini,26,18,5400000,82.51,7
cristiano-piccini,25,17,6750000,82.51,6
cristiano-piccini,23,15,2700000,82.51,5
cristiano-piccini,22,14,675000,82.51,4
cristiano-piccini,21,13,720000,82.51,3
cristiano-piccini,20,12,607500,82.51,2
cristiano-piccini,19,11,450000,82.51,1
dani-parejo,22,11,18000000,82.51,6
dani-parejo,20,9,7200000,82.51,5
dani-parejo,20,8,450000,82.51,4
dani-parejo,19,8,450000,82.51,3
dani-parejo,18,7,90000,82.51,2
dani-parejo,17,6,90000,82.51,1
daniel-wass,26,15,13500000,82.51,6
daniel-wass,23,12,4500000,82.51,5
daniel-wass,22,11,2700000,82.51,4
daniel-wass,21,9,2250000,82.51,3
daniel-wass,20,9,675000,82.51,2
daniel-wass,19,8,900000,82.51,1
denis-cheryshev,27,18,5400000,82.51,9
denis-cheryshev,25,16,7200000,82.51,8
denis-cheryshev,24,15,9000000,82.51,7
denis-cheryshev,23,14,9000000,82.51,6
denis-cheryshev,22,13,2700000,82.51,5
denis-cheryshev,17,8,5850000,82.51,4
denis-cheryshev,15,6,5850000,82.51,3
denis-cheryshev,11,2,5850000,82.51,2
denis-cheryshev,9,0,5850000,82.51,1
eliaquim-mangala,27,18,9000000,82.51,6
eliaquim-mangala,26,17,13500000,82.51,5
eliaquim-mangala,25,16,13500000,82.51,4
eliaquim-mangala,23,14,20700000,82.51,3
eliaquim-mangala,20,11,25200000,82.51,2
eliaquim-mangala,18,9,4500000,82.51,1
ezequiel-garay,30,16,4320000,82.51,7
ezequiel-garay,28,14,18000000,82.51,6
ezequiel-garay,25,11,18000000,82.51,5
ezequiel-garay,23,9,9000000,82.51,4
ezequiel-garay,22,8,10800000,82.51,3
ezequiel-garay,20,6,9000000,82.51,2
ezequiel-garay,18,4,270000,82.51,1
ferran-torres,18,18,40500000,82.51,3
ferran-torres,17,17,900000,82.51,2
ferran-torres,16,16,900000,82.51,1
francis-coquelin,27,18,12600000,82.51,10
francis-coquelin,24,14,10800000,82.51,9
francis-coquelin,23,14,2700000,82.51,8
francis-coquelin,22,13,2700000,82.51,7
francis-coquelin,20,11,3600000,82.51,6
francis-coquelin,19,10,1170000,82.51,5
francis-coquelin,18,9,180000,82.51,4
francis-coquelin,17,8,180000,82.51,3
francis-coquelin,15,6,180000,82.51,2
francis-coquelin,14,5,180000,82.51,1
geoffrey-kondogbia,25,18,15750000,82.51,7
geoffrey-kondogbia,24,17,27000000,82.51,6
geoffrey-kondogbia,22,15,16200000,82.51,5
geoffrey-kondogbia,20,13,14400000,82.51,4
geoffrey-kondogbia,19,12,13500000,82.51,3
geoffrey-kondogbia,18,11,2700000,82.51,2
geoffrey-kondogbia,17,10,2700000,82.51,1
goncalo-guedes,20,17,36000000,82.51,6
goncalo-guedes,18,15,11700000,82.51,5
goncalo-guedes,17,14,8100000,82.51,4
goncalo-guedes,15,12,8100000,82.51,3
goncalo-guedes,14,11,8100000,82.51,2
goncalo-guedes,12,9,8100000,82.51,1
jasper-cillessen,27,16,16200000,82.51,7
jasper-cillessen,22,11,10800000,82.51,6
jasper-cillessen,21,10,1130000,82.51,5
jasper-cillessen,19,8,1130000,82.51,4
jasper-cillessen,17,6,1130000,82.51,3
jasper-cillessen,15,4,1130000,82.51,2
jasper-cillessen,12,1,1130000,82.51,1
jaume-costa,31,19,2880000,82.51,5
jaume-costa,24,12,3600000,82.51,4
jaume-costa,22,10,900000,82.51,3
jaume-costa,21,9,180000,82.51,2
jaume-costa,19,7,180000,82.51,1
jaume-domenech,23,13,180000,82.51,5
jaume-domenech,22,12,180000,82.51,4
jaume-domenech,21,11,180000,82.51,3
jaume-domenech,20,10,180000,82.51,2
jaume-domenech,19,9,180000,82.51,1
jose-gaya,17,12,900000,82.51,1
kevin-gameiro,29,16,18000000,82.51,5
kevin-gameiro,26,13,18000000,82.51,4
kevin-gameiro,24,11,9000000,82.51,3
kevin-gameiro,21,8,12150000,82.51,2
kevin-gameiro,18,5,1620000,82.51,1
luka-velikic,18,19,12150000,82.51,1
manu-vallejo,21,18,4500000,82.51,3
manu-vallejo,18,15,4500000,82.51,2
manu-vallejo,17,14,4500000,82.51,1
mouctar-diakhaby,19,16,9000000,82.51,2
mouctar-diakhaby,17,14,9000000,82.51,1
ruben-sobrino,25,17,2700000,82.51,7
ruben-sobrino,24,16,450000,82.51,6
ruben-sobrino,23,15,360000,82.51,5
ruben-sobrino,22,14,450000,82.51,4
ruben-sobrino,21,13,450000,82.51,3
ruben-sobrino,19,11,450000,82.51,2
ruben-sobrino,17,9,450000,82.51,1
thierry-correia,19,18,360000,82.51,4
thierry-correia,17,16,360000,82.51,3
thierry-correia,15,14,360000,82.51,2
thierry-correia,13,12,360000,82.51,1
alberto-moreno,22,14,8100000,82.51,3
alberto-moreno,21,13,13500000,82.51,2
alberto-moreno,19,11,180000,82.51,1
omar-fernandez,21,14,675000,82.51,3
omar-fernandez,20,13,675000,82.51,2
omar-fernandez,19,12,675000,82.51,1
carlos-bacca,31,17,9000000,82.51,8
carlos-bacca,29,15,16200000,82.51,7
carlos-bacca,27,13,22500000,82.51,6
carlos-bacca,26,12,7200000,82.51,5
carlos-bacca,23,8,1800000,82.51,4
carlos-bacca,22,8,1800000,82.51,3
carlos-bacca,21,7,1800000,82.51,2
carlos-bacca,20,6,1800000,82.51,1
gerard-moreno,23,15,18000000,82.51,8
gerard-moreno,22,14,3600000,82.51,7
gerard-moreno,21,13,1800000,82.51,6
gerard-moreno,20,12,450000,82.51,5
gerard-moreno,19,11,450000,82.51,4
gerard-moreno,18,10,450000,82.51,3
gerard-moreno,15,7,450000,82.51,2
gerard-moreno,9,1,450000,82.51,1
javi-ontiveros,23,20,6300000,82.51,8
javi-ontiveros,22,19,6300000,82.51,7
javi-ontiveros,21,18,5400000,82.51,6
javi-ontiveros,19,16,2250000,82.51,5
javi-ontiveros,18,15,2250000,82.51,4
javi-ontiveros,17,14,2250000,82.51,3
javi-ontiveros,13,10,2250000,82.51,2
javi-ontiveros,11,8,2250000,82.51,1
manu-morlanes,21,20,1620000,82.51,5
manu-morlanes,20,19,1620000,82.51,4
manu-morlanes,18,17,900000,82.51,3
manu-morlanes,17,16,45000,82.51,2
manu-morlanes,13,12,45000,82.51,1
manu-trigueros,19,10,270000,82.51,3
manu-trigueros,17,8,270000,82.51,2
manu-trigueros,16,7,270000,82.51,1
mariano-barbosa,31,15,270000,82.51,8
mariano-barbosa,30,14,720000,82.51,7
mariano-barbosa,26,10,1080000,82.51,6
mariano-barbosa,25,9,900000,82.51,5
mariano-barbosa,24,8,840000,82.51,4
mariano-barbosa,23,7,1080000,82.51,3
mariano-barbosa,21,5,1980000,82.51,2
mariano-barbosa,18,2,1980000,82.51,1
mario-gaspar,17,8,900000,82.51,2
mario-gaspar,16,7,900000,82.51,1
paco-alcacer,26,19,37800000,82.51,9
paco-alcacer,25,18,33300000,82.51,8
paco-alcacer,23,16,13500000,82.51,7
paco-alcacer,20,13,22500000,82.51,6
paco-alcacer,19,12,1800000,82.51,5
paco-alcacer,18,11,2250000,82.51,4
paco-alcacer,17,10,2250000,82.51,3
paco-alcacer,16,9,2250000,82.51,2
paco-alcacer,12,5,2250000,82.51,1
pau-torres,21,18,3600000,82.51,2
pau-torres,19,16,450000,82.51,1
raul-albiol,28,13,4500000,82.51,6
raul-albiol,24,9,7200000,82.51,5
raul-albiol,20,5,8100000,82.51,4
raul-albiol,19,4,720000,82.51,3
raul-albiol,18,3,720000,82.51,2
raul-albiol,17,2,720000,82.51,1
ruben-pena,25,16,9000000,82.51,5
ruben-pena,23,14,360000,82.51,4
ruben-pena,22,13,180000,82.51,3
ruben-pena,21,12,180000,82.51,2
ruben-pena,19,10,180000,82.51,1
santi-cazorla,33,18,2250000,82.51,8
santi-cazorla,27,12,2250000,82.51,7
santi-cazorla,26,11,18000000,82.51,6
santi-cazorla,22,7,16200000,82.51,5
santi-cazorla,21,6,3150000,82.51,4
santi-cazorla,19,4,360000,82.51,3
santi-cazorla,18,3,360000,82.51,2
santi-cazorla,16,1,360000,82.51,1
sergio-asenjo,24,13,4500000,82.51,4
sergio-asenjo,22,11,2250000,82.51,3
sergio-asenjo,20,9,4500000,82.51,2
sergio-asenjo,17,6,3600000,82.51,1
soufiane-chakla,26,19,225000,82.51,6
soufiane-chakla,25,18,225000,82.51,5
soufiane-chakla,24,17,225000,82.51,4
soufiane-chakla,23,16,225000,82.51,3
soufiane-chakla,22,15,180000,82.51,2
soufiane-chakla,21,14,90000,82.51,1
vicente-iborra,29,17,8100000,82.51,4
vicente-iborra,25,13,8100000,82.51,3
vicente-iborra,20,8,3600000,82.51,2
vicente-iborra,19,7,3600000,82.51,1
xavi-quintilla,24,20,3150000,82.51,7
xavi-quintilla,23,19,3600000,82.51,6
xavi-quintilla,21,17,900000,82.51,5
xavi-quintilla,20,16,270000,82.51,4
xavi-quintilla,19,15,180000,82.51,3
xavi-quintilla,16,12,180000,82.51,2
xavi-quintilla,13,9,180000,82.51,1
adrian-vera,27,18,180000,77.09,10
adrian-vera,26,17,180000,77.09,9
adrian-vera,25,16,180000,77.09,8
adrian-vera,24,15,225000,77.09,7
adrian-vera,20,11,225000,77.09,6
adrian-vera,20,10,225000,77.09,5
adrian-vera,19,10,225000,77.09,4
adrian-vera,18,9,225000,77.09,3
adrian-vera,18,8,225000,77.09,2
adrian-vera,17,8,225000,77.09,1
agustin-cejas,-10,81,225000,77.09,5
agustin-cejas,-14,77,225000,77.09,4
agustin-cejas,-16,75,225000,77.09,3
agustin-cejas,-21,70,225000,77.09,2
agustin-cejas,-29,62,225000,77.09,1
cain-fara,25,19,90000,77.09,5
cain-fara,24,18,90000,77.09,4
cain-fara,23,17,90000,77.09,3
cain-fara,22,16,90000,77.09,2
cain-fara,21,15,90000,77.09,1
emiliano-ferrer,21,16,90000,77.09,1
hugo-rodriguez,30,15,90000,77.09,7
hugo-rodriguez,27,12,180000,77.09,6
hugo-rodriguez,26,11,180000,77.09,5
hugo-rodriguez,25,10,180000,77.09,4
hugo-rodriguez,23,8,45000,77.09,3
hugo-rodriguez,22,7,45000,77.09,2
hugo-rodriguez,19,4,45000,77.09,1
fabian-assmann,31,17,225000,77.09,7
fabian-assmann,30,16,360000,77.09,6
fabian-assmann,29,15,360000,77.09,5
fabian-assmann,28,14,360000,77.09,4
fabian-assmann,24,10,360000,77.09,3
fabian-assmann,23,9,1800000,77.09,2
fabian-assmann,21,7,2700000,77.09,1
facundo-bertoglio,29,19,293000,77.09,9
facundo-bertoglio,28,18,450000,77.09,8
facundo-bertoglio,26,16,855000,77.09,7
facundo-bertoglio,25,15,720000,77.09,6
facundo-bertoglio,24,14,540000,77.09,5
facundo-bertoglio,23,13,450000,77.09,4
facundo-bertoglio,22,12,450000,77.09,3
facundo-bertoglio,20,10,1080000,77.09,2
facundo-bertoglio,19,9,3600000,77.09,1
facundo-fernandez,26,11,225000,77.09,3
facundo-fernandez,25,10,225000,77.09,2
facundo-fernandez,20,5,225000,77.09,1
facundo-tobares,18,18,225000,77.09,1
federico-andrada,24,18,450000,77.09,8
federico-andrada,24,17,1485000,77.09,7
federico-andrada,23,17,1620000,77.09,6
federico-andrada,22,16,810000,77.09,5
federico-andrada,22,15,900000,77.09,4
federico-andrada,21,15,900000,77.09,3
federico-andrada,20,14,900000,77.09,2
federico-andrada,19,13,1130000,77.09,1
federico-gino,25,18,473000,77.09,5
federico-gino,24,17,248000,77.09,4
federico-gino,23,16,450000,77.09,3
federico-gino,22,15,630000,77.09,2
federico-gino,20,13,675000,77.09,1
fernando-asmar,20,19,630000,77.09,1
fernando-evangelista,28,19,270000,77.09,6
fernando-evangelista,27,18,675000,77.09,5
fernando-evangelista,26,17,607500,77.09,4
fernando-evangelista,23,14,405000,77.09,3
fernando-evangelista,22,13,90000,77.09,2
fernando-evangelista,21,12,90000,77.09,1
francisco-grahl,26,18,315000,77.09,7
francisco-grahl,25,17,270000,77.09,6
francisco-grahl,24,16,270000,77.09,5
francisco-grahl,22,14,270000,77.09,4
francisco-grahl,21,13,270000,77.09,3
francisco-grahl,18,10,270000,77.09,2
francisco-grahl,16,8,270000,77.09,1
gaston-gil-romero,26,19,293000,77.09,7
gaston-gil-romero,25,18,225000,77.09,6
gaston-gil-romero,25,17,450000,77.09,5
gaston-gil-romero,24,17,450000,77.09,4
gaston-gil-romero,24,16,450000,77.09,3
gaston-gil-romero,23,16,765000,77.09,2
gaston-gil-romero,19,12,1580000,77.09,1
gonzalo-veron,29,19,315000,77.09,6
gonzalo-veron,28,18,450000,77.09,5
gonzalo-veron,28,17,540000,77.09,4
gonzalo-veron,25,15,540000,77.09,3
gonzalo-veron,22,12,900000,77.09,2
gonzalo-veron,19,9,45000,77.09,1
ignacio-artola,21,19,900000,77.09,1
jonatan-benedetti,22,19,900000,77.09,3
jonatan-benedetti,21,18,900000,77.09,2
jonatan-benedetti,20,17,900000,77.09,1
jonathan-farias,21,19,90000,77.09,2
jonathan-farias,19,17,90000,77.09,1
jonathan-zarate,26,18,90000,77.09,1
juan-jose-albornoz,34,15,158000,77.09,6
juan-jose-albornoz,31,12,270000,77.09,5
juan-jose-albornoz,29,10,270000,77.09,4
juan-jose-albornoz,27,8,158000,77.09,3
juan-jose-albornoz,21,2,158000,77.09,2
juan-jose-albornoz,-77,4,158000,77.09,1
jose-izquierdo,22,14,12600000,77.09,3
jose-izquierdo,21,13,270000,77.09,2
jose-izquierdo,18,10,270000,77.09,1
juan-hernandez,22,15,23000,77.09,2
juan-hernandez,19,12,23000,77.09,1
juan-romero,27,14,23000,77.09,5
juan-romero,24,11,23000,77.09,4
juan-romero,23,10,23000,77.09,3
juan-romero,22,9,23000,77.09,2
juan-romero,19,6,23000,77.09,1
leandro-maciel,23,19,360000,77.09,2
leandro-maciel,21,17,585000,77.09,1
leonel-galeano,27,18,585000,77.09,5
leonel-galeano,24,15,540000,77.09,4
leonel-galeano,23,14,720000,77.09,3
leonel-galeano,22,13,720000,77.09,2
leonel-galeano,18,9,1580000,77.09,1
lucas-di-yorio,23,19,90000,77.09,3
lucas-di-yorio,22,19,90000,77.09,2
lucas-di-yorio,19,16,135000,77.09,1
lucas-villalba,24,18,1620000,77.09,5
lucas-villalba,23,17,1130000,77.09,4
lucas-villalba,23,16,675000,77.09,3
lucas-villalba,22,16,675000,77.09,2
lucas-villalba,18,12,720000,77.09,1
luciano-pocrnjic,34,15,225000,77.09,5
luciano-pocrnjic,27,8,225000,77.09,4
luciano-pocrnjic,26,7,225000,77.09,3
luciano-pocrnjic,25,6,225000,77.09,2
luciano-pocrnjic,21,2,225000,77.09,1
luis-ingolotti,18,18,135000,77.09,1
marcos-miers,28,18,315000,77.09,8
marcos-miers,28,17,180000,77.09,7
marcos-miers,27,17,180000,77.09,6
marcos-miers,27,16,360000,77.09,5
marcos-miers,26,16,360000,77.09,4
marcos-miers,26,15,360000,77.09,3
marcos-miers,25,15,360000,77.09,2
marcos-miers,20,10,360000,77.09,1
mario-lopez,19,14,225000,77.09,1
matias-leiva,18,17,45000,77.09,1
nahuel-yeri,20,12,450000,77.09,2
nahuel-yeri,19,11,68000,77.09,1
nazareno-solis,26,20,450000,77.09,7
nazareno-solis,25,19,428000,77.09,6
nazareno-solis,24,18,765000,77.09,5
nazareno-solis,23,17,540000,77.09,4
nazareno-solis,22,16,900000,77.09,3
nazareno-solis,21,14,1080000,77.09,2
nazareno-solis,20,14,1080000,77.09,1
nicolas-bazzana,23,19,225000,77.09,3
nicolas-bazzana,22,18,68000,77.09,2
nicolas-bazzana,19,15,45000,77.09,1
pablo-becker,26,19,90000,77.09,5
pablo-becker,26,18,315000,77.09,4
pablo-becker,25,18,315000,77.09,3
pablo-becker,24,17,315000,77.09,2
pablo-becker,23,16,405000,77.09,1
pablo-sanchez,35,18,45000,77.09,9
pablo-sanchez,33,16,90000,77.09,8
pablo-sanchez,31,14,270000,77.09,7
pablo-sanchez,30,13,270000,77.09,6
pablo-sanchez,29,12,900000,77.09,5
pablo-sanchez,26,9,540000,77.09,4
pablo-sanchez,25,8,900000,77.09,3
pablo-sanchez,21,4,900000,77.09,2
pablo-sanchez,20,3,900000,77.09,1
ramiro-garay,19,16,90000,77.09,1
rodrigo-contreras,25,19,900000,77.09,11
rodrigo-contreras,24,19,900000,77.09,10
rodrigo-contreras,24,18,450000,77.09,9
rodrigo-contreras,23,18,450000,77.09,8
rodrigo-contreras,22,17,450000,77.09,7
rodrigo-contreras,22,16,420000,77.09,6
rodrigo-contreras,21,16,540000,77.09,5
rodrigo-contreras,21,15,810000,77.09,4
rodrigo-contreras,20,15,720000,77.09,3
rodrigo-contreras,19,14,68000,77.09,2
rodrigo-contreras,17,12,68000,77.09,1
rodrigo-garro,20,18,68000,77.09,1
roman-martinez,36,19,180000,77.09,11
roman-martinez,35,18,675000,77.09,10
roman-martinez,32,15,675000,77.09,9
roman-martinez,29,12,720000,77.09,8
roman-martinez,28,11,1350000,77.09,7
roman-martinez,27,10,900000,77.09,6
roman-martinez,26,9,1800000,77.09,5
roman-martinez,25,8,2700000,77.09,4
roman-martinez,23,6,1800000,77.09,3
roman-martinez,20,3,1620000,77.09,2
roman-martinez,17,0,1620000,77.09,1
santi-aragon,24,92,1620000,77.09,6
santi-aragon,23,91,1620000,77.09,5
santi-aragon,22,90,1620000,77.09,4
santi-aragon,21,89,1620000,77.09,3
santi-aragon,20,88,1620000,77.09,2
santi-aragon,19,87,1620000,77.09,1
sebastian-rincon,25,19,428000,77.09,7
sebastian-rincon,23,17,450000,77.09,6
sebastian-rincon,20,14,1800000,77.09,5
sebastian-rincon,20,13,68000,77.09,4
sebastian-rincon,18,12,68000,77.09,3
sebastian-rincon,17,11,68000,77.09,2
sebastian-rincon,16,10,68000,77.09,1
aaron-barquett,21,20,225000,77.09,2
aaron-barquett,20,19,225000,77.09,1
agustin-aleo,22,20,720000,77.09,3
agustin-aleo,21,19,810000,77.09,2
agustin-aleo,20,18,45000,77.09,1
carlos-quintana,28,16,1350000,77.09,7
carlos-quintana,26,14,720000,77.09,6
carlos-quintana,25,12,720000,77.09,5
carlos-quintana,24,12,720000,77.09,4
carlos-quintana,23,11,720000,77.09,3
carlos-quintana,22,10,720000,77.09,2
carlos-quintana,19,7,540000,77.09,1
damian-batallini,19,15,720000,77.09,1
kevin-salazar,23,19,585000,77.09,4
kevin-salazar,22,18,630000,77.09,3
kevin-salazar,21,17,630000,77.09,2
kevin-salazar,20,16,630000,77.09,1
diego-sosa,27,18,405000,77.09,5
diego-sosa,26,17,180000,77.09,4
diego-sosa,25,16,180000,77.09,3
diego-sosa,23,14,90000,77.09,2
diego-sosa,22,13,90000,77.09,1
edwar-lopez,24,18,450000,77.09,4
edwar-lopez,23,18,135000,77.09,3
edwar-lopez,22,17,135000,77.09,2
edwar-lopez,21,16,135000,77.09,1
elias-gomez,26,19,2700000,77.09,5
elias-gomez,25,18,2700000,77.09,4
elias-gomez,23,17,225000,77.09,3
elias-gomez,22,16,270000,77.09,2
elias-gomez,19,13,450000,77.09,1
esteban-rueda,21,17,135000,77.09,1
fausto-montero,28,16,225000,77.09,5
fausto-montero,26,14,225000,77.09,4
fausto-montero,25,13,45000,77.09,3
fausto-montero,22,10,45000,77.09,2
fausto-montero,21,9,45000,77.09,1
francis-mac-allister,22,17,1260000,77.09,4
francis-mac-allister,22,16,68000,77.09,3
francis-mac-allister,21,16,68000,77.09,2
francis-mac-allister,20,15,68000,77.09,1
franco-benitez,28,19,45000,77.09,6
franco-benitez,27,18,45000,77.09,5
franco-benitez,25,16,45000,77.09,4
franco-benitez,24,15,45000,77.09,3
franco-benitez,23,14,45000,77.09,2
franco-benitez,21,12,45000,77.09,1
franco-ibarra,18,19,45000,77.09,1
franco-moyano,22,19,1080000,77.09,3
franco-moyano,21,18,360000,77.09,2
franco-moyano,19,16,360000,77.09,1
franco-ramos-mingo,23,20,90000,77.09,2
franco-ramos-mingo,22,19,90000,77.09,1
gabriel-florentin,19,18,90000,77.09,1
gabriel-hauche,31,18,810000,77.09,7
gabriel-hauche,30,17,1080000,77.09,6
gabriel-hauche,28,15,1620000,77.09,5
gabriel-hauche,26,13,1350000,77.09,4
gabriel-hauche,23,10,1215000,77.09,3
gabriel-hauche,19,6,2880000,77.09,2
gabriel-hauche,18,5,2880000,77.09,1
gaston-veron,19,20,225000,77.09,1
ivan-colman,23,18,585000,77.09,2
ivan-colman,21,16,450000,77.09,1
jonathan-dominguez,28,15,113000,77.09,6
jonathan-dominguez,27,14,113000,77.09,5
jonathan-dominguez,26,13,113000,77.09,4
jonathan-dominguez,25,12,113000,77.09,3
jonathan-dominguez,24,11,113000,77.09,2
jonathan-dominguez,21,8,360000,77.09,1
jonathan-sandoval,26,13,292500,77.09,7
jonathan-sandoval,24,11,405000,77.09,6
jonathan-sandoval,23,9,158000,77.09,5
jonathan-sandoval,22,9,158000,77.09,4
jonathan-sandoval,22,8,158000,77.09,3
jonathan-sandoval,21,8,158000,77.09,2
jonathan-sandoval,18,5,158000,77.09,1
kevin-mac-allister,21,19,1080000,77.09,3
kevin-mac-allister,20,18,1800000,77.09,2
kevin-mac-allister,17,15,248000,77.09,1
leandro-finochietto,19,16,45000,77.09,1
marcos-angeleri,36,19,68000,77.09,7
marcos-angeleri,35,18,68000,77.09,6
marcos-angeleri,33,16,360000,77.09,5
marcos-angeleri,30,13,1350000,77.09,4
marcos-angeleri,29,12,450000,77.09,3
marcos-angeleri,27,10,450000,77.09,2
marcos-angeleri,19,2,3150000,77.09,1
mateo-coronel,21,19,450000,77.09,1
matias-caruzzo,34,18,630000,77.09,5
matias-caruzzo,31,15,675000,77.09,4
matias-caruzzo,30,14,630000,77.09,3
matias-caruzzo,26,10,630000,77.09,2
matias-caruzzo,22,6,1580000,77.09,1
matias-galarza,18,20,630000,77.09,1
matko-miljevic,18,19,1170000,77.09,1
maximiliano-centurion,20,19,810000,77.09,2
maximiliano-centurion,19,18,810000,77.09,1
miguel-acosta,19,17,90000,77.09,6
miguel-acosta,34,9,540000,77.09,5
miguel-acosta,32,7,540000,77.09,4
miguel-acosta,30,5,540000,77.09,3
miguel-acosta,24,99,540000,77.09,2
miguel-acosta,20,95,540000,77.09,1
miguel-torren,22,10,540000,77.09,3
miguel-torren,20,8,675000,77.09,2
miguel-torren,18,6,675000,77.09,1
alexander-barboza,23,18,4050000,77.09,5
alexander-barboza,22,17,3600000,77.09,4
alexander-barboza,21,16,1620000,77.09,3
alexander-barboza,21,15,1620000,77.09,2
alexander-barboza,20,15,1620000,77.09,1
nahuel-barragan,22,18,1620000,77.09,1
nicolas-forastiero,20,18,1620000,77.09,1
nicolas-silva,28,18,248000,77.09,5
nicolas-silva,27,17,248000,77.09,4
nicolas-silva,26,16,270000,77.09,3
nicolas-silva,24,14,270000,77.09,2
nicolas-silva,23,13,270000,77.09,1
augusto-alvarez,34,18,135000,77.09,10
augusto-alvarez,33,17,135000,77.09,9
augusto-alvarez,32,16,135000,77.09,8
augusto-alvarez,31,15,135000,77.09,7
augusto-alvarez,30,14,135000,77.09,6
augusto-alvarez,29,13,135000,77.09,5
augusto-alvarez,28,12,135000,77.09,4
augusto-alvarez,26,10,135000,77.09,3
augusto-alvarez,21,5,135000,77.09,2
augusto-alvarez,20,4,135000,77.09,1
tomas-andrade,23,20,653000,77.09,7
tomas-andrade,23,19,810000,77.09,6
tomas-andrade,22,19,810000,77.09,5
tomas-andrade,22,18,1130000,77.09,4
tomas-andrade,21,18,1130000,77.09,3
tomas-andrade,19,16,1130000,77.09,2
tomas-andrade,18,15,1130000,77.09,1
victorio-ramis,25,19,585000,77.09,3
victorio-ramis,23,17,1800000,77.09,2
victorio-ramis,20,14,540000,77.09,1
alejo-antilef,18,16,1800000,77.09,1
daniel-sappa,25,20,270000,77.09,3
daniel-sappa,24,19,270000,77.09,2
daniel-sappa,21,16,360000,77.09,1
emiliano-mendez,28,17,225000,77.09,6
emiliano-mendez,27,16,293000,77.09,5
emiliano-mendez,26,15,180000,77.09,4
emiliano-mendez,24,13,180000,77.09,3
emiliano-mendez,22,11,180000,77.09,2
emiliano-mendez,21,10,68000,77.09,1
emiliano-papa,34,16,270000,77.09,6
emiliano-papa,33,15,720000,77.09,5
emiliano-papa,26,8,1080000,77.09,4
emiliano-papa,25,7,1580000,77.09,3
emiliano-papa,24,6,1580000,77.09,2
emiliano-papa,20,2,1580000,77.09,1
ezequiel-cerica,32,18,135000,77.09,4
ezequiel-cerica,31,17,135000,77.09,3
ezequiel-cerica,28,14,135000,77.09,2
ezequiel-cerica,27,13,135000,77.09,1
ezequiel-piovi,28,20,540000,77.09,4
ezequiel-piovi,27,19,428000,77.09,3
ezequiel-piovi,24,16,270000,77.09,2
ezequiel-piovi,23,15,270000,77.09,1
ezequiel-rescaldani,27,19,473000,77.09,8
ezequiel-rescaldani,26,18,360000,77.09,7
ezequiel-rescaldani,25,17,450000,77.09,6
ezequiel-rescaldani,24,16,1310000,77.09,5
ezequiel-rescaldani,23,15,765000,77.09,4
ezequiel-rescaldani,22,14,810000,77.09,3
ezequiel-rescaldani,20,12,1980000,77.09,2
ezequiel-rescaldani,19,11,720000,77.09,1
fabio-pereyra,26,16,68000,77.09,4
fabio-pereyra,25,15,68000,77.09,3
fabio-pereyra,24,14,68000,77.09,2
fabio-pereyra,21,11,68000,77.09,1
federico-cataldi,21,17,68000,77.09,1
franco-sbuttoni,30,19,270000,77.09,6
franco-sbuttoni,28,17,180000,77.09,5
franco-sbuttoni,24,13,315000,77.09,4
franco-sbuttoni,23,12,315000,77.09,3
franco-sbuttoni,22,11,315000,77.09,2
franco-sbuttoni,21,10,315000,77.09,1
gonzalo-gomez,25,15,90000,77.09,1
jesus-soraire,26,16,315000,77.09,4
jesus-soraire,25,15,315000,77.09,3
jesus-soraire,24,14,315000,77.09,2
jesus-soraire,23,13,315000,77.09,1
jhonatan-candia,24,19,180000,77.09,3
jhonatan-candia,23,18,214000,77.09,2
jhonatan-candia,20,15,293000,77.09,1
joel-sonora,23,19,1170000,77.09,4
joel-sonora,23,18,180000,77.09,3
joel-sonora,22,18,180000,77.09,2
joel-sonora,20,16,135000,77.09,1
juan-castro,24,16,180000,77.09,2
juan-castro,21,13,180000,77.09,1
juan-manuel-garcia,25,18,293000,77.09,4
juan-manuel-garcia,24,17,293000,77.09,3
juan-manuel-garcia,23,16,293000,77.09,2
juan-manuel-garcia,21,14,293000,77.09,1
julio-sosa,19,18,293000,77.09,1
lautaro-parisi,26,20,293000,77.09,4
lautaro-parisi,25,19,293000,77.09,3
lautaro-parisi,24,18,315000,77.09,2
lautaro-parisi,22,16,315000,77.09,1
leonardo-marchi,22,18,68000,77.09,2
