name,age,date,mv
jakob-johansson,25,15,1800000
jakob-johansson,17,7,2250000
james-lea-siliki,21,17,135000
james-lea-siliki,18,14,135000
james-lea-siliki,17,13,135000
james-lea-siliki,15,11,135000
jeremy-gelin,24,21,4050000
jeremy-gelin,23,20,4320000
jeremy-gelin,20,17,135000
jeremy-gelin,17,14,4320000
jeremy-morel,36,20,225000
jeremy-morel,35,19,225000
jeremy-morel,31,15,1350000
jeremy-morel,27,11,2970000
jeremy-morel,18,2,1350000
jonas-martin,29,19,4500000
jonas-martin,27,17,2250000
jonas-martin,26,16,2700000
jonas-martin,22,12,270000
jonas-martin,21,11,180000
jonas-martin,20,10,270000
jordan-siebatcheu,25,21,3150000
jordan-siebatcheu,24,20,3150000
jordan-siebatcheu,22,18,2250000
jordan-siebatcheu,21,17,947500
jordan-siebatcheu,19,15,1130000
jordan-siebatcheu,18,14,1130000
joris-gnagnon,23,20,4320000
joris-gnagnon,22,19,5400000
joris-gnagnon,21,18,13500000
joris-gnagnon,19,16,135000
joris-gnagnon,18,15,13500000
kevin-galisson,18,20,13500000
lorenz-assignon,19,19,13500000
lucas-da-cunha,20,21,1620000
lucas-da-cunha,19,20,1620000
lucas-da-cunha,18,19,1620000
lucas-da-cunha,17,18,1620000
malamine-doumbouya,20,20,1620000
malamine-doumbouya,18,18,1620000
malo-samson,19,20,1620000
matheo-crocq,18,20,1620000
mathis-picouleau,20,20,1620000
mathis-picouleau,18,18,1620000
metehan-guclu,22,21,450000
metehan-guclu,21,20,405000
metehan-guclu,20,19,405000
metehan-guclu,18,17,405000
metehan-guclu,17,16,405000
metehan-guclu,15,14,405000
metehan-guclu,13,12,405000
pepe-bonet,16,19,405000
rafik-guitane,22,21,2430000
rafik-guitane,21,20,2430000
rafik-guitane,19,18,1590000
rafik-guitane,17,16,135000
rafik-guitane,16,15,135000
rafik-guitane,14,13,135000
rayane-doucoure,18,19,135000
riffi-mandanda,28,20,315333.3333
riffi-mandanda,26,18,360000
riffi-mandanda,23,15,360000
riffi-mandanda,22,14,360000
riffi-mandanda,21,13,360000
riffi-mandanda,20,12,360000
riffi-mandanda,19,11,360000
romain-del-castillo,22,18,1350000
romain-del-castillo,21,17,720000
romain-del-castillo,20,16,135000
romain-del-castillo,19,15,135000
romain-salin,35,19,180000
romain-salin,33,17,450000
romain-salin,32,16,1130000
romain-salin,30,14,1530000
romain-salin,29,13,900000
romain-salin,27,11,540000
romain-salin,26,10,540000
romain-salin,25,9,90000
romain-salin,24,8,90000
romain-salin,23,7,45000
romain-salin,22,6,45000
romain-salin,20,4,45000
romain-salin,19,3,45000
sacha-boey,21,21,1800000
sacha-boey,20,20,1620000
sacha-boey,19,19,225000
sacha-boey,17,17,1620000
steven-nzonzi,32,21,10800000
steven-nzonzi,31,20,12150000
steven-nzonzi,30,19,20700000
steven-nzonzi,29,18,27000000
steven-nzonzi,26,15,6750000
steven-nzonzi,23,12,4050000
steven-nzonzi,20,9,630000
steven-nzonzi,19,8,630000
steven-nzonzi,18,7,630000
steven-nzonzi,16,5,630000
steven-nzonzi,15,4,630000
steven-nzonzi,14,3,630000
steven-nzonzi,13,2,630000
tim-jabol-folcarelli,19,19,630000
tim-jabol-folcarelli,18,18,630000
warmed-omari,19,19,630000
yann-gboho,18,19,135000
yann-gboho,17,18,135000
yann-gboho,15,16,135000
abdoulaye-sidibe,17,19,135000
abdoulaye-sidibe,16,18,135000
ahmed-sidibe,18,20,135000
ahmed-sidibe,16,18,135000
aimen-moueffek,19,20,135000
aimen-moueffek,17,18,135000
alan-urie,17,18,135000
alexandre-valbon,20,20,135000
alexandre-valbon,18,18,135000
alexandre-valbon,16,16,135000
arnaud-nordin,20,18,540000
arnaud-nordin,19,17,540000
arnaud-nordin,19,16,540000
arnaud-nordin,17,15,540000
arnaud-nordin,15,13,540000
assane-diousse,24,21,2160000
assane-diousse,23,20,2160000
assane-diousse,22,19,4275000
assane-diousse,20,17,3600000
assane-diousse,18,15,360000
assane-diousse,16,13,3600000
bilal-benkhedim,19,20,3600000
bilal-benkhedim,17,18,3600000
charles-abi,19,19,450000
charles-abi,18,18,450000
charles-abi,16,16,450000
corentin-bariol,19,20,450000
denis-bouanga,24,19,5400000
denis-bouanga,23,18,1580000
denis-bouanga,22,17,1350000
denis-bouanga,21,16,300000
denis-bouanga,20,15,270000
denis-bouanga,19,14,270000
dylan-durivaux,19,20,270000
dylan-durivaux,18,19,270000
dylan-durivaux,17,18,270000
etienne-green,19,19,270000
franck-boli,25,19,630000
franck-boli,23,17,360000
franck-boli,23,16,360000
franck-boli,22,16,405000
franck-boli,21,15,630000
franck-boli,18,12,405000
franck-honorat,24,20,1440000
franck-honorat,23,19,1800000
franck-honorat,22,18,720000
franck-honorat,21,17,360000
franck-honorat,20,16,135000
franck-honorat,17,13,135000
franck-honorat,16,12,135000
jessy-moulin,26,12,135000
jessy-moulin,25,11,135000
jessy-moulin,24,10,135000
jessy-moulin,23,9,135000
jessy-moulin,22,8,135000
jessy-moulin,19,5,135000
jordan-halaimia,20,20,135000
jordan-halaimia,19,19,135000
kleyveens-herelle,25,20,135000
kleyveens-herelle,25,19,135000
kleyveens-herelle,23,18,135000
kleyveens-herelle,22,17,135000
kleyveens-herelle,21,16,135000
lamine-ghezali,22,21,473000
lamine-ghezali,21,20,495333.3333
lamine-ghezali,20,19,450000
lamine-ghezali,17,16,540000
leo-lacroix,28,20,720000
leo-lacroix,27,19,1130000
leo-lacroix,26,18,2400000
leo-lacroix,24,16,2700000
leo-lacroix,20,12,45000
leo-lacroix,19,11,45000
leo-lacroix,18,10,45000
loic-perrin,35,20,45000
loic-perrin,18,3,45000
loic-perrin,16,1,45000
lois-diony,27,20,2160000
lois-diony,25,18,4050000
lois-diony,24,17,2700000
lois-diony,21,14,2700000
lois-diony,20,13,2700000
lois-diony,18,11,2700000
lois-diony,17,10,2700000
lucas-llort,20,19,2700000
lucas-llort,18,17,2700000
luis-sanchez,32,20,428000
luis-sanchez,31,19,540000
luis-sanchez,30,18,540000
luis-sanchez,29,17,630000
luis-sanchez,28,16,630000
luis-sanchez,26,14,540000
luis-sanchez,25,13,225000
luis-sanchez,24,12,225000
luis-sanchez,23,11,225000
luis-sanchez,22,10,225000
luis-sanchez,21,9,225000
mahdi-camara,21,19,202500
mahdi-camara,20,18,135000
mahdi-camara,18,16,135000
mahdi-camara,16,14,135000
maher-bouyadel,17,20,135000
marvin-tshibuabua,16,18,135000
mathieu-debuchy,33,18,2250000
mathieu-debuchy,31,16,9225000
mathieu-debuchy,29,14,9000000
mathieu-debuchy,28,13,13500000
mathieu-debuchy,18,3,9000000
mathis-mezaber,19,20,9000000
mathis-mezaber,17,18,9000000
mathis-mezaber,16,17,9000000
mathys-saban,18,20,9000000
maxence-rivera,17,19,9000000
maxence-rivera,16,18,9000000
mickael-nade,22,21,9000000
mickael-nade,21,20,9000000
mickael-nade,17,16,9000000
miguel-trauco,27,19,1580000
miguel-trauco,25,17,540000
miguel-trauco,24,16,405000
miguel-trauco,18,10,405000
miguel-trauco,17,9,405000
miguel-trauco,12,4,405000
nathan-cremillieux,20,20,405000
nathan-cremillieux,19,19,405000
romain-hamouma,25,12,4050000
romain-hamouma,23,10,900000
romain-hamouma,22,9,900000
romain-hamouma,18,5,900000
ryad-boudebouz,29,19,5400000
ryad-boudebouz,27,17,9000000
ryad-boudebouz,25,15,2700000
ryad-boudebouz,23,13,4050000
ryad-boudebouz,18,8,4050000
ryad-boudebouz,16,6,4050000
saidou-sow,18,20,4050000
sergi-palencia,25,21,2520000
sergi-palencia,24,20,2520000
sergi-palencia,23,19,5400000
sergi-palencia,22,18,2250000
sergi-palencia,19,15,270000
sergi-palencia,17,13,270000
sergi-palencia,16,12,270000
sergi-palencia,15,11,270000
sergi-palencia,11,7,270000
stefan-bajic,17,19,135000
stefan-bajic,16,18,270000
stephane-ruffier,25,11,7200000
stephane-ruffier,20,6,45000
stephane-ruffier,19,5,45000
stephane-ruffier,18,4,45000
theo-vermot,23,20,135000
theo-vermot,21,18,135000
theo-vermot,19,16,135000
thierno-diallo,20,20,45000
timothee-kolodziejczak,29,20,4320000
timothee-kolodziejczak,27,18,2250000
timothee-kolodziejczak,26,17,5850000
timothee-kolodziejczak,23,14,4050000
timothee-kolodziejczak,21,12,540000
timothee-kolodziejczak,18,9,540000
timothee-kolodziejczak,17,8,540000
tyrone-tormin,17,18,540000
victor-petit,18,19,540000
wahbi-khazri,27,18,9000000
wahbi-khazri,26,17,6300000
wahbi-khazri,25,16,6750000
wahbi-khazri,23,14,4500000
wahbi-khazri,18,9,2430000
william-saliba,19,20,20250000
william-saliba,18,19,10800000
william-saliba,17,18,10800000
william-saliba,16,17,10800000
william-saliba,15,16,10800000
william-saliba,13,14,10800000
yanis-bourbia,17,19,10800000
yann-mvila,30,20,5400000
yann-mvila,28,18,6300000
yann-mvila,26,16,6300000
yann-mvila,25,15,7425000
yann-mvila,24,14,13500000
yann-mvila,23,13,13500000
yann-mvila,18,8,180000
yann-mvila,17,7,13500000
yohan-cabaye,34,20,720000
yohan-cabaye,33,19,5400000
yohan-cabaye,32,18,9000000
yohan-cabaye,29,15,14400000
yohan-cabaye,28,14,18000000
yohan-cabaye,25,11,9900000
yohan-cabaye,18,4,9900000
yohan-cabaye,17,3,9900000
yvann-macon,22,20,45000
yvann-macon,20,18,9900000
zakaria-bengueddoudj,20,20,9900000
zakaria-bengueddoudj,19,19,9900000
zakaria-bengueddoudj,17,17,9900000
zaydou-youssouf,20,19,3600000
zaydou-youssouf,18,17,3600000
zaydou-youssouf,17,16,3600000
zaydou-youssouf,15,14,3600000
alaixys-romao,36,20,293000
alaixys-romao,34,18,720000
alaixys-romao,32,16,900000
alaixys-romao,29,13,3150000
alaixys-romao,26,10,2700000
alaixys-romao,23,7,540000
alaixys-romao,20,4,2700000
antar-yalaoui,19,19,2700000
antar-yalaoui,18,18,2700000
antoine-graux,19,20,2700000
antoine-graux,18,19,2700000
antoine-graux,17,18,2700000
arber-zeneli,24,19,5400000
arber-zeneli,21,16,900000
arber-zeneli,19,14,5400000
axel-disasi,22,20,12150000
axel-disasi,20,17,90000
axel-disasi,18,16,90000
axel-disasi,18,15,45000
axel-disasi,17,15,90000
billal-brahimi,21,21,135000
billal-brahimi,20,20,135000
billal-brahimi,19,19,135000
billal-brahimi,18,18,135000
billal-brahimi,17,17,135000
boulaye-dia,21,18,135000
boulaye-dia,20,17,135000
dario-maresic,20,19,2700000
dario-maresic,17,16,2700000
dario-maresic,16,15,2700000
dario-maresic,15,14,2700000
dario-maresic,14,13,2700000
dario-maresic,8,7,2700000
dereck-kutesa,21,19,1580000
dereck-kutesa,20,18,360000
dereck-kutesa,19,17,360000
dereck-kutesa,18,16,23000
dereck-kutesa,17,15,23000
dereck-kutesa,15,13,23000
el-bilal-toure,19,20,135000
enzo-valentim,18,18,23000
enzo-valentim,17,17,23000
ephraim-tshibwabwa,19,20,23000
ephraim-tshibwabwa,18,19,23000
fode-doucoure,18,19,23000
ghislain-konan,22,18,1800000
ghislain-konan,21,17,90000
ghislain-konan,20,16,90000
ghislain-konan,17,13,90000
gregory-berthier,24,20,293000
gregory-berthier,23,19,540000
gregory-berthier,22,18,720000
gregory-berthier,20,16,540000
gregory-berthier,18,14,540000
gregory-berthier,17,13,540000
hamza-khida,18,18,540000
hassane-kamara,26,20,4320000
hassane-kamara,23,17,270000
hassane-kamara,21,15,270000
hassane-kamara,20,14,270000
hassane-kamara,18,12,270000
hugo-dutour,20,20,270000
hugo-dutour,19,19,270000
hugo-dutour,17,17,270000
hugo-ekitike,17,19,270000
ibrahima-sy,25,20,90000
ibrahima-sy,24,19,90000
ibrahima-sy,22,17,90000
ibrahima-sy,21,16,135000
ibrahima-sy,20,15,135000
ibrahima-sy,19,14,135000
ibrahima-sy,17,12,135000
ibrahima-sy,16,11,135000
isaac-solet,18,19,135000
isaac-solet,17,18,135000
kaj-sierhuis,22,20,900000
kaj-sierhuis,21,19,630000
kaj-sierhuis,19,17,180000
kaj-sierhuis,17,15,180000
kaj-sierhuis,16,14,180000
kaj-sierhuis,11,9,180000
lenny-vallier,21,20,270000
lenny-vallier,20,19,270000
lenny-vallier,19,18,225000
lenny-vallier,18,17,270000
logan-costa,20,21,270000
logan-costa,19,20,270000
logan-costa,18,19,270000
marshall-munetsi,23,19,495000
marshall-munetsi,21,17,195000
marshall-munetsi,20,16,23000
marshall-munetsi,19,15,23000
mathieu-cafaro,20,17,540000
mathieu-cafaro,19,16,540000
mathieu-cafaro,18,15,540000
moise-sakava,18,19,540000
moise-sakava,16,17,540000
moreto-cassama,21,19,315000
moreto-cassama,19,17,225000
moreto-cassama,17,15,225000
moreto-cassama,15,13,225000
moreto-cassama,13,11,225000
mouhamadou-drammeh,18,17,225000
moussa-doumbia,24,18,450000
moussa-doumbia,23,17,720000
moussa-doumbia,20,14,720000
mamadou-mbow,19,19,382500
ndri-philippe-koffi,18,20,720000
ndri-philippe-koffi,17,19,720000
nabil-homssa,18,20,720000
nathanael-mbuku,17,19,720000
nathanael-mbuku,16,18,720000
nicolas-lemaitre,24,21,293000
nicolas-lemaitre,23,20,293000
nicolas-lemaitre,20,17,293000
nolan-mbemba,25,20,428000
nolan-mbemba,22,17,270000
nolan-mbemba,21,16,450000
nolan-mbemba,20,15,450000
nolan-mbemba,19,14,450000
nolan-mbemba,17,12,450000
pierre-nouvel,22,20,450000
pierre-nouvel,20,18,450000
pierre-nouvel,19,17,450000
predrag-rajkovic,24,19,3150000
predrag-rajkovic,20,15,1800000
predrag-rajkovic,18,13,270000
predrag-rajkovic,17,12,1800000
redouane-tbahriti,18,20,1800000
sambou-sissoko,22,21,450000
sambou-sissoko,21,20,450000
sambou-sissoko,20,19,270000
sambou-sissoko,18,17,270000
sambou-sissoko,17,16,270000
thomas-foket,24,18,3150000
thomas-foket,20,14,405000
thomas-foket,19,13,540000
thomas-foket,18,12,405000
timothe-nkada,22,21,270000
timothe-nkada,21,20,270000
timothe-nkada,20,19,135000
timothe-nkada,17,16,135000
tristan-dingome,29,20,1440000
tristan-dingome,27,18,900000
tristan-dingome,25,16,810000
tristan-dingome,23,14,900000
tristan-dingome,22,13,900000
tristan-dingome,20,11,900000
tristan-dingome,17,8,900000
virgile-pinson,24,20,135000
virgile-pinson,23,19,23000
virgile-pinson,22,18,23000
virgile-pinson,21,17,23000
virgile-pinson,20,16,23000
xavier-chavalerin,26,17,630000
xavier-chavalerin,24,15,450000
xavier-chavalerin,21,12,450000
xavier-chavalerin,19,10,450000
yehvann-diouf,19,19,270000
yehvann-diouf,16,16,450000
yunis-abdelhamid,30,17,900000
yunis-abdelhamid,29,16,720000
yunis-abdelhamid,27,14,360000
yunis-abdelhamid,25,12,360000
yunis-abdelhamid,24,11,360000
adrien-lebeau,17,16,360000
adrien-thomasson,24,18,7200000
adrien-thomasson,21,15,900000
adrien-thomasson,20,14,135000
adrien-thomasson,19,13,135000
adrien-thomasson,18,12,135000
alessio-andreottola,15,18,135000
alexander-djiku,25,19,7200000
alexander-djiku,23,17,1130000
alexander-djiku,21,15,90000
alexander-djiku,18,12,1130000
anthony-caci,21,18,1130000
anthony-caci,18,15,1130000
azzedine-ounahi,20,20,1130000
azzedine-ounahi,18,18,1130000
benjamin-besic,17,19,1130000
benjamin-corgnet,33,20,360000
benjamin-corgnet,30,17,900000
benjamin-corgnet,26,13,4500000
benjamin-corgnet,25,12,4050000
benjamin-corgnet,23,10,4500000
bingourou-kamara,21,17,540000
bingourou-kamara,18,14,4500000
cawdy-williams,19,19,4500000
dimitri-lienard,25,13,4500000
dimitri-lienard,24,12,4500000
dimitri-lienard,20,8,4500000
eiji-kawashima,35,18,225000
eiji-kawashima,33,16,900000
eiji-kawashima,33,15,1350000
eiji-kawashima,32,15,1350000
eiji-kawashima,29,12,1800000
eiji-kawashima,27,10,2250000
eiji-kawashima,24,7,2250000
eiji-kawashima,21,4,2250000
eiji-kawashima,18,1,2250000
hugo-lopez,31,19,360000
hugo-lopez,30,18,360000
hugo-lopez,29,17,360000
hugo-lopez,28,16,360000
hugo-lopez,27,15,315000
hugo-lopez,26,14,225000
hugo-lopez,25,13,225000
hugo-lopez,24,12,225000
hugo-lopez,23,11,225000
hugo-lopez,22,10,225000
hugo-lopez,21,9,225000
hugo-lopez,20,8,225000
ismael-aaneba,19,18,135000
ismael-aaneba,18,17,225000
ivann-botella,21,20,225000
ivann-botella,18,17,225000
jeremy-grimm,33,20,225000
jeremy-grimm,26,13,225000
jeremy-grimm,21,8,68000
jeremy-grimm,20,7,225000
kenny-lala,26,17,630000
kenny-lala,24,15,720000
kenny-lala,20,11,720000
kenny-lala,19,10,720000
kesley-keita,18,19,720000
kesley-keita,17,18,720000
kevin-zohi,21,18,720000
kevin-zohi,20,17,720000
lamine-kone,30,19,2700000
lamine-kone,29,18,6300000
lamine-kone,27,16,2250000
lamine-kone,21,10,810000
lamine-kone,18,7,2250000
lebo-mothiba,22,18,1050000
lebo-mothiba,21,17,225000
lebo-mothiba,19,15,225000
lebo-mothiba,18,14,225000
lionel-carole,27,18,2700000
lionel-carole,26,17,2930000
lionel-carole,24,15,1350000
lionel-carole,22,13,810000
lionel-carole,21,12,540000
lionel-carole,20,11,540000
lionel-carole,19,10,540000
louis-pelletier,20,20,135000
louis-pelletier,18,18,135000
louis-pelletier,17,17,135000
ludovic-ajorque,24,18,810000
ludovic-ajorque,22,16,180000
ludovic-ajorque,21,15,135000
ludovic-ajorque,20,14,135000
majeed-waris,29,20,2040000
majeed-waris,28,19,3150000
majeed-waris,27,18,2700000
majeed-waris,24,15,3830000
majeed-waris,23,14,2160000
majeed-waris,22,13,1350000
majeed-waris,19,10,1350000
majeed-waris,17,8,1350000
marvin-senaya,18,19,1350000
matz-sels,26,18,4050000
matz-sels,25,17,4500000
matz-sels,24,16,5850000
matz-sels,22,14,810000
matz-sels,18,10,45000
matz-sels,17,9,45000
matz-sels,15,7,45000
mohamed-simakan,19,19,45000
noe-sommer,18,19,45000
pavle-obradovic,18,19,68000
pavle-obradovic,17,18,45000
quentin-othon,28,16,450000
quentin-othon,23,11,540000
quentin-othon,22,10,720000
quentin-othon,19,7,720000
sanjin-prcic,25,19,3150000
sanjin-prcic,24,18,2250000
sanjin-prcic,22,16,1260000
sanjin-prcic,21,15,1580000
sanjin-prcic,20,14,900000
sanjin-prcic,18,12,900000
sanjin-prcic,16,10,900000
stefan-mitrovic,28,18,1980000
stefan-mitrovic,26,16,1800000
stefan-mitrovic,25,15,1350000
stefan-mitrovic,24,14,930000
stefan-mitrovic,23,13,990000
stefan-mitrovic,22,12,225000
stefan-mitrovic,21,11,45000
stefan-mitrovic,20,10,45000
stefan-mitrovic,19,9,45000
stefan-mitrovic,18,8,45000
stefan-mitrovic,17,7,45000
stefan-mitrovic,15,5,45000
stefan-mitrovic,13,3,45000
theo-klein,19,20,45000
yannis-sghaier,19,20,45000
aaron-leya-iseka,23,21,1800000
aaron-leya-iseka,22,20,1800000
aaron-leya-iseka,20,18,1980000
aaron-leya-iseka,19,17,1130000
aaron-leya-iseka,18,16,810000
aaron-leya-iseka,16,14,810000
aaron-leya-iseka,15,13,810000
adil-taoui,17,18,810000
agustin-rogel,22,19,900000
agustin-rogel,21,18,675000
agustin-rogel,20,17,900000
amine-adli,19,19,900000
amine-adli,17,17,900000
anthony-rouault,18,19,900000
anthony-rouault,17,18,900000
bafode-diakite,17,18,900000
baptiste-reynet,30,20,2160000
baptiste-reynet,28,18,4500000
baptiste-reynet,25,15,1350000
baptiste-reynet,24,14,1130000
baptiste-reynet,23,13,1580000
baptiste-reynet,21,11,1580000
baptiste-reynet,18,8,1580000
firmin-mubele,26,20,1440000
firmin-mubele,25,19,2250000
firmin-mubele,24,18,5400000
firmin-mubele,23,17,1170000
firmin-mubele,21,15,5400000
florentin-bloch,19,19,5400000
florentin-bloch,17,17,5400000
gael-ramade,17,19,5400000
hicham-el-khelfi,18,19,5400000
ibrahim-sangare,22,20,8550000
ibrahim-sangare,18,16,5400000
issiaga-sylla,27,21,2250000
issiaga-sylla,26,20,2520000
issiaga-sylla,22,16,1800000
issiaga-sylla,21,15,1350000
issiaga-sylla,18,12,1350000
issiaga-sylla,17,11,1350000
janis-antiste,18,20,1350000
kalidou-sidibe,20,18,1350000
kalidou-sidibe,18,17,1350000
kelvin-amian,18,16,1350000
lovre-kalinic,30,20,2835000
lovre-kalinic,29,19,5850000
lovre-kalinic,27,17,3380000
lovre-kalinic,22,12,360000
lovre-kalinic,20,10,270000
lovre-kalinic,19,9,270000
lovre-kalinic,17,7,270000
lovre-kalinic,15,5,270000
mamady-bangre,18,19,270000
kouadio-kone,18,19,270000
kouadio-kone,17,18,270000
kouadio-kone,15,16,270000
kouadio-kone,14,15,270000
mathieu-goncalves,20,21,810000
mathieu-goncalves,19,20,810000
mathieu-goncalves,17,18,810000
mauro-goicoechea,27,15,1530000
mauro-goicoechea,26,14,900000
mauro-goicoechea,25,13,810000
mauro-goicoechea,24,12,540000
mauro-goicoechea,18,6,810000
max-gradel,32,20,3600000
max-gradel,30,18,6300000
max-gradel,29,17,6300000
max-gradel,27,15,5850000
max-gradel,23,11,675000
max-gradel,21,9,180000
max-gradel,20,8,180000
max-gradel,19,7,180000
moussa-diarra,18,19,180000
moussa-diarra,17,18,180000
nathan-ngoumou,19,19,180000
nathan-ngoumou,18,18,180000
quentin-boisgard,23,20,1440000
quentin-boisgard,22,19,225000
quentin-boisgard,21,18,45000
quentin-boisgard,20,17,45000
quentin-boisgard,17,14,45000
ruben-gabrielsen,28,20,900000
ruben-gabrielsen,22,14,90000
ruben-gabrielsen,17,9,90000
ruben-gabrielsen,17,8,90000
sacha-semaoun,18,19,90000
sam-sanna,21,20,90000
sam-sanna,19,18,90000
stephane-zobo,19,19,90000
stephane-zobo,18,18,90000
steven-moreira,24,18,1130000
steven-moreira,22,16,1350000
steven-moreira,19,13,1350000
steven-moreira,18,12,1350000
temitope-akinjogunla,16,19,1350000
terai-bremond,16,17,1350000
tom-rapnouil,18,19,1350000
wesley-said,24,19,5400000
wesley-said,22,17,1350000
wesley-said,21,16,900000
wesley-said,20,15,900000
wesley-said,19,14,450000
wesley-said,18,13,450000
wesley-said,17,12,450000
william-vainqueur,31,20,787500
william-vainqueur,30,19,1130000
william-vainqueur,28,17,4950000
william-vainqueur,27,16,4050000
william-vainqueur,26,15,6300000
william-vainqueur,25,14,5400000
william-vainqueur,22,11,900000
william-vainqueur,17,6,5400000
yaya-sanogo,27,20,1800000
yaya-sanogo,24,17,900000
yaya-sanogo,23,16,1350000
yaya-sanogo,22,15,1650000
yaya-sanogo,20,13,900000
yaya-sanogo,18,11,360000
yaya-sanogo,17,10,900000
adrian-marin,21,18,900000
adrian-marin,20,17,900000
adrian-marin,19,16,720000
adrian-marin,17,14,540000
adrian-marin,16,13,540000
aleix-vidal,31,20,3150000
aleix-vidal,30,19,3600000
aleix-vidal,29,18,6750000
aleix-vidal,26,15,9000000
aleix-vidal,25,14,2250000
aleix-vidal,22,11,225000
aleix-vidal,21,10,225000
aleix-vidal,20,9,225000
aleix-vidal,19,8,225000
aleix-vidal,18,7,225000
aleix-vidal,17,6,225000
aleix-vidal,16,5,225000
aleix-vidal,15,4,225000
aleix-vidal,14,3,225000
aleix-vidal,13,2,225000
burgui,27,20,1215000
burgui,24,17,1350000
burgui,23,16,720000
burgui,22,15,720000
burgui,20,13,720000
burgui,19,12,720000
burgui,18,11,720000
edgar-mendez,30,20,1800000
edgar-mendez,27,17,1800000
edgar-mendez,26,16,1350000
edgar-mendez,25,15,2250000
edgar-mendez,24,14,120000
edgar-mendez,23,13,90000
edgar-mendez,22,12,90000
edgar-mendez,21,11,90000
edgar-mendez,20,10,90000
edgar-mendez,19,9,90000
edgar-mendez,18,8,90000
ismael-gutierrez,20,20,855000
ismael-gutierrez,19,19,900000
jeando-fuchs,23,20,1215000
jeando-fuchs,22,19,1800000
jeando-fuchs,19,16,270000
jeando-fuchs,18,15,1800000
joselu,29,19,3600000
joselu,27,17,3150000
joselu,26,16,5400000
joselu,25,15,5400000
joselu,24,14,2700000
joselu,23,13,4050000
joselu,22,12,720000
joselu,20,10,1260000
joselu,19,9,720000
joselu,18,8,720000
lisandro-magallan,28,21,4050000
lisandro-magallan,27,20,4320000
lisandro-magallan,26,19,5400000
lisandro-magallan,23,16,720000
lisandro-magallan,21,14,450000
lisandro-magallan,20,13,450000
lisandro-magallan,19,12,180000
lisandro-magallan,17,10,450000
ljubomir-fejsa,32,20,2730000
ljubomir-fejsa,25,13,2250000
ljubomir-fejsa,23,11,1800000
ljubomir-fejsa,20,8,675000
ljubomir-fejsa,18,6,1800000
lucas-ocampos,25,19,13500000
lucas-ocampos,23,17,5250000
lucas-ocampos,22,16,5850000
lucas-ocampos,21,15,5850000
lucas-ocampos,18,12,8100000
lucas-ocampos,17,11,5850000
luis-rioja,26,19,1350000
luis-rioja,25,18,270000
luis-rioja,24,17,270000
luis-rioja,21,14,270000
luis-rioja,20,13,270000
luis-rioja,19,12,270000
manu-garcia,21,19,4500000
manu-garcia,20,18,1800000
manu-garcia,19,17,900000
manu-garcia,18,16,900000
manu-garcia,17,15,900000
manu-garcia,15,13,900000
martin-aguirregabiria,22,18,1350000
martin-aguirregabiria,18,14,900000
oliver-burke,23,20,4320000
oliver-burke,22,19,9000000
oliver-burke,20,17,6300000
oliver-burke,19,16,225000
oliver-burke,18,15,225000
oliver-burke,17,14,225000
oliver-burke,16,13,225000
oliver-burke,8,5,225000
pere-pons,26,19,3600000
pere-pons,21,14,180000
pere-pons,20,13,180000
pere-pons,19,12,180000
rafa-navarro,27,21,360000
rafa-navarro,26,20,360000
rafa-navarro,25,19,450000
rafa-navarro,24,18,450000
rafa-navarro,22,16,450000
rafa-navarro,20,14,450000
rodrigo-ely,24,17,1560000
rodrigo-ely,22,15,1620000
rodrigo-ely,21,14,810000
rodrigo-ely,20,13,450000
rodrigo-ely,19,12,225000
rodrigo-ely,17,10,360000
ruben-duarte,22,17,900000
ruben-duarte,20,15,1800000
ruben-duarte,17,12,1800000
ruben-duarte,16,11,1800000
tomas-pina,31,18,1620000
tomas-pina,30,17,1350000
tomas-pina,29,16,3150000
tomas-pina,26,13,3600000
tomas-pina,23,10,3600000
tomas-pina,20,7,3600000
victor-camarasa,26,20,4200000
victor-camarasa,25,19,9000000
victor-camarasa,24,18,5400000
victor-camarasa,23,17,4500000
victor-camarasa,22,16,2700000
victor-camarasa,20,14,2700000
victor-camarasa,19,13,2700000
victor-camarasa,18,12,2700000
victor-camarasa,17,11,2700000
victor-laguardia,25,14,540000
victor-laguardia,24,13,630000
victor-laguardia,23,12,585000
victor-laguardia,22,11,450000
victor-laguardia,21,10,450000
victor-laguardia,19,8,450000
victor-laguardia,18,7,450000
victor-laguardia,16,5,450000
ximo-navarro,28,18,1800000
ximo-navarro,27,17,1800000
ximo-navarro,24,14,1080000
ximo-navarro,22,12,270000
ximo-navarro,22,11,270000
ximo-navarro,21,11,270000
ximo-navarro,19,9,270000
ander-capa,26,18,2700000
ander-capa,19,11,2700000
ander-capa,18,10,2700000
ander-capa,13,5,2700000
aritz-aduriz,39,20,3420000
aritz-aduriz,31,12,3600000
aritz-aduriz,29,10,6300000
aritz-aduriz,27,8,3420000
aritz-aduriz,25,6,3420000
aritz-aduriz,23,4,3420000
aritz-aduriz,22,3,3420000
aritz-aduriz,21,2,3420000
aritz-aduriz,19,0,3420000
aritz-aduriz,18,99,3420000
aritz-aduriz,17,98,3420000
asier-villalibre,22,19,1800000
asier-villalibre,21,18,540000
asier-villalibre,20,17,570000
asier-villalibre,18,15,360000
asier-villalibre,16,13,450000
medhi-benatia,32,19,13500000
medhi-benatia,30,17,13500000
