name,age,date,mv
danilo-fernandes,28,16,2250000
danilo-fernandes,27,15,450000
danilo-fernandes,20,8,2250000
keinan-davis,19,17,2250000
keinan-davis,18,16,2250000
keinan-davis,18,15,2250000
keinan-davis,17,15,2250000
emerson,23,20,45000
emerson,22,21,22500000
emerson,20,19,2036250
emerson,19,18,45000
emerson,18,17,45000
emerson,17,16,45000
emerson,15,14,45000
guilherme-pato,20,21,405000
guilherme-pato,19,20,405000
heitor,18,19,405000
jhonatan-agudelo,27,20,735000
jhonatan-agudelo,24,17,585000
jhonatan-agudelo,23,16,450000
johnny-russell,28,18,1350000
johnny-russell,23,13,810000
johnny-russell,20,10,158000
johnny-russell,19,9,101500
johnny-russell,18,8,45000
johnny-russell,17,7,45000
leonardo-bonucci,31,18,31500000
leonardo-bonucci,30,17,40500000
leonardo-bonucci,23,10,7200000
leonardo-bonucci,22,9,337500
leonardo-bonucci,22,8,270000
leonardo-bonucci,20,7,45000
leonardo-bonucci,19,6,45000
leonardo-bonucci,18,5,45000
leo-borges,27,12,45000
lucas-sousa,21,19,45000
lucas-sousa,19,17,45000
lucas-sousa,17,15,45000
lucas-sousa,16,14,45000
lucas-sousa,15,13,45000
lucas-sousa,13,11,45000
lucas-ramos,25,20,135000
lucas-ramos,24,19,180000
lucas-ramos,23,18,180000
lucas-ramos,22,17,180000
lucas-ramos,21,16,180000
marcelo-lomba,29,16,2930000
marcelo-lomba,29,15,2930000
marcelo-lomba,28,15,1350000
marcelo-lomba,25,12,900000
marcelo-lomba,24,11,450000
marcelo-lomba,19,6,900000
marcos-guilherme,25,20,2520000
marcos-guilherme,23,18,3600000
marcos-guilherme,22,17,3300000
marcos-guilherme,18,13,3600000
martin-sarrafiore,24,21,630000
martin-sarrafiore,23,20,630000
martin-sarrafiore,21,18,630000
mateus-rodrigues,27,20,630000
mateus-rodrigues,26,19,630000
mateus-rodrigues,25,18,630000
mateus-rodrigues,24,17,630000
mesaque-dju,20,19,630000
mesaque-dju,19,18,630000
mesaque-dju,17,16,630000
mesaque-dju,15,14,630000
mesaque-dju,13,12,630000
mesaque-dju,10,9,630000
moi-gomez,25,19,4500000
moi-gomez,24,18,1800000
moi-gomez,22,16,2700000
moi-gomez,21,15,4500000
moi-gomez,18,12,450000
moi-gomez,17,11,450000
moi-gomez,16,10,450000
murilo-cerqueira,22,19,900000
murilo-cerqueira,20,17,900000
netto,22,20,270000
nonato,21,19,2250000
nonato,20,18,2250000
nonato,19,17,2250000
paolo-guerrero,34,18,2700000
paolo-guerrero,31,15,4950000
paolo-guerrero,28,12,5400000
paolo-guerrero,22,6,2700000
paolo-guerrero,20,4,2700000
paolo-guerrero,18,2,2700000
patrick-sales,21,20,2700000
patrick-sales,20,19,2700000
bruno-praxedes,18,20,2700000
bruno-praxedes,17,19,2700000
raphinha,23,20,14400000
raphinha,22,19,7200000
raphinha,21,18,5850000
raphinha,19,16,3037500
renzo-saravia,28,20,2880000
renzo-saravia,27,20,3600000
renzo-saravia,26,19,4500000
renzo-saravia,25,18,2250000
renzo-saravia,24,17,900000
renzo-saravia,20,13,270000
renzo-saravia,19,12,900000
rodinei,29,20,1170000
rodinei,28,20,1440000
rodinei,24,16,1800000
rodinei,24,15,1800000
rodinei,23,15,630000
rodinei,23,14,630000
rodinei,22,14,630000
rodinei,21,13,630000
rodinei,20,12,630000
rodrigo-dourado,21,15,630000
rodrigo-lindoso,30,19,1800000
rodrigo-lindoso,27,15,405000
rodrigo-lindoso,26,15,270000
rodrigo-lindoso,25,14,270000
rodrigo-lindoso,24,13,225000
rodrigo-lindoso,23,12,225000
rodrigo-lindoso,23,11,225000
rodrigo-lindoso,22,11,225000
rodrigo-moledo,31,18,2250000
rodrigo-moledo,29,16,1800000
rodrigo-moledo,28,15,1800000
rodrigo-moledo,26,13,2250000
rodrigo-moledo,24,11,180000
rodrigo-moledo,23,10,180000
rodrigo-moledo,22,9,180000
thiago-galhardo,31,20,1170000
thiago-galhardo,30,19,1130000
thiago-galhardo,29,18,675000
thiago-galhardo,29,17,675000
thiago-galhardo,28,17,675000
thiago-galhardo,28,16,675000
thiago-galhardo,27,16,675000
thiago-galhardo,26,15,270000
thiago-galhardo,25,14,270000
thiago-galhardo,24,13,270000
thiago-galhardo,23,12,270000
thiago-galhardo,23,11,270000
thiago-galhardo,22,11,270000
philco,30,19,45000
philco,29,18,45000
philco,28,17,45000
philco,22,11,45000
philco,21,10,45000
philco,21,9,135000
philco,20,9,135000
philco,19,8,90000
philco,18,7,135000
uendel,29,17,2480000
uendel,26,14,225000
uendel,25,13,225000
uendel,23,11,450000
uendel,23,10,450000
uendel,22,10,720000
uendel,21,9,135000
uendel,20,8,135000
uendel,18,6,135000
victor-cuesta,28,17,3600000
victor-cuesta,25,14,135000
victor-cuesta,24,13,135000
victor-cuesta,22,11,135000
victor-cuesta,21,10,23000
victor-cuesta,19,8,135000
volnei,20,20,135000
william-pottker,23,17,2250000
william-pottker,22,16,68000
william-pottker,21,15,135000
william-pottker,20,14,225000
william-pottker,19,13,210000
william-pottker,17,11,225000
alejandro-guerra,35,19,675000
alejandro-guerra,34,19,810000
alejandro-guerra,32,17,1040000
alejandro-guerra,30,15,1040000
alejandro-guerra,29,14,1040000
alejandro-guerra,27,12,1040000
alejandro-guerra,25,10,1040000
alejandro-guerra,19,4,1040000
alejandro-guerra,18,3,1040000
anibal-moreno,20,19,1040000
bastos,29,20,2430000
bastos,25,16,4500000
bastos,22,13,225000
bastos,19,10,4500000
danilo-pereira,30,21,21600000
danilo-pereira,29,20,21600000
danilo-pereira,24,15,4500000
danilo-pereira,22,13,585000
danilo-pereira,21,12,450000
danilo-pereira,20,11,247500
danilo-pereira,19,10,135000
danilo-pereira,17,8,135000
danilo-pereira,16,7,135000
diogo-barbosa,28,20,2700000
diogo-barbosa,26,18,2250000
diogo-barbosa,26,17,2250000
diogo-barbosa,25,17,1130000
diogo-barbosa,25,16,1130000
diogo-barbosa,24,16,675000
diogo-barbosa,24,15,675000
diogo-barbosa,23,15,180000
diogo-barbosa,23,14,180000
diogo-barbosa,22,14,180000
diogo-barbosa,21,13,240000
diogo-barbosa,20,12,180000
diogo-barbosa,19,11,270000
diogo-barbosa,18,10,270000
edu-dracena,39,20,1350000
edu-dracena,35,16,675000
edu-dracena,34,15,675000
edu-dracena,28,9,4500000
edu-dracena,25,6,1350000
edu-dracena,22,3,1350000
edu-dracena,21,2,1350000
edu-dracena,18,99,1350000
emerson-santos,25,19,900000
emerson-santos,23,18,1240000
emerson-santos,20,15,1130000
tomas-esteves,19,21,7200000
tomas-esteves,18,20,4185000
tomas-esteves,17,19,1170000
tomas-esteves,16,18,1170000
tomas-esteves,15,17,1170000
tomas-esteves,13,15,1170000
fabricio-bustos,20,16,1170000
felipe-melo,34,17,900000
felipe-melo,32,15,6300000
felipe-melo,30,13,9900000
felipe-melo,29,12,12600000
felipe-melo,28,11,14850000
felipe-melo,26,9,8550000
felipe-melo,25,8,4500000
felipe-melo,24,7,810000
felipe-melo,22,5,810000
felipe-melo,21,4,810000
felipe-melo,20,3,810000
felipe-melo,18,1,810000
gabriel-veron,18,20,6300000
gabriel-veron,17,19,810000
jason-denayer,23,18,2700000
jason-denayer,22,17,3600000
jason-denayer,21,16,3600000
jason-denayer,20,15,1575000
jason-denayer,19,14,450000
jason-denayer,18,13,450000
gustavo-garcia,34,13,180000
gustavo-garcia,32,11,180000
gustavo-garcia,30,9,180000
gustavo-garcia,29,8,180000
gustavo-garcia,28,7,180000
gustavo-garcia,27,6,180000
gustavo-garcia,23,2,180000
gustavo-garcia,22,1,180000
gustavo-gomez,27,20,3150000
gustavo-gomez,25,18,3600000
gustavo-gomez,23,16,1580000
gustavo-gomez,21,14,1580000
gustavo-gomez,19,12,1580000
gustavo-scarpa,24,18,8100000
gustavo-scarpa,21,15,180000
gustavo-scarpa,21,14,180000
gustavo-scarpa,20,14,180000
helder-costa,26,20,7200000
helder-costa,25,19,13500000
helder-costa,23,17,2700000
helder-costa,22,16,2475000
helder-costa,21,15,1192500
helder-costa,19,13,270000
helder-costa,17,11,270000
helder-costa,15,9,270000
helder-costa,13,7,270000
ivan-angulo,22,21,810000
ivan-angulo,21,20,832500
ivan-angulo,21,19,900000
ivan-angulo,20,19,180000
ivan-angulo,19,18,180000
jailson,25,20,2700000
jailson,23,18,2250000
jailson,21,15,2250000
jailson,20,15,2250000
john-lundstram,23,17,450000
john-lundstram,21,15,450000
john-lundstram,20,14,450000
john-lundstram,20,13,270000
john-lundstram,19,13,270000
john-lundstram,17,11,270000
leandro-paredes,25,19,22500000
leandro-paredes,23,17,11700000
leandro-paredes,22,16,5400000
leandro-paredes,21,15,3210000
leandro-paredes,20,14,3450000
leandro-paredes,18,12,45000
lucas-da-silva,26,11,34000
gerson-magrao,35,19,450000
gerson-magrao,34,19,450000
gerson-magrao,32,17,630000
gerson-magrao,31,16,495000
gerson-magrao,30,15,450000
gerson-magrao,29,14,450000
gerson-magrao,28,13,345333.3333
gerson-magrao,28,12,900000
gerson-magrao,27,12,900000
gerson-magrao,24,9,1170000
gerson-magrao,23,8,304000
gerson-magrao,23,7,68000
gerson-magrao,22,7,68000
gerson-magrao,19,4,68000
marcelinho,36,20,540000
marcelinho,27,11,540000
marcelinho,26,10,540000
marcelinho,25,9,540000
marcelinho,24,8,540000
marcos-rocha,30,19,3150000
marcos-rocha,30,18,3150000
marcos-rocha,29,18,2700000
marcos-rocha,23,11,360000
marcos-rocha,21,10,360000
marcos-rocha,19,8,360000
marcos-rocha,18,7,360000
marino-hinestroza,19,21,360000
marino-hinestroza,18,20,360000
marino-hinestroza,17,19,360000
matias-vina,22,20,2250000
matias-vina,19,17,360000
vitao,19,19,360000
vitao,18,18,360000
mika,31,19,45000
mika,30,17,45000
mika,28,16,45000
mika,27,15,45000
mika,27,18,45000
mika,26,14,45000
mika,26,17,45000
mika,25,13,45000
mika,24,12,45000
mika,23,10,45000
mika,23,14,45000
mika,22,10,45000
mika,22,9,45000
mika,21,9,45000
mika,21,12,45000
mika,20,8,45000
mika,20,11,45000
mika,19,10,45000
mika,18,9,45000
ygor-nogueira,24,19,450000
ygor-nogueira,24,18,180000
ygor-nogueira,23,18,180000
ygor-nogueira,20,15,270000
ygor-nogueira,20,14,270000
ygor-nogueira,19,14,270000
rafael-papagaio,21,19,630000
rafael-papagaio,20,19,675000
patrick,20,20,675000
patrick-de-paula,21,20,675000
ramires,20,20,3240000
ramires,19,19,3600000
ramires,18,18,3240000
raphael-veiga,24,18,720000
raphael-veiga,23,18,810000
raphael-veiga,22,16,675000
raphael-veiga,21,16,810000
renan-lodi,21,19,3600000
renan-lodi,20,18,3600000
wojciech-szczesny,27,17,15300000
wojciech-szczesny,25,15,9000000
wojciech-szczesny,20,10,428000
wojciech-szczesny,20,9,45000
wojciech-szczesny,18,8,90000
wojciech-szczesny,16,6,90000
wojciech-szczesny,14,4,90000
valdenilson,20,20,90000
victor-luis,28,21,1170000
victor-luis,27,20,1170000
victor-luis,25,17,1580000
victor-luis,23,16,1080000
victor-luis,23,15,900000
victor-luis,22,15,1350000
victor-luis,20,13,540000
victor-luis,19,12,540000
victor-michell,17,20,540000
vinicius-silvestre,26,19,90000
vinicius-silvestre,25,19,90000
vinicius-silvestre,25,18,90000
vinicius-silvestre,24,18,90000
vinicius-silvestre,19,13,90000
vitor-hugo,29,20,4320000
vitor-hugo,28,19,6750000
vitor-hugo,26,17,5400000
vitor-hugo,25,16,2700000
vitor-hugo,25,15,2700000
vitor-hugo,24,15,810000
vitor-hugo,23,14,810000
vitor-hugo,22,13,810000
vitor-hugo,22,12,810000
vitor-hugo,21,12,810000
vitor-hugo,21,11,810000
vitor-hugo,20,11,810000
vitor-hugo,18,9,810000
ze-rafael,26,19,2250000
ze-rafael,24,17,630000
ze-rafael,24,16,630000
ze-rafael,23,16,225000
ze-rafael,23,15,225000
ze-rafael,22,15,225000
ze-rafael,21,14,180000
ze-rafael,19,12,180000
aderlan,31,20,630000
aderlan,29,19,540000
aderlan,29,18,540000
aderlan,28,18,540000
aderlan,28,17,540000
aderlan,27,17,675000
aderlan,26,16,675000
aderlan,24,14,675000
aderlan,23,13,675000
aderlan,22,12,675000
aderlan,21,11,349000
aderlan,18,8,675000
alerrandro,20,20,1620000
alerrandro,18,18,675000
alex-alves,31,17,675000
alex-alves,30,17,675000
alex-alves,29,16,675000
alex-alves,28,15,675000
alex-alves,28,14,675000
alex-alves,27,14,675000
alex-alves,25,12,675000
alex-alves,24,11,427500
alex-alves,23,10,675000
arthur,24,20,50400000
arthur,22,18,27000000
arthur,21,17,90000
arthur,19,15,27000000
arthur,19,19,27000000
mickael-barreto,29,20,428000
mickael-barreto,26,17,360000
mickael-barreto,24,15,90000
mickael-barreto,23,14,90000
mickael-barreto,22,13,135000
mickael-barreto,21,12,135000
mickael-barreto,20,11,135000
bruno-tubarao,24,19,135000
bruno-tubarao,24,18,135000
bruno-tubarao,23,18,135000
bruno-tubarao,22,17,135000
claudinho,22,19,270000
claudinho,21,18,270000
claudinho,20,17,135000
claudinho,20,16,135000
claudinho,19,16,112500
cleiton,23,20,2700000
cleiton,19,16,135000
edimar,33,19,810000
edimar,32,18,900000
edimar,32,17,900000
edimar,31,17,1130000
edimar,30,16,765000
edimar,29,15,660000
edimar,28,14,900000
edimar,27,13,900000
edimar,26,12,675000
edimar,25,11,540000
edimar,24,10,540000
edimar,23,9,450000
edimar,22,8,450000
edimar,21,7,450000
edimar,21,6,450000
edimar,20,6,450000
edimar,19,5,450000
fabricio-bruno,24,20,1170000
fabricio-bruno,23,18,810000
fabricio-bruno,21,17,225000
fabricio-bruno,20,16,810000
leo-ortiz,23,19,180000
leo-ortiz,23,18,180000
leo-ortiz,22,18,180000
leo-ortiz,21,17,180000
leo-ortiz,19,15,180000
leonardo-realpe,19,20,630000
leonardo-realpe,18,19,45000
leonardo-realpe,17,18,630000
ligger,31,19,180000
ligger,31,18,180000
ligger,30,17,180000
ligger,29,17,180000
ligger,29,16,180000
ligger,28,16,180000
ligger,27,14,180000
ligger,26,14,180000
ligger,24,12,180000
luan-candido,20,21,3240000
luan-candido,19,20,3600000
luan-candido,18,19,3600000
luan-candido,17,18,3600000
matheus-peixoto,25,21,45000
matheus-peixoto,24,20,45000
matheus-peixoto,23,18,45000
matheus-peixoto,22,18,45000
matheus-peixoto,21,17,45000
matheus-peixoto,21,16,45000
matheus-peixoto,20,16,45000
michael-rangel,29,20,1080000
michael-rangel,28,19,900000
michael-rangel,28,18,900000
michael-rangel,27,18,810000
michael-rangel,26,17,810000
michael-rangel,25,16,540000
michael-rangel,24,15,540000
michael-rangel,24,14,540000
michael-rangel,23,14,540000
michael-rangel,21,12,540000
morato,18,19,45000
pedro-naressi,22,20,225000
pedro-naressi,21,19,225000
ricardo-ryller,27,21,900000
ricardo-ryller,25,19,900000
ricardo-ryller,24,18,427500
robinho,32,20,1215000
robinho,32,19,1350000
robinho,28,16,3600000
robinho,27,15,900000
robinho,24,12,675000
robinho,23,11,675000
robinho,23,10,675000
robinho,22,10,585000
robinho,20,8,675000
thonny-anderson,22,20,1170000
thonny-anderson,22,19,1170000
thonny-anderson,21,19,585000
thonny-anderson,21,18,360000
thonny-anderson,20,18,360000
uillian-correia,30,19,900000
uillian-correia,30,18,900000
uillian-correia,29,18,900000
uillian-correia,29,17,900000
uillian-correia,28,17,675000
uillian-correia,28,16,675000
uillian-correia,27,16,675000
uillian-correia,26,15,607500
uillian-correia,25,14,90000
uillian-correia,24,13,90000
uillian-correia,23,12,90000
uillian-correia,22,11,90000
uillian-correia,21,10,90000
leandro,28,21,855000
leandro,27,20,1080000
leandro,25,18,1195000
leandro,24,17,1130000
leandro,24,16,1130000
leandro,23,16,900000
leandro,23,15,900000
leandro,22,15,1350000
leandro,21,14,1350000
leandro,21,13,1350000
leandro,20,13,900000
leandro,18,11,1350000
ytalo,32,20,360000
ytalo,31,19,360000
ytalo,30,18,360000
ytalo,29,17,675000
ytalo,28,16,900000
ytalo,27,15,360000
ytalo,26,14,360000
ytalo,25,13,360000
ytalo,24,12,360000
ytalo,23,11,360000
ytalo,21,9,360000
ytalo,18,6,360000
alan-cardoso,23,21,45000
alan-cardoso,22,20,45000
alan-cardoso,21,19,45000
alan-cardoso,20,18,45000
alan-cardoso,18,16,45000
alexandre-tam,22,21,45000
alexandre-tam,21,20,45000
alexandre-tam,20,19,45000
allanzinho,25,13,90000
allanzinho,24,12,90000
allanzinho,23,11,90000
anderson-ceara,21,20,45000
arthur-gomes,22,19,1350000
arthur-gomes,21,19,900000
arthur-gomes,19,17,1350000
bruno-matos,30,20,383000
bruno-matos,29,19,292500
bruno-matos,28,18,225000
bruno-matos,27,17,225000
bruno-matos,26,16,360000
bruno-matos,25,15,360000
bruno-matos,24,14,360000
bruno-matos,23,13,360000
bruno-matos,22,12,360000
bruno-matos,21,11,247500
bruno-matos,20,10,360000
bryan-angulo,25,20,1800000
bryan-angulo,24,20,2250000
bryan-angulo,23,19,2250000
bryan-angulo,18,14,2250000
bryan-angulo,17,13,2250000
bryan-ruiz,35,20,720000
bryan-ruiz,33,18,1350000
bryan-ruiz,30,15,4500000
bryan-ruiz,29,14,7200000
bryan-ruiz,26,11,11250000
bryan-ruiz,24,9,4500000
bryan-ruiz,21,6,4500000
bryan-ruiz,18,3,4500000
cadu,23,20,4500000
carlos-sanchez,33,18,1350000
carlos-sanchez,31,16,1800000
carlos-sanchez,29,14,1350000
carlos-sanchez,28,13,1620000
carlos-sanchez,26,11,1800000
carlos-sanchez,25,10,1800000
carlos-sanchez,24,9,1800000
carlos-sanchez,23,8,1800000
carlos-sanchez,18,3,1800000
daniel-guedes,28,21,495000
daniel-guedes,26,20,495000
daniel-guedes,26,19,630000
daniel-guedes,25,19,720000
daniel-guedes,21,15,90000
freddie-woodman,24,21,5400000
freddie-woodman,23,20,2880000
freddie-woodman,22,19,450000
freddie-woodman,21,18,450000
freddie-woodman,20,17,225000
freddie-woodman,18,15,225000
freddie-woodman,17,14,225000
freddie-woodman,16,13,225000
diego-pituca,26,18,225000
diego-pituca,25,17,225000
diego-pituca,23,15,225000
diego-pituca,21,13,225000
diego-pituca,20,12,225000
diogo-vitor,23,20,45000
diogo-vitor,20,17,90000
douglas-maia,31,20,225000
douglas-maia,30,19,225000
douglas-maia,29,17,225000
douglas-maia,28,17,225000
douglas-maia,27,16,225000
douglas-maia,26,15,225000
douglas-maia,25,14,225000
douglas-maia,24,13,90000
douglas-maia,23,12,90000
douglas-maia,22,11,90000
douglas-maia,21,10,90000
douglas-maia,20,9,360000
douglas-maia,19,8,90000
eduardo-sasha,28,20,4050000
eduardo-sasha,26,18,1800000
eduardo-sasha,22,13,135000
eduardo-sasha,20,12,135000
eduardo-sasha,19,11,135000
evandro,23,20,900000
evandro,21,18,450000
evandro,20,17,450000
evandro,18,15,450000
everson,30,20,1080000
everson,29,19,720000
everson,25,15,45000
everson,24,14,45000
everson,20,10,45000
felipe-aguilar,27,20,1800000
felipe-aguilar,26,19,1350000
felipe-aguilar,23,16,1350000
felipe-aguilar,20,13,1350000
felipe-aguilar,18,11,1350000
felipe-carvalho,27,19,675000
felipe-carvalho,26,19,450000
felipe-carvalho,25,18,113000
felipe-carvalho,24,16,270000
felipe-carvalho,23,16,270000
felipe-carvalho,22,15,315000
fernando-uribe,32,20,1440000
fernando-uribe,31,19,2700000
fernando-uribe,30,18,2520000
fernando-uribe,27,15,540000
fernando-uribe,26,14,540000
fernando-uribe,24,12,540000
fernando-uribe,23,11,765000
fernando-uribe,22,10,765000
fernando-uribe,21,9,765000
fernando-uribe,20,8,765000
buiu,20,7,45000
juan-jesus,26,17,6750000
juan-jesus,25,16,8100000
juan-jesus,21,12,2700000
juan-jesus,19,10,8100000
jackson-porozo,20,20,270000
jackson-porozo,18,18,270000
jackson-porozo,17,17,270000
jackson-porozo,16,16,270000
jean-mota,23,16,225000
jean-mota,22,15,225000
jean-mota,19,12,225000
luis-maranhao,33,13,45000
luis-maranhao,32,13,45000
luis-maranhao,30,11,45000
luis-maranhao,29,10,45000
luis-maranhao,28,9,45000
luis-maranhao,26,7,45000
luis-maranhao,25,6,45000
jobson,24,19,68000
jobson,24,18,68000
jobson,23,18,68000
jobson,22,17,68000
jobson,21,16,68000
luan-peres,27,20,900000
luan-peres,25,19,540000
luan-peres,24,18,585000
luan-peres,23,17,225000
luan-peres,22,16,225000
luan-peres,21,15,225000
lucas-venuto,26,21,428000
lucas-venuto,25,20,428000
lucas-venuto,24,19,810000
lucas-venuto,21,16,900000
lucas-venuto,20,15,150000
lucas-venuto,19,14,90000
lucas-lourenco,19,20,90000
lucas-verissimo,21,16,90000
marcos-leonardo,17,20,90000
david-luiz,32,19,18000000
david-luiz,29,16,25200000
david-luiz,27,14,23400000
david-luiz,24,11,12600000
david-luiz,20,7,1350000
david-luiz,19,6,1350000
paulo-dybala,21,15,25200000
paulo-dybala,18,12,1800000
paulo-dybala,17,11,25200000
raniel,24,19,2250000
raniel,23,19,1350000
raniel,21,17,90000
raniel,21,16,90000
raniel,20,16,225000
renyer,17,20,225000
sandry,17,19,45000
tailson,20,19,225000
victor-yan,17,18,225000
vladimir-coufal,28,20,1800000
vladimir-coufal,26,18,810000
vladimir-coufal,20,12,810000
vladimir-coufal,18,10,810000
ben-chilwell,23,20,36000000
ben-chilwell,19,16,36000000
ben-chilwell,19,15,36000000
ben-chilwell,18,15,36000000
ben-chilwell,17,14,36000000
yeferson-soteldo,22,19,2030000
yeferson-soteldo,22,18,2030000
yeferson-soteldo,21,18,1800000
yeferson-soteldo,20,17,900000
yeferson-soteldo,16,13,1800000
yuri-alberto,19,20,2070000
yuri-alberto,16,17,1800000
alexandre-pato,31,20,4320000
alexandre-pato,30,19,8100000
alexandre-pato,28,17,5400000
alexandre-pato,27,16,9900000
alexandre-pato,27,15,9900000
alexandre-pato,25,14,10800000
alexandre-pato,24,13,25650000
alexandre-pato,18,7,3600000
alexandre-pato,17,6,25650000
anderson-martins,33,20,653000
anderson-martins,31,18,900000
anderson-martins,30,17,900000
anderson-martins,29,16,1170000
anderson-martins,28,15,900000
anderson-martins,28,14,900000
anderson-martins,27,14,900000
anderson-martins,24,11,787500
anderson-martins,20,7,675000
antonio-galeano,21,20,90000
antonio-galeano,20,20,90000
brenner,20,19,810000
brenner,19,19,900000
brenner,17,17,810000
bruno-alves,26,17,1350000
bruno-alves,23,13,1350000
bruno-alves,22,13,1350000
bruno-alves,22,12,1350000
bruno-alves,21,12,1350000
bruno-alves,21,11,1350000
bruno-alves,20,11,1350000
karl,27,20,135000
karl,26,19,135000
karl,26,18,135000
karl,25,18,135000
karl,24,17,135000
karl,23,16,67500
karl,22,15,90000
marquinhos-calazans,25,21,450000
marquinhos-calazans,24,20,450000
marquinhos-calazans,23,19,630000
marquinhos-calazans,21,17,90000
marquinhos-calazans,19,15,90000
marquinhos-calazans,17,13,90000
dani-alves,36,19,2250000
dani-alves,34,17,5400000
dani-alves,33,16,8100000
dani-alves,25,8,18000000
dani-alves,20,3,18000000
dani-alves,20,2,18000000
dani-alves,19,2,18000000
dani-alves,18,1,18000000
danilinho,33,18,135000
danilinho,32,17,135000
danilinho,31,16,135000
danilinho,30,15,135000
danilinho,29,14,210000
danilinho,28,13,135000
danilinho,27,12,135000
ed-carlos,18,19,135000
federico-fassone,21,19,45000
federico-fassone,21,18,45000
federico-fassone,20,18,45000
federico-fassone,19,17,90000
federico-fassone,17,15,45000
matheus-iacovelli,22,20,90000
matheus-iacovelli,22,19,90000
matheus-iacovelli,21,19,90000
matheus-iacovelli,21,18,68000
matheus-iacovelli,20,18,23000
matheus-iacovelli,19,17,23000
gabriel-sara,20,19,23000
gabriel-sara,18,17,23000
gonzalo-carneiro,23,18,1080000
gonzalo-carneiro,20,15,23000
helinho,18,18,23000
hernanes,34,19,1350000
hernanes,33,17,3600000
hernanes,32,17,3600000
hernanes,30,15,12600000
hernanes,29,14,19800000
hernanes,25,10,8100000
hernanes,22,6,8100000
hernanes,21,6,8100000
hernanes,20,5,8100000
igor-gomes,20,19,8100000
igor-vinicius,23,20,1530000
igor-vinicius,23,19,1530000
igor-vinicius,22,19,1530000
igor-vinicius,22,18,1530000
igor-vinicius,21,18,1530000
igor-vinicius,20,17,1530000
giuseppe-reina,34,6,225000
giuseppe-reina,33,5,720000
giuseppe-reina,32,4,720000
giuseppe-reina,27,99,720000
giuseppe-reina,24,96,720000
giuseppe-reina,22,94,720000
giuseppe-reina,21,93,720000
giuseppe-reina,18,90,720000
joao-felix,19,19,63000000
joao-felix,18,18,1800000
joao-felix,18,17,450000
joao-felix,16,16,450000
joao-felix,15,15,450000
joao-felix,14,14,450000
joao-felix,12,12,450000
joao-rojas,29,18,1800000
joao-rojas,28,17,1800000
joao-rojas,24,13,1890000
joao-rojas,22,11,1890000
joao-rojas,22,10,1890000
joao-rojas,21,10,1890000
joao-rojas,21,9,1890000
joao-rojas,20,9,1890000
joao-rojas,20,8,1890000
joao-rojas,19,8,1890000
joao-rojas,18,7,1890000
juan-musso,24,18,900000
juan-musso,18,12,900000
bastian-san-juan,27,20,360000
bastian-san-juan,25,19,360000
bastian-san-juan,20,14,360000
juanfran,34,19,2700000
juanfran,26,11,5400000
juanfran,21,6,5400000
juanfran,20,5,5400000
juanfran,18,3,5400000
juanfran,16,1,5400000
leo-natel,23,20,585000
leo-natel,22,19,720000
leo-natel,21,18,90000
leo-natel,20,17,45000
leo-natel,19,16,45000
liziero,20,18,45000
liziero,18,16,45000
lucas-perrin,19,18,45000
lucas-perrin,17,16,45000
luizao,22,20,900000
luizao,21,19,1350000
luizao,19,17,900000
marcos-junior,26,19,1800000
marcos-junior,22,14,900000
marcos-junior,21,14,900000
marcos-junior,19,12,900000
matheus-vieira,22,20,90000
matheus-vieira,21,19,90000
matheus-vieira,20,18,90000
matheus-vieira,19,17,90000
matheus-vieira,18,16,90000
miguel-riffo,31,11,270000
miguel-riffo,30,11,540000
miguel-riffo,20,1,270000
giorgos-papageorgiou,19,16,270000
paulinho-boia,22,19,90000
paulinho-boia,21,19,90000
paulinho-boia,20,18,45000
ricardo-pereira,25,18,18000000
ricardo-pereira,24,17,8100000
ricardo-pereira,22,15,3490000
ricardo-pereira,20,13,1620000
ricardo-pereira,19,12,1620000
ricardo-pereira,18,11,1620000
ricardo-pereira,17,10,1620000
ricardo-pereira,15,8,1620000
ricardo-pereira,13,6,1620000
robert-arboleda,26,17,1260000
robert-arboleda,24,14,900000
robert-arboleda,23,14,540000
robert-arboleda,22,13,540000
robert-arboleda,22,12,540000
robert-arboleda,21,12,540000
robert-arboleda,21,11,540000
robert-arboleda,20,11,540000
robert-arboleda,19,10,540000
rodrigo-nestor,20,20,540000
rodrigo-nestor,19,19,540000
santiago-trellez,30,19,855000
santiago-trellez,29,19,1130000
santiago-trellez,28,18,1130000
santiago-trellez,27,17,720000
santiago-trellez,26,16,1170000
santiago-trellez,25,15,1170000
santiago-trellez,25,14,1170000
santiago-trellez,24,14,1170000
santiago-trellez,23,13,900000
santiago-trellez,22,12,810000
santiago-trellez,21,11,23000
santiago-trellez,20,10,23000
santiago-trellez,18,8,23000
santiago-trellez,17,7,23000
senad-lulic,25,11,2250000
senad-lulic,24,10,810000
senad-lulic,22,8,225000
senad-lulic,20,6,225000
senad-lulic,18,4,225000
talles-magno,17,19,225000
charlie-taylor,24,17,4500000
charlie-taylor,21,14,23000
charlie-taylor,20,13,23000
charlie-taylor,19,12,23000
tche-tche,27,19,4500000
tche-tche,26,18,2700000
tche-tche,24,16,45000
tche-tche,24,15,45000
tche-tche,23,15,45000
thiago-couto,21,20,45000
thiago-couto,18,17,45000
thiago-paulo-da-silva,16,20,45000
tiago-volpi,29,20,2700000
